"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"51098","1.0","377","[""DANCE""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51099","1.0","433","[""ENGL""]","1","""0/999""","","","[""Carol Holly""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""1/999""","""O""","20062","","""Internship""","""Research""","2006"
"51100","1.0","449","[""ENGL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51101","1.0","464","[""ENVST""]","1","""0/999""","","","[""Charles Jr. Umbanhowar""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""1/999""","""O""","20062","","""Internship""","""Research""","2006"
"51102","1.0","466","[""ENVST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51103","1.0","490","[""FREN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51104","1.0","494","[""FREN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51105","1.0","522","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51106","1.0","529","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51107","1.0","543","[""GREEK""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51108","1.0","550","[""GREEK""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51109","1.0","624","[""HIST""]","1","""0/999""","","","[""Timothy R. Howe""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51110","1.0","640","[""HIST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51111","1.0","643","[""HSPST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51112","1.0","646","[""HSPST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51113","1.0","653","[""FAMST""]","2","""0/999""","","","[""Sharon Powell""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51114","1.0","656","[""FAMST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51115","1.0","686","[""IS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51116","1.0","691","[""IS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51117","1.0","707","[""ID""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51118","1.0","709","[""ID""]","7","""0/999""","","","[""Kevin M. Crisp""]","""4/999""","300","","999","""Academic Internship""","394","true","","2","""3/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51119","1.0","716","[""LATIN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51120","1.0","725","[""LATIN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51121","1.0","751","[""MATH""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51122","1.0","784","[""MGMT""]","3","""0/999""","","","[""Richard Goedde""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51123","1.0","788","[""MGMT""]","1","""0/999""","","","[""Mary Ann Emery""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51124","1.0","795","[""MEDIA""]","1","""0/999""","","","[""Jan C. Hill""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51125","1.0","797","[""MEDIA""]","1","""0/999""","","","[""Dianna Murray-Close""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""1/999""","""O""","20062","","""Internship""","""Research""","2006"
"51126","1.0","846","[""MUSIC""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51127","1.0","865","[""MUSIC""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51128","1.0","917","[""NEURO""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51129","1.0","919","[""NEURO""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51130","1.0","931","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51131","1.0","936","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51132","1.0","942","[""NURS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51133","1.0","961","[""NURS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51134","1.0","985","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51135","1.0","992","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51136","1.0","1057","[""PETH""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51137","1.0","1067","[""PETH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51138","1.0","1090","[""PHYS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51139","1.0","1100","[""PHYS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51140","1.0","1139","[""PSCI""]","1","""0/999""","","","[""Douglas J. Casson""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51141","1.0","1151","[""PSCI""]","1","""0/999""","","","[""Douglas J. Casson""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51142","1.0","1178","[""PSYCH""]","2","""0/999""","","","[""Dana Gross""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""1/999""","""O""","20062","","","""Research""","2006"
"51143","1.0","1188","[""PSYCH""]","2","""0/999""","","","[""Dana Gross""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51144","1.0","1236","[""REL""]","1","""0/999""","","","[""David Booth""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51145","1.0","1253","[""REL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51146","1.0","1275","[""RUSSN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51147","1.0","1279","[""RUSSN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51148","1.0","1315","[""SOAN""]","1","""0/999""","","","[""Thomas A. Williamson""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51149","1.0","1319","[""SOAN""]","0","""0/999""","","","[""Staff""]","""1/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51150","1.0","1341","[""SPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51151","1.0","1354","[""SPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51152","1.0","1366","[""SWRK""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51153","1.0","1372","[""SWRK""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51154","1.0","1394","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","""Internships""","""Research""","2006"
"51155","1.0","1400","[""THEAT""]","1","""0/999""","","","[""Karen Wilson""]","""1/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51156","1.0","1409","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51157","1.0","1413","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internship""","""Research""","2006"
"51158","1.0","1477","[""WMNST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20062","","""Internships""","""Research""","2006"
"51159","1.0","1479","[""WMNST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20062","","""Internships""","""Research""","2006"
"51160","1.0","471","[""IDFA""]","","","","","[""Staff""]","","200","","","""Academic Internship""","294","true","","2","","","""O""","20062","","","""Research""","2006"
"51184","1.0","1376","[""THEAT""]","20","""18/999""","","","[""Jeanne I. Willcoxon""]","""0/999""","100","[""CHM 140""]","18","""Acting for Non-Majors""","115","false","","2","""1/999""","""0/999""","""C""","20062","[""M-F 1040-1240PM""]","""Acting for the Non-Major""","""Research""","2006"
"51185","1.0","436","[""ENGL""]","9","""0/0""","","","[""Carol Holly""]","""3/999""","300","[""RML 520""]","15","""Adv Lit Era: America""","340","false","","2","""6/999""","""0/999""","""O""","20062","[""M-F 1040-1240PM""]","""Advanced Studies in Literary Eras: American""","""Topic""","2006"
"51187","1.0","44","[""ART""]","11","""1/999""","","","[""Henrietta Doner-Hedrick""]","""3/999""","200","[""DC 214"", ""DC 214""]","22","""Advanced Drawing""","233","false","","2","""2/999""","""5/999""","""O""","20062","[""M-F 0900-1000"", ""M-F 1040-1240PM""]","","""Research""","2006"
"51193","1.0","1286","[""SOAN""]","28","""25/999""","","","[""Grant P. Arndt""]","""0/999""","100","[""HH 413""]","25","""Anth of War and Peace""","115","false","","2","""0/999""","""0/999""","""C""","20062","[""M-F 0100-0300PM""]","""The Anthropology of War and Peace""","""Research""","2006"
"51194","1.0","52","[""ART""]","30","""0/0""","","","[""Matthew Rohn""]","""10/999""","200","[""DC 305""]","30","""Art Since 1950""","253","false","","2","""6/999""","""14/999""","""C""","20062","[""M-F 1040-1240PM""]","","""Research""","2006"
"51198","1.0","189","[""CHEM""]","29","""11/999""","","","[""Wesley Pearson""]","""2/999""","100","[""SC 378""]","32","""Atom/Molec Structure""","123","false","""A""","2","""1/999""","""17/999""","""O""","20062","[""M-F 0800-1000""]","""Atomic and Molecular Structure""","""Research""","2006"
"51202","1.0","1324","[""SPAN""]","25","""11/10""","","","[""Sylvia Carullo""]","""1/7""","100","[""OM 021"", ""OM 021""]","23","""Beginning Spanish I""","111","false","","2","""1/0""","""5/6""","""C""","20062","[""M-F 0900-1000"", ""M-F 1040-1240PM""]","","""Research""","2006"
"51203","1.0","977","[""PHIL""]","23","""0/0""","","","[""Karen Gervais""]","""14/999""","200","[""HH 413""]","25","""Biomedical Ethics""","250","false","","2","""10/999""","""0/999""","""C""","20062","[""M-F 0800-1000""]","","""Research""","2006"
"51209","1.0","106","[""BIO""]","46","""37/38""","","106","[""Sara E. Fruehling"", ""Kerri M. Carlson""]","""2/1""","100","[""SC 278""]","48","""Cell Bio & Genetics""","125","false","","2","""2/1""","""4/8""","""C""","20062","[""M-F 0100-0300PM""]","""Cellular Biology and Genetics""","""Research""","2006"
"51210","0.0","107","[""BIO""]","24","""24/999""","","106","[""Sara E. Fruehling""]","""0/999""","100","[""SC 273"", ""SC 273""]","24","""Cell Bio & Genetics Lab""","125","false","""A""","2","""1/999""","""0/999""","""C""","20062","[""M-F 0800-1000"", ""M-F 1040-1200PM""]","","""Lab""","2006"
"51211","0.0","107","[""BIO""]","22","""13/999""","","106","[""Kerri M. Carlson""]","""2/999""","100","[""SC 211"", ""SC 211""]","24","""Cell Bio & Genetics Lab""","125","false","""B""","2","""2/999""","""4/999""","""C""","20062","[""M-F 0800-1000"", ""M-F 1040-1200PM""]","","""Lab""","2006"
"51218","1.0","232","[""CLASS""]","30","""0/999""","","","[""Anne Groton""]","""13/999""","200","","30","""Class Studies Greece""","251","false","","2","""8/999""","""8/999""","""C""","20062","","""Classical Studies in Greece""","""Research""","2006"
"51221","1.0","1338","[""SPAN""]","22","""0/6""","","","[""Maggie Broner""]","""8/999""","200","[""OM 020""]","20","""Contemporary Issues""","274","false","","2","""5/999""","""7/999""","""C""","20062","[""M-F 1040-0300PM""]","""Contemporary Issues in the Spanish-Speaking World""","""Research""","2006"
"51222","1.0","368","[""DANCE""]","3","""1/999""","","","[""Anthony Roberts""]","""1/999""","100","[""DC _STUDIO_1"", ""DC 100""]","15","""Dancing With Computer""","150","false","","2","""2/999""","""1/999""","""O""","20062","[""MTThF 1040-1200PM"", ""MTThF 0100-0300PM""]","""Dancing with the Computer""","""Research""","2006"
"51229","1.0","262","[""ECON""]","19","""0/0""","","","[""Mark Pernecky""]","""6/999""","200","[""OM 035"", ""OM 035""]","22","""Economic Justice""","220","false","","2","""15/999""","""0/999""","""C""","20062","[""MWF 0830-1000"", ""MWF 1040-1210PM""]","","""Research""","2006"
"51233","1.0","979","[""PHIL""]","31","""0/0""","","","[""Edmund Santurri""]","""9/999""","200","[""BMC 101""]","25","""Ethics/The Good Life""","252","false","","2","""16/999""","""0/999""","""C""","20062","[""M-F 1040-1240PM""]","""Ethics and the Good Life""","""Research""","2006"
"51236","1.0","16967","[""FAMST""]","25","""3/999""","","","[""Sharon Powell""]","""8/999""","100","[""HH 317"", ""HH 317""]","25","""Families in Film and Lit""","130","false","","2","""13/999""","""0/999""","""C""","20062","[""MWF 1040-1240PM"", ""MWF 0100-0300PM""]","""Families in Film and Literature""","""Research""","2006"
"51250","0.0","17249","[""BIO""]","25","""8/999""","","110","[""Jean C. Porterfield""]","""4/999""","100","[""SC 263""]","24","""Genetics/Evol/Soc Lab""","127","false","","2","""4/999""","""8/999""","""C""","20062","[""M-Th 0100-0300PM""]","","""Lab""","2006"
"51251","1.0","110","[""BIO""]","25","""8/8""","","110","[""Jean C. Porterfield""]","""4/4""","100","[""SC 278""]","24","""Genetics/Evolut/Soc""","127","false","","2","""4/4""","""8/8""","""C""","20062","[""M-Th 1040-1200PM""]","""Genetics, Evolution and Society""","""Research""","2006"
"51252","1.0","758","[""MATH""]","19","""0/0""","","","[""Judith Cederberg""]","""10/999""","300","[""SC 184"", ""SC 184""]","20","""Geometry""","356","false","","2","""8/999""","""1/999""","""C""","20062","[""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","","""Research""","2006"
"51266","1.0","1231","[""REL""]","20","""1/999""","","","[""L. DeAne Lagerquist""]","""10/999""","200","","26","""Histor Geograph Bible""","275","false","","2","""5/999""","""4/999""","""C""","20062","","""Historical Geography and the Bible""","""Research""","2006"
"51268","1.0","704","[""ID""]","12","""0/999""","","","[""Wesley Pearson""]","""8/999""","200","","12","""Hospital Health Care""","255","true","","2","""1/999""","""3/999""","""C""","20062","","""Hospital Health Care and the Physician""","""Research""","2006"
"51272","1.0","1357","[""SWRK""]","23","""12/20""","","","[""Stacey L. Klempnauer""]","""0/0""","100","[""BMC 111"", ""BMC 111"", ""BMC 111""]","25","""I Want to Help People""","120","false","","2","""1/0""","""10/5""","""C""","20062","[""M-Th 0800-1000"", ""MTh 1040-1240PM"", ""MTh 0100-0300PM""]","","""Research""","2006"
"51273","1.0","489","[""FREN""]","12","""0/999""","","","[""Scott Homler""]","""2/999""","200","","12","""ID French St--Paris""","275","false","","2","""2/999""","""4/999""","""C""","20062","","""Interdisciplinary French Studies in Paris""","""Research""","2006"
"51274","1.0","1329","[""SPAN""]","22","""8/999""","","","[""Leon Narvaez""]","""1/999""","200","","22","""Inter Span II-C Rica""","234","false","","2","""2/999""","""11/999""","""C""","20062","","""Intermediate Spanish II in Costa Rica""","""Research""","2006"
"51275","1.0","1328","[""SPAN""]","23","""2/999""","[""MCG""]","","[""Ariel Strichartz""]","""2/999""","200","","22","""Inter Span II-Ecuador""","233","false","","2","""1/999""","""18/999""","""C""","20062","","""Intermediate Spanish II in Ecuador""","""Research""","2006"
"51279","1.0","1326","[""SPAN""]","25","""11/13""","","","[""Gwendolyn Barnes-Karol""]","""4/999""","200","[""OM 031"", ""OM 031""]","23","""Intermed Spanish I""","231","false","","2","""2/999""","""7/999""","""C""","20062","[""M-F 1040-1140"", ""M-F 0100-0300PM""]","""Intermediate Spanish I""","""Research""","2006"
"51282","1.0","455","[""ENVST""]","26","""8/7""","","","[""John D. Schade""]","""8/6""","100","[""SC 129"", ""SC 374""]","26","""Intro: Env Studies""","137","false","","2","""3/6""","""2/7""","""C""","20062","[""M-F 1040-1240PM"", ""F 0100-0400PM""]","""Introduction to Environmental Studies""","""Research""","2006"
"51283","1.0","75","[""ART""]","1","""0/999""","","","[""Irve Dell""]","""0/999""","300","","999","""IR/Installation Art""","398","false","","2","""1/999""","""0/999""","""O""","20062","","""Independent Research: Art History""","""Research""","2006"
"51284","1.0","97","[""ASIAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20062","","""Independent Research""","""Research""","2006"
"51285","1.0","175","[""BIO""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20062","","""Independent Research""","""Research""","2006"
"51286","1.0","223","[""CHEM""]","1","""0/999""","","","[""Jeffrey J. Schwinefus""]","""1/999""","300","","999","""IR/Riboswitch DSC Work""","398","false","","2","""2/999""","""0/999""","""O""","20062","","""Independent Research""","""Research""","2006"
"51287","1.0","236","[""CLASS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20062","","""Independent Research""","""Research""","2006"
"51288","1.0","252","[""CHIN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20062","","""Independent Research""","""Research""","2006"
"51289","1.0","285","[""ECON""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20062","","""Independent Research""","""Research""","2006"
"51290","1.0","307","[""CSCI""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20062","","""Independent Research""","""Research""","2006"
"51291","1.0","345","[""EDUC""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20062","","""Independent Research""","""Research""","2006"
"51292","1.0","378","[""DANCE""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20062","","""Independent Research""","""Research""","2006"
"51293","1.0","451","[""ENGL""]","1","""0/999""","","","[""Eliot K. Wilson""]","""0/999""","300","","999","""IR/Poetry Revision Work""","398","false","","2","""0/999""","""1/999""","""O""","20062","","""Independent Research""","""Research""","2006"
"51294","1.0","467","[""ENVST""]","1","""0/999""","","","[""Charles Jr. Umbanhowar""]","""0/999""","300","","999","""IR/Remote Sensing/GIS""","398","false","","2","""1/999""","""0/999""","""O""","20062","","""Independent Research""","""Research""","2006"
"51295","1.0","496","[""FREN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20062","","","""Research""","2006"
"51296","1.0","530","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20062","","""Independent Research""","""Research""","2006"
