"clbid","credits","crsid","departments","enrolled","firsties","groupid","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"53013","1.0","1232","[""REL""]","8","""0/999""","","[""James Hanson""]","""0/999""","200","[""TB 227""]","999","""The Ethics of Jesus""","276","false","","5","""0/999""","""0/999""","""O""","20055","[""M-F 0230-0400PM""]","","""Research""","2005"
"53014","1.0","1324","[""SPAN""]","0","""0/999""","","[""Joseph McClanahan""]","""0/999""","100","[""RML 525""]","999","""Beginning Spanish I""","111","false","","5","""0/999""","""0/999""","""X""","20055","[""M-F 1230-0200PM""]","","""Research""","2005"
"53015","1.0","1476","[""WMNST""]","5","""0/999""","","[""Mary Cisar""]","""0/999""","100","[""DC 204""]","999","""Intro Womens Studies""","121","false","","5","""0/999""","""0/999""","""O""","20055","[""M-F 0230-0400PM""]","""Introduction to Women's Studies""","""Research""","2005"
"53439","1.0","317","[""EDUC""]","7","""0/999""","","[""Robert W. McClure""]","""0/999""","300","","999","""Science Hlth Living""","316","false","","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"53440","1.0","318","[""EDUC""]","7","""0/999""","","[""Daniel R. Forstner""]","""0/999""","300","","999","""Math-Elem Classroom""","317","false","","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"53462","1.0","505","[""GERM""]","1","""0/999""","","[""Jerrolyn Hurlbutt""]","""0/999""","100","[""TBA""]","999","""Beginning German II""","112","false","","5","""0/999""","""0/999""","""O""","20055","[""M-F 0230-0400PM""]","","""Research""","2005"
"53463","1.0","508","[""GERM""]","0","""0/999""","","[""Jerrolyn Hurlbutt""]","""0/999""","200","[""TBA""]","999","""Intermed German I""","231","false","","5","""0/999""","""0/999""","""O""","20055","[""M-F 0230-0400PM""]","""Intermediate German I""","""Research""","2005"
"53464","1.0","509","[""GERM""]","2","""0/999""","","[""Jerrolyn Hurlbutt""]","""0/999""","200","[""TBA""]","999","""Intermed German II""","232","false","","5","""0/999""","""0/999""","""O""","20055","[""M-F 1230-0200PM""]","""Intermediate German II""","""Research""","2005"
"53465","1.0","516","[""GERM""]","0","""0/999""","","[""Jerrolyn Hurlbutt""]","""0/999""","200","[""TBA""]","999","""Exploring Non-Fiction""","252","false","","5","""0/999""","""0/999""","""O""","20055","[""M-F 1230-0200PM""]","","""Research""","2005"
"53734","1.0","642","[""HIST""]","0","""0/999""","","[""Robert Entenmann""]","""0/999""","300","","999","""IR/Mao's Revolution""","398","false","","5","""0/999""","""0/999""","""O""","20055","","""Independent Research""","""Research""","2005"
"53735","1.0","69","[""ART""]","1","""0/999""","","[""Wendell Arneson""]","""0/999""","200","","999","""IS/Advanced Painting""","298","false","","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"53740","1.0","451","[""ENGL""]","1","""0/999""","","[""Jon Eric Nelson""]","""0/999""","300","","999","""IR/Joyce's Ulysses""","398","false","","5","""0/999""","""0/999""","""O""","20055","","""Independent Research""","""Research""","2005"
"53742","1.0","1190","[""PSYCH""]","1","""0/999""","","[""Charles Huff""]","""0/999""","300","","999","""IR/Moral Psychology""","398","false","","5","""0/999""","""0/999""","""O""","20055","","""Independent Research""","""Research""","2005"
"53848","1.0","375","[""DNCTH""]","","","","[""Heather J. Klopchin""]","","200","","","""IS/Investigating Dance""","298","false","","5","","","""O""","20055","","""Independent Study""","""Research""","2005"
"53876","0.5","795","[""MEDIA""]","6","""0/999""","","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"53883","1.0","1477","[""WMNST""]","1","""0/999""","","[""Judy Kutulas""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20055","","""Internships""","""Research""","2005"
"53884","1.0","153","[""BIO""]","1","""0/999""","","[""Theodore Johnson""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"53885","1.0","795","[""MEDIA""]","2","""0/999""","","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"53887","1.0","1152","[""PSCI""]","1","""0/999""","","[""Anthony Lott""]","""0/999""","300","","999","""IR/Arab World Politics""","398","false","","5","""0/999""","""0/999""","""O""","20055","","""Independent Research""","""Research""","2005"
"53888","0.5","153","[""BIO""]","1","""0/999""","","[""Wesley Pearson""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"53892","1.0","153","[""BIO""]","1","""0/999""","","[""David Van Wylen""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"53902","1.0","993","[""PHIL""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","5","""0/999""","""0/999""","""O""","20055","","""Independent Research""","""Research""","2005"
"53903","1.0","986","[""PHIL""]","1","""0/999""","","[""Charles Taliaferro""]","""0/999""","200","","999","""IS/Research Methods""","298","false","","5","""0/999""","""0/999""","""O""","20055","","""Independent Study""","""Research""","2005"
"53918","1.0","1068","[""PETH""]","1","""0/999""","","[""Cynthia Book""]","""0/999""","300","","999","""IR/Fitness Specialist""","398","false","","5","""0/999""","""0/999""","""O""","20055","","""Independent Research""","""Research""","2005"
"53919","0.5","961","[""NURS""]","2","""0/999""","","[""Rita Glazebrook""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"53920","0.5","653","[""FAMST""]","1","""0/999""","","[""Sharon Powell""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"53924","0.5","846","[""MUSIC""]","1","""0/999""","","[""David Hagedorn""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"53925","1.0","1139","[""PSCI""]","2","""0/999""","","[""Sheryl D. Breen""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"53926","1.0","1236","[""REL""]","1","""0/999""","","[""Gregory A. Walter""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"53939","1.0","541","[""GREEK""]","1","""0/999""","","[""Christopher M. Brunelle""]","""0/999""","200","","1","""Intermediate Greek""","231","false","","5","""0/999""","""0/999""","""C""","20055","","","""Research""","2005"
"53972","1.0","94","[""ASIAN""]","1","""0/999""","","[""Karil J. Kucera""]","""0/999""","200","","999","""IS/Resources: Korea""","298","false","","5","""0/999""","""0/999""","""O""","20055","","""Independent Study""","""Research""","2005"
"53973","1.0","1236","[""REL""]","1","""0/999""","","[""Charles Wilson""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"53974","1.0","1139","[""PSCI""]","2","""0/999""","","[""Douglas J. Casson""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"53975","1.0","1372","[""SWRK""]","1","""0/999""","","[""Mary Carlsen""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"53976","1.0","433","[""ENGL""]","1","""0/999""","","[""Diane C. LeBlanc""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"53977","1.0","1253","[""REL""]","1","""0/999""","","[""Douglas Schuurman""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"53978","1.0","784","[""MGMT""]","2","""0/999""","","[""Richard Goedde""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"53979","1.0","1236","[""REL""]","1","""0/999""","","[""Elizabeth C. Galbraith""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"53986","1.0","434","[""ENGL""]","1","""0/999""","","[""Eliot K. Wilson""]","""0/999""","200","","999","""IS/Bukowski in Am Poetry""","298","false","","5","""0/999""","""0/999""","""O""","20055","","""Independent Study""","""Research""","2005"
"53987","1.0","656","[""FAMST""]","1","""0/999""","","[""Sharon Powell""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"53988","1.0","276","[""ECON""]","0","""0/999""","","[""Richard Goedde""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"53989","0.5","449","[""ENGL""]","1","""0/999""","","[""Jan C. Hill""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"53990","0.5","1236","[""REL""]","1","""0/999""","","[""Jason J. Ripley""]","""0/999""","200","","999","""Academic Internship""","294","true","""C""","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"53991","1.0","276","[""ECON""]","1","""0/999""","","[""Steve Soderlind""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"53992","0.5","276","[""ECON""]","0","""0/999""","","[""Richard Goedde""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"53999","1.0","276","[""ECON""]","1","""0/999""","","[""Paul Wojick""]","""0/999""","200","","999","""Academic Internship""","294","true","""C""","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"54009","1.0","1489","[""ARMS""]","1","""0/999""","","[""Joan Hepburn""]","""0/999""","300","","999","""IR/Navajo Health""","398","false","","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"54010","1.0","1488","[""ARMS""]","1","""0/999""","","[""Joan Hepburn""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"54011","1.0","640","[""HIST""]","1","""0/999""","","[""Steven C. Hahn""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"54012","1.0","795","[""MEDIA""]","1","""0/999""","","[""Jan C. Hill""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"54034","1.0","1178","[""PSYCH""]","0","""0/999""","","[""Gary M. Muir""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"54035","0.5","464","[""ENVST""]","1","""0/999""","","[""Charles Jr. Umbanhowar""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"54036","1.0","464","[""ENVST""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"54037","1.0","653","[""FAMST""]","1","""0/999""","","[""Gary M. Muir""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"54063","1.0","692","[""IS""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"54064","1.0","717","[""LATIN""]","1","""0/999""","","[""Anne Groton""]","""0/999""","200","","999","""IS/Roman Comedy""","298","false","","5","""0/999""","""0/999""","""O""","20055","","""Independent Study""","""Research""","2005"
"54180","1.0","1152","[""PSCI""]","1","""0/999""","","[""D Christopher Brooks""]","""0/999""","300","","999","""IR/Democratization""","398","false","""A""","5","""0/999""","""0/999""","""O""","20055","","""Independent Research""","""Research""","2005"
"54181","1.0","94","[""ASIAN""]","1","""0/999""","","[""Katherine S. Tegtmeyer Pak""]","""0/999""","200","","999","""IS/China U.S. Relations""","298","false","""A""","5","""0/999""","""0/999""","""O""","20055","","""Independent Study""","""Research""","2005"
"54182","1.0","1141","[""PSCI""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","5","""0/999""","""0/999""","""O""","20055","","""Independent Study""","""Research""","2005"
"54183","1.0","1139","[""PSCI""]","1","""0/999""","","[""Anthony Lott""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"54240","0.5","784","[""MGMT""]","1","""0/999""","","[""Richard Goedde""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"54265","1.0","784","[""MGMT""]","1","""0/999""","","[""Sian E. Muir""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"54269","1.0","523","[""GERM""]","1","""0/999""","","[""Karen R. Achberger""]","""0/999""","200","","999","""IS/Trope of Travel""","298","false","","5","""0/999""","""0/999""","""O""","20055","","""Independent Study""","""Research""","2005"
"54272","1.0","256","[""ECON""]","7","""0/999""","","[""Steve Soderlind""]","""0/999""","100","","999","""Capitalism: Struggles""","113","false","","5","""0/999""","""0/999""","""O""","20055","","""Capitalism: The Struggle of Economic Ideas in History""","""Research""","2005"
"54275","1.0","1486","[""ARMS""]","1","""0/999""","","[""James Farrell""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"54281","1.0","1395","[""THEAT""]","1","""0/999""","","[""Karen Wilson""]","""0/999""","200","","999","""IS/Today's Top Stories""","298","false","","5","""0/999""","""0/999""","""O""","20055","","""Independent Study""","""Research""","2005"
"54580","0.5","449","[""ENGL""]","1","""0/999""","","[""Jan C. Hill""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"54626","1.0","784","[""MGMT""]","1","""0/999""","","[""Siriwan Chutikamoltham""]","""0/999""","200","","999","""Academic Internship""","294","true","""C""","5","""0/999""","""0/999""","""O""","20055","","""Internship""","""Research""","2005"
"54860","1.0","434","[""ENGL""]","1","""0/999""","","[""Richard Buckstead""]","""0/999""","200","","999","""IS/Modern Indian Lit.""","298","false","""A""","5","""0/999""","""0/999""","""O""","20055","","""Independent Study""","""Research""","2005"
"55163","1.0","100","[""BIO""]","39","""39/999""","100","[""Charles Jr. Umbanhowar""]","""0/999""","100","","999","""Biological Science""","121","false","","5","""0/999""","""0/999""","""O""","20055","","","""Research""","2005"
"55164","0.0","101","[""BIO""]","39","""39/999""","100","[""Charles Jr. Umbanhowar""]","""0/999""","100","","999","""Biological Science Lab""","121","false","","5","""0/999""","""0/999""","""O""","20055","","","""Lab""","2005"

