"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"73382","1.0","1372","[""SWRK""]","1","""0/999""","","","[""Naurine Lennox""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""C""","20102","","","""Research""","2010"
"73383","1.0","1394","[""THEAT""]","1","""0/999""","","","[""Karen Wilson""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""1/999""","""C""","20102","","""Internships""","""Research""","2010"
"73384","1.0","1400","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20102","","""Internship""","""Research""","2010"
"73385","1.0","1409","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20102","","""Internship""","""Research""","2010"
"73386","1.0","1413","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20102","","""Internship""","""Research""","2010"
"73387","1.0","1477","[""WMNST""]","1","""0/999""","","","[""Diane C. LeBlanc""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20102","","""Internships""","""Research""","2010"
"73388","1.0","1479","[""WMNST""]","1","""0/999""","","","[""Jan C. Hill""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""C""","20102","","""Internships""","""Research""","2010"
"73389","1.0","471","[""IDFA""]","","","","","[""Staff""]","","200","","","""Academic Internship""","294","true","","2","","","""C""","20102","","","""Research""","2010"
"73390","1.0","1486","[""ARMS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20102","","","""Research""","2010"
"73391","1.0","1488","[""ARMS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20102","","","""Research""","2010"
"73392","1.0","14","[""AMST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20102","","""Internship""","""Research""","2010"
"73393","1.0","474","[""IDFA""]","","","","","[""Staff""]","","300","","","""Academic Internship""","394","true","","2","","","""C""","20102","","","""Research""","2010"
"73394","1.0","766","[""MATH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20102","","""Internship""","""Research""","2010"
"73395","1.0","18612","[""AFAM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20102","","","""Research""","2010"
"73396","1.0","18614","[""AFAM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20102","","","""Research""","2010"
"73397","1.0","18616","[""BMOLS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20102","","","""Research""","2010"
"73398","1.0","18618","[""BMOLS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20102","","","""Research""","2010"
"73399","1.0","670","[""JAPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20102","","","""Research""","2010"
"73400","1.0","668","[""JAPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20102","","","""Research""","2010"
"73401","1.0","18620","[""MEDVL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20102","","","""Research""","2010"
"73402","1.0","18622","[""MEDVL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20102","","","""Research""","2010"
"73403","1.0","1282","[""RUSST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20102","","","""Research""","2010"
"73404","1.0","1284","[""RUSST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20102","","","""Research""","2010"
"73408","1.0","1376","[""THEAT""]","19","""19/999""","[""ALS-A"", ""ORC""]","","[""Douglas Scholz-Carlson""]","""0/999""","100","[""CHM 140""]","19","""Acting for Non-Majors""","115","false","","2","""0/999""","""0/999""","""C""","20102","[""M-F 1040-1240PM""]","""Acting for the Non Major""","""Research""","2010"
"73410","1.0","44","[""ART""]","21","""3/999""","","","[""Wendell Arneson""]","""7/999""","200","[""DC 216"", ""DC 216"", ""DC 216""]","22","""Advanced Drawing""","233","false","","2","""3/999""","""8/999""","""C""","20102","[""M-F 0900-1000"", ""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","","""Research""","2010"
"73413","1.0","52","[""ART""]","29","""10/999""","[""ALS-A"", ""HWC""]","","[""Christopher Tradowsky""]","""8/999""","200","[""DC 305""]","30","""Art Since 1945""","253","false","","2","""5/999""","""6/999""","""C""","20102","[""M-F 0100-0300PM""]","","""Research""","2010"
"73414","1.0","50","[""ART""]","28","""8/999""","[""ALS-A"", ""HWC""]","","[""Matthew Rohn""]","""4/999""","200","[""DC 305""]","30","""Art 1776-1880""","251","false","","2","""2/999""","""14/999""","""C""","20102","[""M-F 1040-1240PM""]","""Art 1776-1880, Revolutionary Art""","""Research""","2010"
"73417","1.0","18780","[""ASIAN""]","23","""0/999""","","","[""Rika Ito""]","""3/999""","200","","30","""AsianCon2:Meet Sojourners""","215","false","","2","""0/999""","""20/999""","""C""","20102","","""Asian Conversations II: Encountering Asia""","""Research""","2010"
"73418","1.0","19742","[""ASIAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","2","""AsianCon2:Meet Sojourners""","216","false","","2","""0/999""","""0/999""","""C""","20102","","""Asian Conversations II: Encountering Asia in America""","""Research""","2010"
"73419","1.0","189","[""CHEM""]","39","""29/999""","","","[""Mary Walczak""]","""1/999""","100","[""RNS 390""]","35","""Atom/Molec Structure""","123","false","""A""","2","""0/999""","""9/999""","""C""","20102","[""M-F 0800-1000""]","""Atomic and Molecular Structure""","""Research""","2010"
"73420","1.0","189","[""CHEM""]","20","""17/999""","","","[""Peter J. Gittins""]","""1/999""","100","[""RNS 390""]","35","""Atom/Molec Structure""","123","false","""B""","2","""0/999""","""2/999""","""O""","20102","[""M-F 1040-1240PM""]","""Atomic and Molecular Structure""","""Research""","2010"
"73424","1.0","1324","[""SPAN""]","23","""15/16""","","","[""Barbara Olson""]","""1/3""","100","[""OM 021"", ""OM 021""]","23","""Beginning Spanish I""","111","false","","2","""1/0""","""6/4""","""C""","20102","[""M-F 0900-1000"", ""M-F 1040-1240PM""]","","""Research""","2010"
"73438","1.0","256","[""ECON""]","19","""16/999""","[""HBS"", ""HWC""]","","[""Bruce Wambheim""]","""2/999""","100","[""HH 302""]","19","""Capitalism""","113","false","","2","""0/999""","""1/999""","""C""","20102","[""M-F 0100-0300PM""]","""Gateways to Economics: Capitalism""","""Research""","2010"
"73445","1.0","232","[""CLASS""]","27","""0/999""","[""ALS-A"", ""HWC""]","","[""Timothy R. Howe""]","""9/999""","200","","30","""Class Studies Greece""","251","false","","2","""10/999""","""8/999""","""C""","20102","","""Classical Studies in Greece""","""Research""","2010"
"73454","1.0","736","[""MATH""]","22","""15/999""","[""AQR""]","","[""Adam H. Berliner""]","""2/999""","200","[""RNS 206"", ""RNS 206""]","24","""Elem Linear Algebra""","220","false","""A""","2","""0/999""","""5/999""","""C""","20102","[""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Elementary Linear Algebra""","""Research""","2010"
"73458","1.0","21394","[""FREN""]","11","""2/999""","[""FOL-F"", ""MCG""]","","[""Amine R. Bekhechi""]","""1/999""","200","","18","""Fr Lang/Moroccan Culture""","235","false","","2","""1/999""","""7/999""","""C""","20102","","""French Language and Moroccan Culture in Fes""","""Research""","2010"
"73461","1.0","984","[""PHIL""]","34","""0/0""","[""HBS""]","","[""Gordon D. Marino""]","""11/999""","200","[""RNS 310""]","30","""Freud/Human Behavior""","261","false","","2","""11/999""","""12/999""","""C""","20102","[""M-F 0100-0300PM""]","""Freud and the Study of Human Behavior""","""Research""","2010"
"73462","0.0","17249","[""BIO""]","22","""5/6""","","110","[""Jean C. Porterfield""]","""9/5""","100","[""RNS 255""]","22","""Genetics and Society Lab""","127","false","","2","""3/5""","""5/6""","""C""","20102","[""M-Th 0100-0300PM""]","","""Lab""","2010"
"73463","1.0","110","[""BIO""]","22","""5/6""","[""IST"", ""SED""]","110","[""Jean C. Porterfield""]","""9/5""","100","[""RNS 290"", ""RNS 290""]","22","""Genetics and Society""","127","false","","2","""3/5""","""5/6""","""C""","20102","[""M-Th 0900-1000"", ""M-Th 1040-1200PM""]","","""Research""","2010"
"73464","1.0","758","[""MATH""]","25","""0/0""","","","[""Ryota Matsuura""]","""6/999""","300","[""RNS 208"", ""RNS 208""]","25","""Geometry""","356","false","","2","""19/999""","""0/999""","""C""","20102","[""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","","""Research""","2010"
"73481","1.0","824","[""MUSIC""]","35","""13/999""","[""ALS-A"", ""MCD""]","","[""Gerald Hoekstra""]","""11/999""","200","[""CHM 239""]","35","""History of Jazz""","231","false","","2","""2/999""","""9/999""","""C""","20102","[""M-F 0100-0300PM""]","","""Research""","2010"
"73482","1.0","704","[""ID""]","14","""0/999""","","","[""Wesley Pearson""]","""6/999""","200","","14","""Hospital Health Care""","255","true","","2","""7/999""","""1/999""","""C""","20102","","""The Physician in Clinical and Hospital Health Care""","""Research""","2010"
"73483","1.0","1357","[""SWRK""]","24","""17/17""","[""WRI""]","","[""Devyani Chandran""]","""0/0""","100","[""BMC 102"", ""BMC 102"", ""BMC 102""]","22","""I Want to Help People""","120","false","","2","""0/0""","""7/5""","""C""","20102","[""T-F 0800-1000"", ""WTh 1040-1240PM"", ""WTh 0100-0300PM""]","","""Research""","2010"
"73484","1.0","489","[""FREN""]","17","""0/999""","","","[""Jolene Barjasteh""]","""9/999""","200","","18","""ID French St--Paris""","275","false","","2","""3/999""","""5/999""","""C""","20102","","""Interdisciplinary French Studies in Paris""","""Research""","2010"
"73492","0.0","18804","[""CHEM"", ""BIO""]","18","""18/999""","","18803","[""Robert Hanson""]","""0/999""","100","[""RNS 355""]","24","""Integrate Chem/Bio II Lab""","126","false","""A""","2","""0/999""","""0/999""","""C""","20102","[""M-Th 1230-0300PM""]","","""Lab""","2010"
"73493","0.0","18804","[""CHEM"", ""BIO""]","14","""14/999""","","18803","[""Jeffrey J. Schwinefus""]","""0/999""","100","[""RNS 350""]","24","""Integrate Chem/Bio II Lab""","126","false","""B""","2","""0/999""","""0/999""","""C""","20102","[""M-Th 1230-0300PM""]","","""Lab""","2010"
"73494","1.0","18803","[""CHEM"", ""BIO""]","32","""32/999""","","18803","[""Jeffrey J. Schwinefus"", ""Robert Hanson""]","""0/999""","100","[""RNS 310"", ""RNS 310""]","48","""Integrated Chem/Bio II""","126","false","","2","""0/999""","""0/999""","""C""","20102","[""M-F 0800-1000"", ""M-F 1040-1240PM""]","""Integrated Chem/Bio II: Thermodynamics and Kinetics with Bio Relevance""","""Research""","2010"
"73495","1.0","1329","[""SPAN""]","22","""6/999""","[""FOL-S"", ""MCG""]","","[""Leon Narvaez""]","""3/999""","200","","22","""Inter Span II-C Rica""","234","false","","2","""0/999""","""13/999""","""C""","20102","","""Intermediate Spanish II in Costa Rica""","""Research""","2010"
"73496","1.0","1328","[""SPAN""]","21","""4/999""","[""FOL-S"", ""MCG""]","","[""Alberto Villate-Isaza""]","""3/999""","200","","22","""Inter Span II-Ecuador""","233","false","","2","""1/999""","""13/999""","""C""","20102","","""Intermediate Spanish II in Ecuador""","""Research""","2010"
