"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"55879","1.0","433","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55880","1.0","449","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55881","1.0","464","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55882","1.0","466","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55883","1.0","471","[""IDFA""]","","","","","","","[""Staff""]","","200","","","""Academic Internship""","294","true","","1","","","""O""","20071","","","""Research""","2007"
"55884","1.0","474","[""IDFA""]","","","","","","","[""Staff""]","","300","","","""Academic Internship""","394","true","","1","","","""O""","20071","","","""Research""","2007"
"55885","1.0","490","[""FREN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55886","1.0","494","[""FREN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55887","1.0","522","[""GERM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55888","1.0","529","[""GERM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55889","1.0","543","[""GREEK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55890","1.0","550","[""GREEK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55891","1.0","624","[""HIST""]","1","""0/999""","","","","","[""Eric J. Fure-Slocum""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""1/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55892","1.0","640","[""HIST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55893","1.0","643","[""HSPST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55894","1.0","646","[""HSPST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55895","1.0","653","[""FAMST""]","1","""0/999""","","","","","[""Sharon Powell""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""1/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55896","1.0","656","[""FAMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55897","1.0","668","[""JAPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55898","1.0","670","[""JAPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55899","1.0","686","[""IS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55900","1.0","691","[""IS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55901","1.0","707","[""ID""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55902","1.0","709","[""ID""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55903","1.0","716","[""LATIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55904","1.0","725","[""LATIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55905","1.0","751","[""MATH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55906","1.0","766","[""MATH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55907","0.5","784","[""MGMT""]","2","""0/999""","","","","","[""Sian E. Muir""]","""2/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55910","0.5","788","[""MGMT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55911","0.5","795","[""MEDIA""]","3","""0/999""","","","","","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""3/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55913","1.0","846","[""MUSIC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55914","1.0","865","[""MUSIC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55915","1.0","931","[""NORW""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55916","1.0","936","[""NORW""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55917","1.0","942","[""NURS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55918","1.0","961","[""NURS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55919","1.0","985","[""PHIL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55920","1.0","992","[""PHIL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55921","1.0","1057","[""ESTH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55922","1.0","1067","[""ESTH""]","1","""0/999""","","","","","[""Christopher J. Meidt""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""1/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55923","1.0","1090","[""PHYS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55924","1.0","1100","[""PHYS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55925","1.0","1139","[""PSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55926","1.0","1139","[""PSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55927","1.0","1151","[""PSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55928","1.0","1178","[""PSYCH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55930","1.0","1188","[""PSYCH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55931","1.0","1236","[""REL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55932","1.0","1253","[""REL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55933","1.0","1275","[""RUSSN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55934","1.0","1279","[""RUSSN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55935","1.0","1315","[""SOAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55936","1.0","1319","[""SOAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55937","1.0","1341","[""SPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55938","1.0","1354","[""SPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55939","1.0","1366","[""SWRK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55940","1.0","1372","[""SWRK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55941","1.0","1394","[""THEAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internships""","""Research""","2007"
"55942","1.0","1394","[""THEAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20071","","""Internships""","""Research""","2007"
"55943","1.0","1400","[""THEAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55944","1.0","1409","[""STAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55945","1.0","1413","[""STAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55946","1.0","1477","[""WMNST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","""Internships""","""Research""","2007"
"55947","1.0","1477","[""WMNST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20071","","""Internships""","""Research""","2007"
"55948","1.0","1479","[""WMNST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internships""","""Research""","2007"
"55949","1.0","1486","[""ARMS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55950","1.0","1488","[""ARMS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55951","0.5","313","[""EDUC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20071","","","""Research""","2007"
"55952","1.0","797","[""MEDIA""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55953","0.5","464","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20071","","""Internship""","""Research""","2007"
"55975","1.0","1376","[""THEAT""]","20","""0/999""","","","","","[""Karen Wilson""]","""2/999""","100","[""TB Haugen""]","19","""Acting for Non-Majors""","115","false","","1","""10/999""","""8/999""","""C""","20071","[""MWF 1045-1140""]","""Acting for the Non-Major""","""Research""","2007"
"55976","1.0","947","[""NURS""]","24","""0/999""","","","","","[""Carol H. Austin"", ""Diana Neal"", ""Judith Sateren""]","""19/999""","300","[""HH 215"", ""HH 215"", ""HH 215""]","24","""Adult Health I""","308","false","","1","""5/999""","""0/999""","""C""","20071","[""F 0800-0855"", ""F 0905-1000"", ""F 1045-1140""]","","""Research""","2007"
"55977","1.0","839","[""MUSIC""]","9","""0/999""","","","","","[""Janis Hardy"", ""James McKeel""]","""2/999""","200","[""CHM_URNESS"", ""CHM_URNESS""]","19","""Adv Act Lyric Stage""","267","false","","1","""5/999""","""2/999""","""C""","20071","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Advanced Acting For The Lyric Stage""","""Research""","2007"
"55978","1.0","441","[""ENGL""]","9","""0/999""","","","","","[""Jenny Dunning""]","""0/999""","300","[""RML 420"", ""RML 420""]","15","""Adv Fict Wrtg Wkshp""","372","false","","1","""9/999""","""0/999""","""C""","20071","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Advanced Fiction Writing Workshop""","""Research""","2007"
"55982","0.25","1098","[""PHYS""]","8","""0/999""","","","","","[""Todd Coleman""]","""1/999""","300","[""SC 151""]","10","""Adv Physics Lab (376)""","386","false","""A""","1","""7/999""","""0/999""","""O""","20071","[""Th 0215-0515PM""]","""384, 385, 386 Advanced Physics Laboratory""","""Lab""","2007"
"55983","0.25","1098","[""PHYS""]","6","""0/999""","","","","","[""Todd Coleman""]","""0/999""","300","[""SC 151""]","10","""Adv Physics Lab (376)""","386","false","""B""","1","""6/999""","""0/999""","""O""","20071","[""F 0200-0500PM""]","""384, 385, 386 Advanced Physics Laboratory""","""Lab""","2007"
"55984","1.0","245","[""CHIN""]","6","""0/999""","","","","","[""Yuedong Merritt""]","""5/999""","200","[""OM 001""]","19","""Advanced Chinese I""","251","false","","1","""0/999""","""1/999""","""O""","20071","[""MWF 0200-0255PM""]","","""Research""","2007"
"55985","0.5","858","[""MUSIC""]","7","""0/999""","","","","","[""Steven Amundson""]","""0/999""","300","[""CHM 140"", ""CHM 140""]","19","""Advanced Conducting""","354","false","""A""","1","""7/999""","""0/999""","""O""","20071","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2007"
"55986","0.5","858","[""MUSIC""]","16","""0/999""","","","","","[""Anton Armstrong""]","""1/999""","300","[""CHM 233"", ""CHM 233""]","19","""Advanced Conducting""","354","false","""B""","1","""15/999""","""0/999""","""O""","20071","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2007"
"55987","1.0","930","[""NORW""]","6","""1/999""","","","","","[""Margaret H. O'Leary""]","""3/999""","200","[""OM 015"", ""OM 015""]","19","""Advanced Conv & Comp""","253","false","","1","""1/999""","""1/999""","""O""","20071","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Advanced Conversation and Composition""","""Research""","2007"
"55988","1.0","666","[""JAPAN""]","10","""2/999""","","","","","[""Phyllis Hyland Larson""]","""5/999""","200","[""OM 002""]","19","""Advanced Japanese I""","251","false","","1","""3/999""","""0/999""","""O""","20071","[""MWF 0800-0855""]","""Advanced Japenese I""","""Research""","2007"
"55989","0.25","211","[""CHEM""]","3","""0/999""","","","","","[""Mary Walczak""]","""0/999""","300","","10","""Advanced Lab""","375","true","","1","""3/999""","""0/999""","""O""","20071","","""Advanced Laboratory""","""Lab""","2007"
"55990","0.25","1011","[""ESAC""]","29","""1/999""","","","","","[""Robert K. McCarthy""]","""6/999""","100","[""Tostrud Ctr""]","30","""Aerobics""","131","false","","1","""16/999""","""6/999""","""C""","20071","[""MW 0800-0855""]","","""Research""","2007"
"55991","1.0","294","[""CSCI""]","8","""0/999""","","","","","[""Olaf A. Hall-Holt""]","""7/999""","200","[""SC 186"", ""SC 186""]","30","""Algorithms/Data Struc""","253","false","","1","""1/999""","""0/999""","""O""","20071","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Algorithms and Data Structures""","""Research""","2007"
"55992","1.0","577","[""HIST""]","32","""1/999""","","","","","[""Steven C. Hahn""]","""18/999""","100","[""HH 403""]","30","""America to 1865""","198","false","""A""","1","""9/999""","""4/999""","""C""","20071","[""MWF 0905-1000""]","""American History to 1865""","""Research""","2007"
"55993","1.0","577","[""HIST""]","29","""2/999""","","","","","[""Steven C. Hahn""]","""8/999""","100","[""HH 403""]","30","""America to 1865""","198","false","""B""","1","""7/999""","""12/999""","""C""","20071","[""MWF 1045-1140""]","""American History to 1865""","""Research""","2007"
"55994","1.0","1103","[""PSCI""]","29","""13/999""","","","","","[""Jonathan Peterson""]","""6/5""","100","[""Mod 3""]","30","""American Politics""","111","false","""A""","1","""4/3""","""6/8""","""C""","20071","[""MWF 0905-1000""]","","""Research""","2007"
"55995","1.0","1103","[""PSCI""]","32","""12/999""","","","","","[""Jonathan Peterson""]","""3/6""","100","[""Mod 3""]","30","""American Politics""","111","false","""B""","1","""4/3""","""13/13""","""C""","20071","[""MWF 1045-1140""]","","""Research""","2007"
"55996","1.0","201","[""CHEM""]","21","""0/999""","","201","","","[""Mary Walczak""]","""13/999""","200","[""SC 374"", ""SC 374""]","32","""Analytical Chem""","255","false","","1","""6/999""","""2/999""","""O""","20071","[""T 0935-1100"", ""Th 0930-1050""]","""Analytical Chemistry""","""Research""","2007"
"55997","1.0","1076","[""PHYS""]","41","""38/999""","","1076","","","[""Amy Kolan""]","""1/999""","100","[""SC 170"", ""SC 170"", ""SC 170""]","50","""Analytical I""","126","false","","1","""0/999""","""2/999""","""C""","20071","[""MWF 0905-1000"", ""T 1005-1100"", ""Th 0955-1050""]","""Analytical Physics I""","""Research""","2007"
"55998","0.0","1077","[""PHYS""]","21","""20/999""","","1076","","","[""Amy Kolan""]","""0/999""","100","[""SC 159""]","25","""Analytical I/Lab""","126","false","""A""","1","""0/999""","""1/999""","""C""","20071","[""M 1255-0325PM""]","","""Lab""","2007"
"55999","0.0","1077","[""PHYS""]","20","""18/999""","","1076","","","[""Amy Kolan""]","""1/999""","100","[""SC 159""]","25","""Analytical I/Lab""","126","false","""B""","1","""0/999""","""1/999""","""C""","20071","[""T 0120-0350PM""]","","""Lab""","2007"
"56000","1.0","1080","[""PHYS""]","18","""2/999""","","1080","","","[""Brian Borovsky""]","""1/999""","200","[""SC 129""]","32","""Analytical III""","228","false","","1","""0/999""","""15/999""","""O""","20071","[""MWF 1045-1140""]","""Analytical Physics III""","""Research""","2007"
"56001","0.0","17584","[""PHYS""]","18","""2/999""","","1080","","","[""Brian Borovsky""]","""1/999""","200","[""SC 159""]","22","""Analytical III Lab""","228","false","","1","""0/999""","""15/999""","""O""","20071","[""Th 1245-0315PM""]","","""Lab""","2007"
"56003","0.25","202","[""CHEM""]","10","""0/999""","","201","","","[""Mary Walczak""]","""8/999""","200","[""SC 321""]","12","""Analytical Lab""","256","true","""A""","1","""2/999""","""0/999""","""C""","20071","[""T 0120-0520PM""]","""Analytical Laboratory""","""Lab""","2007"
"56004","0.25","202","[""CHEM""]","11","""0/999""","","201","","","[""Mary Walczak""]","""5/999""","200","[""SC 321""]","12","""Analytical Lab""","256","true","""B""","1","""4/999""","""2/999""","""C""","20071","[""W 0100-0500PM""]","""Analytical Laboratory""","""Lab""","2007"
"56005","1.0","1113","[""PSCI""]","24","""0/999""","","","","","[""Daniel Hofrenning""]","""7/999""","200","[""HH 307""]","25","""Analyzing Politics""","220","false","","1","""1/999""","""16/999""","""C""","20071","[""MWF 0800-0855""]","""Analyzing Politics and Policies""","""Research""","2007"
"56007","1.0","970","[""PHIL""]","15","""0/999""","","","","","[""Vicki L. Harper""]","""8/999""","200","[""HH 302""]","19","""Ancient Western""","235","false","","1","""5/999""","""2/999""","""O""","20071","[""MWF 1045-1140""]","""Ancient Western Philosophy""","""Research""","2007"
"56008","1.0","581","[""HIST""]","40","""0/999""","","","","","[""Timothy R. Howe""]","""6/999""","200","[""HH 501"", ""HH 501""]","35","""Ancient: Greece""","203","false","","1","""16/999""","""18/999""","""C""","20071","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2007"
"56009","1.0","128","[""BIO""]","28","""0/0""","","128","","","[""Anne Walter""]","""13/999""","200","[""SC 278"", ""SC 278""]","32","""Animal Physiology""","247","false","","1","""11/999""","""4/999""","""C""","20071","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2007"
"56010","0.0","129","[""BIO""]","15","""0/999""","","128","","","[""Anne Walter""]","""8/999""","200","[""SC 269""]","16","""Animal Physiology Lab""","247","false","""A""","1","""5/999""","""2/999""","""C""","20071","[""T 0120-0420PM""]","","""Lab""","2007"
