"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"62184","1.0","449","[""ENGL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62185","1.0","464","[""ENVST""]","1","""0/999""","","","","[""Kristina MacPherson""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62186","1.0","466","[""ENVST""]","1","""0/999""","","","","[""Michael Swift""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62187","1.0","490","[""FREN""]","0","""0/999""","","","","[""Dana Gross""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62188","1.0","494","[""FREN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62189","1.0","522","[""GERM""]","1","""0/999""","","","","[""Sarah Maenz""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62190","1.0","529","[""GERM""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62191","1.0","543","[""GREEK""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62192","1.0","550","[""GREEK""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62193","1.0","624","[""HIST""]","1","""0/999""","","","","[""Steven C. Hahn""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62194","1.0","640","[""HIST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62195","1.0","643","[""HSPST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62196","1.0","646","[""HSPST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62197","1.0","653","[""FAMST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62198","1.0","656","[""FAMST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62199","1.0","686","[""IS""]","1","""0/999""","","","","[""Sara E. Fruehling""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62200","1.0","691","[""IS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62201","1.0","707","[""ID""]","1","""0/999""","","","","[""John Giannini""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""1/999""","""O""","20082","","","""Research""","2008"
"62202","1.0","709","[""ID""]","7","""0/999""","","","","[""Kevin M. Crisp""]","""4/999""","300","","999","""Academic Internship""","394","true","","2","""3/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62203","1.0","716","[""LATIN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62204","1.0","725","[""LATIN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62205","1.0","751","[""MATH""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62206","1.0","784","[""MGMT""]","6","""0/999""","","","","[""Richard Goedde""]","""2/999""","200","","999","""Academic Internship""","294","true","","2","""4/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62207","1.0","788","[""MGMT""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62208","1.0","795","[""MEDIA""]","3","""0/999""","","","","[""William Sonnega""]","""2/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62209","1.0","797","[""MEDIA""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62210","1.0","846","[""MUSIC""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62211","1.0","865","[""MUSIC""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62212","1.0","917","[""NEURO""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62213","1.0","919","[""NEURO""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62214","1.0","931","[""NORW""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62215","1.0","936","[""NORW""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62216","1.0","942","[""NURS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62217","1.0","961","[""NURS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62218","1.0","985","[""PHIL""]","1","""0/999""","","","","[""Edward Langerak""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62219","1.0","992","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62220","1.0","1057","[""ESTH""]","1","""0/999""","","","","[""William Sean Goldsworthy""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62221","1.0","1067","[""ESTH""]","1","""0/999""","","","","[""William Sean Goldsworthy""]","""1/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62222","1.0","1090","[""PHYS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62223","1.0","1100","[""PHYS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62224","1.0","1139","[""PSCI""]","2","""0/999""","","","","[""Kristina Thalhammer""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""2/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62225","1.0","1151","[""PSCI""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62226","1.0","1178","[""PSYCH""]","1","""0/999""","","","","[""Grace E. Cho""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62227","1.0","1188","[""PSYCH""]","1","""0/999""","","","","[""Shelly D. Dickinson""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62228","1.0","1236","[""REL""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62229","1.0","1253","[""REL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62230","1.0","1275","[""RUSSN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62231","1.0","1279","[""RUSSN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62232","1.0","1315","[""SOAN""]","1","""0/999""","","","","[""Christopher L. Chiappari""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""1/999""","""O""","20082","","""Internship""","""Research""","2008"
"62233","1.0","1319","[""SOAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62234","1.0","1341","[""SPAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62235","1.0","1354","[""SPAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62236","1.0","1366","[""SWRK""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62237","1.0","1372","[""SWRK""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62238","1.0","1394","[""THEAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","""Internships""","""Research""","2008"
"62239","1.0","1400","[""THEAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62240","1.0","1409","[""STAT""]","1","""0/999""","","","","[""Sharon Lane-Getaz""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62241","1.0","1413","[""STAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62242","1.0","1477","[""WMNST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","""Internships""","""Research""","2008"
"62243","1.0","1479","[""WMNST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internships""","""Research""","2008"
"62244","1.0","471","[""IDFA""]","","","","","","[""Staff""]","","200","","","""Academic Internship""","294","true","","2","","","""O""","20082","","","""Research""","2008"
"62245","1.0","1486","[""ARMS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62246","1.0","1488","[""ARMS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62247","1.0","14","[""AMST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62248","1.0","474","[""IDFA""]","","","","","","[""Staff""]","","300","","","""Academic Internship""","394","true","","2","","","""O""","20082","","","""Research""","2008"
"62249","1.0","766","[""MATH""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","""Internship""","""Research""","2008"
"62250","1.0","18612","[""AFAM""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62251","1.0","18614","[""AFAM""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62252","1.0","18616","[""BMOLS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62253","1.0","18618","[""BMOLS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62254","1.0","670","[""JAPAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62255","1.0","668","[""JAPAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62256","1.0","18620","[""MEDVL""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62257","1.0","18622","[""MEDVL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62258","1.0","1282","[""RUSST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62259","1.0","1284","[""RUSST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20082","","","""Research""","2008"
"62260","1.0","436","[""ENGL""]","15","""0/0""","","","","[""Carol Holly""]","""6/999""","300","[""RML 520""]","15","""Adv Lit Era: Decl Indep""","340","false","","2","""6/999""","""3/999""","""C""","20082","[""M-F 1040-1240PM""]","""Advanced Studies in Literary Eras: American""","""Topic""","2008"
"62261","1.0","44","[""ART""]","19","""3/999""","","","","[""Wendell Arneson""]","""5/999""","200","[""DC 214"", ""DC 214"", ""DC 214""]","22","""Advanced Drawing""","233","false","","2","""6/999""","""5/999""","""C""","20082","[""M-F 0900-1000"", ""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","","""Research""","2008"
"62265","1.0","189","[""CHEM""]","25","""19/999""","","","","[""Mary Walczak""]","""0/999""","100","[""RNS 390""]","45","""Atom/Molec Structure""","123","false","""A""","2","""0/999""","""6/999""","""O""","20082","[""M-F 0800-1000""]","""Atomic and Molecular Structure""","""Research""","2008"
"62266","1.0","189","[""CHEM""]","45","""41/999""","","","","[""Nathaniel J. Schaefle""]","""1/999""","100","[""RNS 390""]","45","""Atom/Molec Structure""","123","false","""B""","2","""0/999""","""3/999""","""C""","20082","[""M-F 1040-1240PM""]","""Atomic and Molecular Structure""","""Research""","2008"
"62268","1.0","1324","[""SPAN""]","23","""17/15""","","","","[""Barbara Olson""]","""1/4""","100","[""OM 021"", ""OM 021""]","23","""Beginning Spanish I""","111","false","","2","""3/0""","""2/4""","""C""","20082","[""M-F 0900-1000"", ""M-F 1040-1240PM""]","","""Research""","2008"
"62274","1.0","106","[""BIO""]","37","""29/999""","[""IST"", ""SED""]","106","","[""Kimberly A. Kandl"", ""Patrick Quint""]","""4/6""","100","[""RNS 390""]","48","""Cell Bio & Genetics""","125","false","","2","""0/4""","""4/999""","""O""","20082","[""M-F 0100-0300PM""]","""Cellular Biology and Genetics""","""Research""","2008"
"62275","0.0","107","[""BIO""]","22","""19/999""","","106","","[""Kimberly A. Kandl"", ""Patrick Quint""]","""2/3""","100","[""RNS 398"", ""RNS 398""]","24","""Cell Bio & Genetics Lab""","125","false","""A""","2","""0/2""","""1/999""","""C""","20082","[""M-F 0800-1000"", ""M-F 1040-1200PM""]","","""Lab""","2008"
"62278","1.0","232","[""CLASS""]","30","""0/999""","[""ALS-A"", ""HWC""]","","","[""Anne Groton""]","""12/999""","200","","30","""Class Studies Greece""","251","false","","2","""5/999""","""13/999""","""C""","20082","","""Classical Studies in Greece""","""Research""","2008"
"62280","1.0","1338","[""SPAN""]","25","""0/999""","[""ORC""]","","","[""Maggie Broner""]","""7/999""","200","[""OM 020""]","25","""Contemporary Issues""","274","false","","2","""4/999""","""14/999""","""C""","20082","[""M-F 1040-0300PM""]","""Contemporary Issues in the Spanish-Speaking World""","""Research""","2008"
"62290","1.0","17587","[""NURS""]","29","""8/999""","[""HBS"", ""WRI""]","","","[""Judith Sateren""]","""7/999""","100","[""HH 301"", ""HH 301""]","30","""Family Violence""","130","false","","2","""13/999""","""1/999""","""C""","20082","[""MWF 1040-1240PM"", ""MW 0100-0300PM""]","","""Research""","2008"
"62293","1.0","758","[""MATH""]","28","""0/0""","","","","[""Kay E. Smith""]","""18/999""","300","[""SC 184"", ""SC 184""]","25","""Geometry""","356","false","","2","""5/999""","""5/999""","""C""","20082","[""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","","""Research""","2008"
"62296","1.0","18485","[""SOAN""]","24","""7/10""","[""HBS""]","","","[""Bruce Nordstrom-Loeb""]","""4/999""","200","[""HH 317""]","25","""GLBT Lives and Issues""","246","false","","2","""7/999""","""6/999""","""C""","20082","[""M-F 1040-1240PM""]","","""Research""","2008"
"62298","1.0","18479","[""ECON""]","23","""11/999""","[""HBS""]","","","[""Suzanne L. Wisniewski""]","""4/999""","100","[""HH 403"", ""HH 403""]","25","""Globalization & Poverty""","115","false","","2","""3/999""","""5/999""","""C""","20082","[""MWF 1040-1210PM"", ""MWF 0100-0300PM""]","""Gateways to Economics: Globalization and Poverty""","""Research""","2008"
"62302","1.0","824","[""MUSIC""]","33","""9/999""","[""ALS-A"", ""MCD""]","","","[""Gerald Hoekstra""]","""11/999""","200","[""CHM 239""]","35","""History of Jazz""","231","false","","2","""10/999""","""3/999""","""C""","20082","[""M-F 0100-0300PM""]","","""Research""","2008"
"62303","1.0","704","[""ID""]","13","""0/999""","","","","[""Wesley Pearson""]","""9/999""","200","","14","""Hospital Health Care""","255","true","","2","""2/999""","""2/999""","""C""","20082","","""The Physician in Clinical and Hospital Health Care""","""Research""","2008"
"62304","1.0","16366","[""PSYCH""]","11","""2/999""","[""MCG""]","","","[""Dana Gross""]","""3/999""","200","[""RNS 208""]","30","""Human Dev/China and Japan""","226","false","","2","""2/999""","""4/999""","""O""","20082","[""M-F 1040-1240PM""]","""Human Development in East Asia: Perspectives from China and Japan""","""Research""","2008"
"62305","1.0","1357","[""SWRK""]","20","""14/15""","[""WRI""]","","","[""Valerie Thomas""]","""0/0""","100","[""BMC 111"", ""BMC 111"", ""BMC 111""]","22","""I Want to Help People""","120","false","","2","""0/0""","""6/7""","""C""","20082","[""T-F 0800-1000"", ""WTh 1040-1240PM"", ""WTh 0100-0300PM""]","","""Research""","2008"
"62306","1.0","489","[""FREN""]","11","""0/999""","[""FOL-F""]","","","[""Jolene Barjasteh""]","""6/999""","200","","18","""ID French St--Paris""","275","false","","2","""0/999""","""5/999""","""C""","20082","","""Interdisciplinary French Studies in Paris""","""Research""","2008"
"62307","0.0","18804","[""CHEM"", ""BIO""]","20","""20/999""","","18803","","[""Janice Pellino"", ""Robert Hanson""]","""0/999""","100","[""RNS 355""]","24","""Integrate Chem/Bio II Lab""","126","false","""A""","2","""0/999""","""0/999""","""C""","20082","[""M-Th 1230-0300PM""]","","""Lab""","2008"
"62308","1.0","18803","[""CHEM"", ""BIO""]","36","""36/999""","","18803","","[""Janice Pellino"", ""Robert Hanson""]","""0/999""","100","[""RNS 310"", ""RNS 310""]","48","""Integrated Chem/Bio II""","126","false","","2","""0/999""","""0/999""","""C""","20082","[""M-F 0800-1000"", ""M-F 1040-1240PM""]","""Integrated Chem/Bio II: Thermodynamics, Kinetics, & Bio Relevance""","""Research""","2008"
"62309","1.0","1329","[""SPAN""]","22","""2/999""","[""FOL-S"", ""MCG""]","","","[""Leon Narvaez""]","""4/999""","200","","22","""Inter Span II-C Rica""","234","false","","2","""1/999""","""15/999""","""C""","20082","","""Intermediate Spanish II in Costa Rica""","""Research""","2008"
"62310","1.0","1328","[""SPAN""]","21","""3/999""","[""FOL-S"", ""MCG""]","","","[""Sylvia Carullo""]","""5/999""","200","","22","""Inter Span II-Ecuador""","233","false","","2","""0/999""","""13/999""","""C""","20082","","""Intermediate Spanish II in Ecuador""","""Research""","2008"
"62312","1.0","1326","[""SPAN""]","23","""15/15""","","","","[""Kris A. Cropsey""]","""2/999""","200","[""OM 035"", ""OM 031""]","23","""Intermed Spanish I""","231","false","","2","""2/999""","""4/999""","""C""","20082","[""M-F 1040-1140"", ""M-F 0100-0300PM""]","""Intermediate Spanish I""","""Research""","2008"
"62315","1.0","455","[""ENVST""]","20","""14/10""","[""IST""]","","","[""Michael Swift""]","""4/5""","100","[""RNS 190"", ""RNS 190""]","28","""Intro: Env Studies""","137","false","","2","""0/5""","""2/8""","""O""","20082","[""M-F 0800-1000"", ""M-F 0100-0300PM""]","""Introduction to Environmental Studies""","""Research""","2008"
"62316","1.0","97","[""ASIAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20082","","""Independent Research""","""Research""","2008"
