"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"78411","1.0","464","[""ENVST""]","1","""0/999""","","","[""Jan C. Hill"", ""Paul T. Jackson""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""1/999""","""C""","20112","","""Internship""","""Research""","2011"
"78412","1.0","466","[""ENVST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78413","1.0","490","[""FREN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78414","1.0","494","[""FREN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78415","1.0","522","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78416","1.0","529","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78417","1.0","543","[""GREEK""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78418","1.0","550","[""GREEK""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","""Academic Inernship""","""Research""","2011"
"78419","1.0","624","[""HIST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78420","1.0","640","[""HIST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78421","1.0","643","[""HSPST""]","1","""0/999""","","","[""Bruce Nordstrom-Loeb""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78422","1.0","646","[""HSPST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78423","1.0","653","[""FAMST""]","1","""0/999""","","","[""Devyani Chandran""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78424","1.0","656","[""FAMST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78425","1.0","686","[""IS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","[""TOH 200""]","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","[""MWF 0900-1230PM""]","","""Research""","2011"
"78426","1.0","691","[""IS""]","1","""0/999""","","","[""Douglas J. Beussman""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78427","1.0","707","[""ID""]","1","""0/999""","","","[""Anne Walter""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78428","1.0","709","[""ID""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78429","1.0","716","[""LATIN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78430","1.0","725","[""LATIN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78431","1.0","751","[""MATH""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78432","1.0","784","[""MGMT""]","12","""0/999""","","","[""Richard Goedde""]","""2/999""","200","","999","""Academic Internship""","294","true","","2","""7/999""","""3/999""","""C""","20112","","""Internship""","""Research""","2011"
"78433","1.0","788","[""MGMT""]","1","""0/999""","","","[""Richard Goedde""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78434","1.0","795","[""MEDIA""]","1","""0/999""","","","[""Jan C. Hill""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78435","1.0","797","[""MEDIA""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78436","1.0","846","[""MUSIC""]","1","""0/999""","","","[""Kent M. McWilliams""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78437","1.0","865","[""MUSIC""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78438","1.0","917","[""NEURO""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78439","1.0","919","[""NEURO""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78440","1.0","931","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78441","1.0","936","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78442","1.0","942","[""NURS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78443","1.0","961","[""NURS""]","1","""0/999""","","","[""Rita Glazebrook""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78444","1.0","985","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78445","1.0","992","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78446","1.0","1057","[""ESTH""]","1","""0/999""","","","[""Cynthia Book""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78447","1.0","1067","[""ESTH""]","3","""0/999""","","","[""Cynthia Book""]","""1/999""","300","","999","""Academic Internship""","394","true","","2","""2/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78448","1.0","1090","[""PHYS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78449","1.0","1100","[""PHYS""]","1","""0/999""","","","[""David Nitz""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78450","1.0","1139","[""PSCI""]","1","""0/999""","","","[""Kristina Thalhammer""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""1/999""","""C""","20112","","""Internship""","""Research""","2011"
"78451","1.0","1151","[""PSCI""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78452","1.0","1178","[""PSYCH""]","1","""0/999""","","","[""M. Minda Ori\u00f1a""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78453","1.0","1188","[""PSYCH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78454","1.0","1236","[""REL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78455","1.0","1253","[""REL""]","1","""0/999""","","","[""L. DeAne Lagerquist""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78456","1.0","1275","[""RUSSN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78457","1.0","1279","[""RUSSN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78458","1.0","1315","[""SOAN""]","2","""0/999""","","","[""Thomas A. Williamson""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78459","1.0","1319","[""SOAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78460","1.0","1341","[""SPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78461","1.0","1354","[""SPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78462","1.0","1366","[""SWRK""]","1","""0/999""","","","[""Mary Carlsen""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78463","1.0","1372","[""SWRK""]","1","""0/999""","","","[""Naurine Lennox""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78464","1.0","1394","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","""Internships""","""Research""","2011"
"78465","1.0","1400","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78466","1.0","1409","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78467","1.0","1413","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78468","1.0","1477","[""WMNST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","""Internships""","""Research""","2011"
"78469","1.0","1479","[""WMNST""]","1","""0/999""","","","[""Rebecca S. Richards""]","""1/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","""Internships""","""Research""","2011"
"78470","1.0","471","[""IDFA""]","","","","","[""Staff""]","","200","","","""Academic Internship""","294","true","","2","","","""C""","20112","","","""Research""","2011"
"78471","1.0","1486","[""ARMS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78472","1.0","1488","[""ARMS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78473","1.0","14","[""AMST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78474","1.0","474","[""IDFA""]","","","","","[""Staff""]","","300","","","""Academic Internship""","394","true","","2","","","""C""","20112","","","""Research""","2011"
"78475","1.0","766","[""MATH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","""Internship""","""Research""","2011"
"78476","1.0","18612","[""AFAM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78477","1.0","18614","[""AFAM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78478","1.0","18616","[""BMOLS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78479","1.0","18618","[""BMOLS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78480","1.0","670","[""JAPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78481","1.0","668","[""JAPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78482","1.0","18620","[""MEDVL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78483","1.0","18622","[""MEDVL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78484","1.0","1282","[""RUSST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78485","1.0","1284","[""RUSST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20112","","","""Research""","2011"
"78491","1.0","44","[""ART""]","11","""4/999""","","","[""Wendell Arneson""]","""1/999""","200","[""DC 214"", ""DC 214"", ""DC 214""]","22","""Advanced Drawing""","233","false","","2","""3/999""","""3/999""","""O""","20112","[""M-F 0900-1000"", ""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","","""Research""","2011"
"78492","1.0","512","[""GERM""]","23","""2/999""","[""HWC"", ""WRI""]","","[""Karl Fink""]","""12/999""","200","[""TOH 314""]","19","""Age of Goethe-Tr""","246","false","","2","""4/999""","""5/999""","""C""","20112","[""M-F 1040-1240PM""]","""The Age of Goethe""","""Research""","2011"
"78497","1.0","52","[""ART""]","20","""4/999""","[""ALS-A"", ""HWC""]","","[""Christopher Tradowsky""]","""3/999""","200","[""DC 305""]","30","""Art Since 1945""","253","false","","2","""7/999""","""6/999""","""O""","20112","[""M-F 0100-0300PM""]","","""Research""","2011"
"78499","1.0","18780","[""ASIAN""]","28","""0/999""","","","[""Rika Ito""]","""0/999""","200","","30","""AsianCon2:Meet Sojourners""","215","false","","2","""0/999""","""28/999""","""C""","20112","","""Asian Conversations II: Encountering Asia""","""Research""","2011"
"78501","1.0","189","[""CHEM""]","46","""36/999""","","","[""Elodie Marlier""]","""1/999""","100","[""RNS 390""]","40","""Atom/Molec Structure""","123","false","""A""","2","""0/999""","""9/999""","""C""","20112","[""M-F 0800-1000""]","""Atomic and Molecular Structure""","""Research""","2011"
"78502","1.0","189","[""CHEM""]","32","""14/999""","","","[""Wesley Pearson""]","""1/999""","100","[""RNS 390""]","40","""Atom/Molec Structure""","123","false","""B""","2","""1/999""","""16/999""","""O""","20112","[""M-F 1040-1240PM""]","""Atomic and Molecular Structure""","""Research""","2011"
"78505","1.0","1324","[""SPAN""]","17","""6/12""","","","[""Sylvia Carullo""]","""1/2""","100","[""TOH 110"", ""TOH 110""]","18","""Beginning Spanish I""","111","false","","2","""2/0""","""8/4""","""C""","20112","[""M-F 0900-1000"", ""M-F 1040-1240PM""]","","""Research""","2011"
"78521","1.0","106","[""BIO""]","22","""19/999""","[""IST"", ""SED""]","106","[""Sara E. Fruehling""]","""1/999""","100","[""RNS 390""]","20","""Cell Bio & Genetics""","125","false","","2","""0/999""","""2/999""","""C""","20112","[""M-F 0100-0300PM""]","""Cellular Biology and Genetics""","""Research""","2011"
"78522","0.0","107","[""BIO""]","22","""19/999""","","106","[""Sara E. Fruehling""]","""1/999""","100","[""RNS 394"", ""RNS 394""]","20","""Cell Bio & Genetics Lab""","125","false","","2","""0/999""","""2/999""","""C""","20112","[""M-F 0800-1000"", ""M-F 1040-1200PM""]","","""Lab""","2011"
"78530","1.0","232","[""CLASS""]","31","""0/999""","[""ALS-A"", ""HWC""]","","[""Anne Groton""]","""13/999""","200","","30","""Class Studies Greece""","251","false","","2","""6/999""","""12/999""","""C""","20112","","""Classical Studies in Greece""","""Research""","2011"
"78532","1.0","1338","[""SPAN""]","16","""0/0""","[""ORC""]","","[""Gwendolyn Barnes-Karol""]","""6/999""","200","[""TOH 114""]","19","""Contemporary Issues""","274","false","","2","""5/999""","""5/999""","""C""","20112","[""M-F 1040-0300PM""]","""Contemporary Issues in the Spanish-Speaking World""","""Research""","2011"
"78540","1.0","736","[""MATH""]","23","""22/999""","[""AQR""]","","[""Jill Dietz""]","""0/4""","200","[""TOH 184"", ""TOH 184"", ""TOH 184""]","22","""Elem Linear Algebra""","220","false","","2","""1/4""","""0/999""","""C""","20112","[""M-F 0800-1000"", ""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Elementary Linear Algebra""","""Research""","2011"
"78546","1.0","21394","[""FREN""]","12","""4/999""","[""FOL-F"", ""MCG""]","","[""Amine R. Bekhechi""]","""2/999""","200","","18","""Fr Lang/Moroccan Culture""","235","false","","2","""0/999""","""6/999""","""C""","20112","","""French Language and Moroccan Culture in Fes""","""Research""","2011"
"78549","1.0","984","[""PHIL""]","22","""2/999""","[""HBS""]","","[""Gordon D. Marino""]","""7/999""","200","[""RML 421""]","30","""Freud/Human Behavior""","261","false","","2","""5/999""","""8/999""","""O""","20112","[""M-F 0100-0300PM""]","""Freud and the Study of Human Behavior""","""Research""","2011"
"78553","1.0","758","[""MATH""]","24","""0/0""","","","[""Ryota Matsuura""]","""7/6""","300","[""RNS 208"", ""RNS 208""]","24","""Geometry""","356","false","","2","""17/18""","""0/0""","""C""","20112","[""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","","""Research""","2011"
"78562","1.0","18485","[""SOAN""]","29","""2/999""","[""HBS""]","","[""Bruce Nordstrom-Loeb""]","""7/999""","200","[""HH 413""]","30","""GLBT Lives and Issues""","246","false","","2","""8/999""","""12/999""","""C""","20112","[""M-F 1040-1240PM""]","","""Research""","2011"
"78566","1.0","22792","[""NURS""]","18","""0/999""","[""MCG""]","","[""Neil MacNaughton""]","""6/999""","200","","25","""Health/Culture/Oceania""","221","false","","2","""10/999""","""2/999""","""C""","20112","","""Health and Culture in Oceania""","""Research""","2011"
"78570","1.0","824","[""MUSIC""]","34","""11/999""","[""ALS-A"", ""MCD""]","","[""Gerald Hoekstra""]","""5/999""","200","[""CHM 239""]","35","""History of Jazz""","231","false","","2","""7/999""","""11/999""","""C""","20112","[""M-F 0100-0300PM""]","","""Research""","2011"
"78571","1.0","704","[""ID""]","12","""0/999""","","","[""Wesley Pearson""]","""2/999""","200","","14","""Hospital Health Care""","255","true","","2","""3/999""","""7/999""","""C""","20112","","""The Physician in Clinical and Hospital Health Care""","""Research""","2011"
"78573","1.0","1357","[""SWRK""]","28","""22/25""","[""WRI""]","","[""Devyani Chandran""]","""0/0""","100","[""BMC 102"", ""BMC 102"", ""BMC 102""]","30","""I Want to Help People""","120","false","","2","""0/0""","""6/5""","""C""","20112","[""T-F 0800-1000"", ""WTh 1040-1240PM"", ""WTh 0100-0300PM""]","","""Research""","2011"
"78574","1.0","489","[""FREN""]","9","""0/999""","","","[""Wendy Allen""]","""5/999""","200","","18","""ID French St--Paris""","275","false","","2","""0/999""","""4/999""","""C""","20112","","""Interdisciplinary French Studies in Paris""","""Research""","2011"
"78581","0.0","18804","[""CHEM"", ""BIO""]","22","""20/999""","","18803","[""Jeffrey J. Schwinefus"", ""Laura Listenberger""]","""0/999""","100","[""RNS 355""]","22","""Integrate Chem/Bio II Lab""","126","false","""A""","2","""0/999""","""2/999""","""C""","20112","[""M-Th 1230-0300PM""]","","""Lab""","2011"
"78582","0.0","18804","[""CHEM"", ""BIO""]","25","""23/999""","","18803","[""Jeffrey J. Schwinefus"", ""Laura Listenberger""]","""1/999""","100","[""RNS 350""]","32","""Integrate Chem/Bio II Lab""","126","false","""B""","2","""0/999""","""1/999""","""O""","20112","[""M-Th 1230-0300PM""]","","""Lab""","2011"
"78583","1.0","18803","[""CHEM"", ""BIO""]","47","""43/999""","","18803","[""Jeffrey J. Schwinefus"", ""Laura Listenberger""]","""1/29""","100","[""RNS 310"", ""RNS 310""]","56","""Integrated Chem/Bio II""","126","false","","2","""0/999""","""3/999""","""O""","20112","[""M-F 0800-1000"", ""M-F 1040-1240PM""]","""Integrated Chem/Bio II: Thermodynamics and Kinetics with Bio Relevance""","""Research""","2011"
"78584","1.0","1329","[""SPAN""]","16","""5/999""","[""FOL-S"", ""MCG""]","","[""Jessica A. Haugsland""]","""2/999""","200","","22","""Inter Span II-C Rica""","234","false","","2","""0/999""","""9/999""","""C""","20112","","""Intermediate Spanish II in Costa Rica""","""Research""","2011"
"78585","1.0","1328","[""SPAN""]","22","""5/999""","[""FOL-S"", ""MCG""]","","[""Kris A. Cropsey""]","""2/999""","200","","22","""Inter Span II-Ecuador""","233","false","","2","""1/999""","""14/999""","""C""","20112","","""Intermediate Spanish II in Ecuador""","""Research""","2011"
