"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"38",89392,1,686,"['IS']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"39",89393,1,691,"['IS']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"40",89394,1,707,"['ID']","","",NA,"","['Jennifer Manner']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,1
"41",89395,1,709,"['ID']","","",NA,"","['Robert W. McClure']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,1
"42",89396,1,716,"['LATIN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"43",89397,1,725,"['LATIN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"45",89399,1,784,"['MGMT']","","",NA,"","['Sian E. Muir']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"46",89400,1,788,"['MGMT']","","",NA,"","['Ashley Hodgson']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,1
"47",89401,1,795,"['MEDIA']","","",NA,"","['Rebecca S. Richards']",200,"","Academic Internship","",294,"True","False","",2,"O",20132,"","Internship","Research",2013,1
"48",89402,1,797,"['MEDIA']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"49",89403,1,846,"['MUSIC']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"50",89404,1,865,"['MUSIC']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"53",89407,1,931,"['NORW']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"54",89408,1,936,"['NORW']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"55",89409,1,942,"['NURS']","Does not count toward the major. Students may choose a 1.00, .50, or .25-credit option","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"56",89410,1,961,"['NURS']","Does not count toward the major. Students may choose a 1.00-, .50-, or .25-credit option.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"57",89411,1,985,"['PHIL']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"58",89412,1,992,"['PHIL']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"59",89413,1,1057,"['ESTH']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"60",89414,1,1067,"['ESTH']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"63",89417,1,1139,"['PSCI']","Internships are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs, and executive agencies.","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"64",89418,1,1151,"['PSCI']","Students with ideas for internships are encouraged to approach instructors within the department in order to arrange supervision for credit. For Level III credit students must have successfully completed a Level II internship in the same area. Prerequisite: Political Science 294.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","Prerequisite: Political Science 294.","",2,"C",20132,"","Internship","Research",2013,0
"67",89421,1,1236,"['REL']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"68",89422,1,1253,"['REL']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"69",89423,1,1275,"['RUSSN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"70",89424,1,1279,"['RUSSN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"71",89425,1,1315,"['SOAN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"72",89426,1,1319,"['SOAN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"75",89429,1,1366,"['SWRK']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"76",89430,1,1372,"['SWRK']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"77",89431,1,1394,"['THEAT']","Prerequisite: at least three previous courses in department.","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","Prerequisite: at least three previous courses in department.","",2,"C",20132,"","Internships","Research",2013,0
"78",89432,1,1400,"['THEAT']","Prerequisite: at least five previous courses in department.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","Prerequisite: at least five previous courses in department.","",2,"C",20132,"","Internship","Research",2013,0
"81",89438,1,14,"['AMST']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"83",89441,1,18612,"['AFAM']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"84",89442,1,18614,"['AFAM']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"87",89445,1,670,"['JAPAN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"88",89446,1,668,"['JAPAN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"89",89447,1,18620,"['MEDVL']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"90",89448,1,18622,"['MEDVL']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"91",89449,1,1282,"['RUSST']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"92",89450,1,1284,"['RUSST']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"93",89451,1,26170,"['WMGST']","","",NA,"","['Stowe Paula J.']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"94",89452,1,26172,"['WMGST']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"95",89456,1,44,"['ART']","This course, designed for students who want to heighten their two-dimensional skills, emphasizes using expressive qualities of art-making by investigating various media, techniques, and content. Assignments are both traditional and nontraditional, within historical and contemporary perspectives. Experimentation and development of a personal visual language are encouraged. The course culminates in the production of a series of works that relate thematically. Critical thinking and discussion skills are important. Prerequisite: Art 102. Materials fee. Offered annually","",NA,"","['Michon Weeks']",200,"['DC 216', 'DC 216', 'DC 216']","Advanced 2D Studio","Open to all students who meet the prerequisite.",233,"False","Prerequisite: Art 102. Materials fee. Offered annually","",2,"O",20132,"['M-F 0900-1000', 'M-F 1040-1200PM', 'M-F 0100-0300PM']","Advanced Two-Dimensional Studio","Research",2013,9
"96",89464,1,52,"['ART']","This course is an introduction to modern and postmodern art and thought after World War II through a survey of painting, sculpture, and new-media arts. Students learn about celebrated art and artists, major values such as issues of identity informing their work, and ways of analyzing and making sense of newer art. Offered annually. Prerequisite: at least one college art history or studio art course recommended. Counts towards American studies major.","['ALS-A', 'HWC']",NA,"","['Christopher Tradowsky']",200,"['DC 305']","Art Since 1945","Open to first-year students.",253,"False","Prerequisite: at least one college art history or studio art course recommended. Counts towards American studies major.","",2,"O",20132,"['M-F 0100-0300PM']","","Research",2013,28
"97",89465,1,50,"['ART']","This lecture course surveys how art (mostly painting and sculpture) in Europe unfolded in remarkable ways relative to values signaled by the French Revolution. The course examines Neo-Classical art as it expresses Enlightenment thinking, the tumultuous Romantic and Realist imagery and times, and ends with Impressionism. Offered periodically during Interim. Open to first-year students.","['ALS-A', 'HWC']",NA,"","['Matthew Rohn']",200,"['DC 102']","Art 1776-1880","Open to first-year students.",251,"False","False","",2,"O",20132,"['M-F 1040-1240PM']","Art 1776-1880, Revolutionary Art","Research",2013,11
"98",89466,1,18780,"['ASIAN']","Students pursue guided fieldwork experience in the country whose language they study, either Japan or China. Activities and readings in this course build on the topics from Asian Studies 210 and three semesters of language study. Students continue to explore their understanding of Asia through ethnographic observation, interviews, and site visits. Students develop projects and follow a process of inquiry that will help them understand how ordinary people construct ""Asian"" culture and society today. Prerequisite: Asian Studies 210. Offered during Interim.","",NA,"","['Robert Entenmann', 'William H. Bridges IV']",200,"","AsianCon2: Encounter Asia","Registration restricted to students in the Asian Con program. This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",215,"False","Prerequisite: Asian Studies 210. Offered during Interim.","",2,"C",20132,"","Asian Conversations II: Encountering Asia","Research",2013,32
"102",89476,1,977,"['PHIL']","This course clarifies central concepts and distinctions developed in the literature of moral philosophy and applications of those concepts and distinctions to concrete moral problems that arise in the practice of medicine. Issues may include euthanasia, abortion, medical paternalism, allocation of scarce medical resources, culturally sensitive medical care, pandemics, and conflicts of loyalty in managed care. Readings are drawn from both philosophical and medical discussions. Prerequisite: completion of BTS-T or permission of instructor. Offered annually. Counts toward biomedical studies and neuroscience concentrations.","['EIN']",NA,"","['Karen Gervais']",200,"['HH 413', 'HH 413']","Biomedical Ethics","Prerequisite: Completion of BTS-T or permission of instructor. Open to seniors and juniors during web registration.",250,"False","Prerequisite: completion of BTS-T or permission of instructor. Offered annually. Counts toward biomedical studies and neuroscience concentrations.","",2,"C",20132,"['M-F 0800-1000', 'M 0700-0930PM']","","Research",2013,20
"103",89497,1,232,"['CLASS']","This course introduces students to the history and art of ancient Greece. It covers more than two thousand years of Greek civilization, from the bronze age through the archaic, classical, and Hellenistic periods. The itinerary takes students to every major region of Greece, with extended stays in Athens, Crete, and the Peloponnese. When not visiting museums and archaeological sites and learning about ancient Greek culture, students have the opportunity to experience modern Greek culture as well. Offered annually. Counts towards ancient studies major.","['ALS-A', 'HWC']",NA,"","['James May']",200,"","Class Studies Greece","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",251,"False","False","",2,"C",20132,"","Classical Studies in Greece","Research",2013,30
"104",89500,1,967,"['PHIL']","This course introduces philosophical ideas and methods through reading, discussing, and writing about basic questions that arise when we reflect on the human condition. What is meant by ""meaning"" when one asks whether (a person's) life has meaning? How do our beliefs about human nature, religion and morality affect how we ask or answer the question? How does our mortality affect our living? Classical and contemporary writings -- philosophical and autobiographical -- are used. Offered during Interim.","['WRI']",NA,"","['Jason Marsh']",100,"['HH 516']","Death/Meaning of Life","This course has class-year limits.",147,"False","False","",2,"C",20132,"['M-F 1040-1240PM']","Death and the Meaning of Life","Research",2013,19
"105",89509,1,25200,"['HIST']","Why has the era of Elizabeth I remained so fascinating? Why did England emerge by 1603 as the major Protestant state of Europe with visions of overseas empire, a strong national culture, and a flourishing literature? Students examine relations between the monarchy and parliament, warfare with Spain, religious disagreements, Scotland and Mary Stuart, and the social order. Readings include historical writing, primary sources, and literature, with attention to several film treatments. Offered occasionally during Interim.","['HWC']",NA,"","['Gary De Krey']",100,"['HH 514']","Elizabethan England","Open to first-year students only.",117,"False","False","",2,"C",20132,"['M-F 1040-1240PM']","","Research",2013,19
"107",89513,1,21394,"['FREN']","Students study French language and Moroccan culture in the imperial city of Fes. An immersion experience that includes home stays with local French-speaking families, the course focuses on Moroccan culture yesterday and today, emphasizing the multicultural aspects of Morocco and facilitating student interaction with the local population. Field trips to various sites in and around Fes, day-long visits to Meknès and Moulay Idriss, and a longer excursion to Marrakech and Casablanca. Review of second-year French grammar is integrated into the reading and discussion of texts pertaining to Morocco's history and culture and their relation to present-day Morocco. Taught in French. Prerequisite: French 231 or placement in French 232. Offered during Interim. Open to first-year students.","['FOL-F', 'MCG']",NA,"","['Amine R. Bekhechi']",200,"","Fr Lang/Moroccan Culture","Open to all students who meet the prerequiistes. This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",235,"False","Prerequisite: French 231 or placement in French 232. Offered during Interim. Open to first-year students.","",2,"C",20132,"","French Language and Moroccan Culture in Fes","Research",2013,16
"109",89537,1,704,"['ID']","Students will explore health care in a clinical and hospital setting through association with a physician in one of the clinics that are a part of the metro area Fairview Health System or the Family Practice Medical Center of Willmar, Minnesota. Students will follow the physician, who serves as their primary mentor, or other designated physicians through their daily activities in pertinent clinical and hospital settings. Students will observe the delivery of health care in primary and specialty areas and in practices dealing with all age groups. Emergency health care and physician support areas are other aspects of medicine to which students will be exposed. Students will keep a journal detailing their observations and their interpretation of and reaction to these observations and will write a research paper on an aspect of current medical care and practice. Selection is based on a review of all applicants (preference given to junior or senior pre-medical students with demonstrated strong academic achievement). P/N grading. Offered annually during Interim. Counts toward biomedical studies concentration.","",NA,"","['Wesley Pearson']",200,"","Hospital Health Care","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",255,"True","False","",2,"C",20132,"","The Physician in Clinical and Hospital Health Care","Research",2013,12
"110",89539,1,1357,"['SWRK']","Students explore service to human beings as a profession, a vocation, and a volunteer commitment. Who needs help? Who helps? Where? How? What motivates people to help? Using the liberal arts as a foundation for helping people, students study vocational opportunities in areas such as health care, social services, ministry, youth work, and the arts. The class includes lectures, discussions, speakers, and field visits; additional fee. Open only to first year students. Offered during Interim.","['WRI']",NA,"","['Jennifer Manner']",100,"['OM 240', 'OM 240', 'OM 240']","I Want to Help People","Open only to first-year students.",120,"False","False","",2,"O",20132,"['T-F 0800-1000', 'WTh 1040-1240PM', 'WTh 0100-0300PM']","","Research",2013,17
"111",89540,1,489,"['FREN']","Students delve into advanced language work and on-the-spot investigation of French culture, past and present, including theater, film, visual arts, the French court, and the medieval cathedral through background readings and visits to important monuments. Students read, discuss, see, and critique plays ranging from the classical to the contemporary. Taught in French. Prerequisite: One French 250-level course (two recommended). Offered during Interim.","['ORC', 'WRI']",NA,"","['Lise R. Hoy']",200,"","ID French Studies - Paris","Open to all students who meet the prerequiistes. This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",275,"False","Prerequisite: One French 250-level course (two recommended). Offered during Interim.","",2,"C",20132,"","Interdisciplinary French Studies in Paris","Research",2013,10
"117",89547,1,16991,"['INTD']","","",NA,"","['Staff']",200,"","Interim Exchange","",200,"False","False","",2,"O",20132,"","","Research",2013,0
"120",89550,1,385,"['ENGL']","This course introduces students to literary analysis through dramatic texts and performances. Activities may include trips to see local productions, student in-class performances, staged readings, and viewing filmed productions. Plays are drawn from varied genres, two or more historical periods, and both traditional and experimental approaches.","['ALS-L', 'ORC']",NA,"","['Jonathan T. Naito']",100,"['OM 010']","Intro to Drama","Open only to first-year students and sophomores. This course has class-year limits.",124,"False","False","",2,"C",20132,"['M-F 1040-1240PM']","Introduction to Drama","Research",2013,29
"121",89552,1,455,"['ENVST']","This interdisciplinary course uses basic concepts of environmental science to explore global environmental issues. Topics are drawn from recent texts and current periodic literature, and participants will recognize many of the themes from coverage in the media. Because most environmental problems involve issues beyond the sciences, the class examines the economic, political, and ethical dimensions of environmental questions and environmental decision-making. Offered each semester.","['IST']",NA,"","['Michael Swift']",100,"['RNS 190', 'RNS 190']","Intro: Env Studies","Open to Environmental Conversations students only.",137,"False","False","",2,"C",20132,"['M-F 0800-1000', 'M-F 0100-0300PM']","Introduction to Environmental Studies","Research",2013,36
"122",89553,1,97,"['ASIAN']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"123",89554,1,252,"['CHIN']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"124",89555,1,285,"['ECON']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"126",89557,1,378,"['DANCE']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"127",89558,1,496,"['FREN']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"128",89559,1,551,"['GREEK']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"129",89561,1,657,"['FAMST']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"130",89562,1,710,"['ID']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"131",89563,1,726,"['LATIN']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"132",89564,1,789,"['MGMT']","Independent Study","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"133",89565,1,798,"['MEDIA']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"134",89566,1,937,"['NORW']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"135",89567,1,963,"['NURS']","Does not count toward the major.","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"136",89568,1,1068,"['ESTH']","Research","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"137",89569,1,1152,"['PSCI']","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty. Prerequisite: Political Science 220 and one course in the subfield or permission of instructor.","",NA,"","['Staff']",300,"","IR/","",398,"False","Prerequisite: Political Science 220 and one course in the subfield or permission of instructor.","",2,"O",20132,"","Independent Research","Research",2013,0
"140",89572,1,1373,"['SWRK']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"142",89575,1,15,"['AMST']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"143",89577,1,18615,"['AFAM']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"145",89579,1,671,"['JAPAN']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"146",89580,1,791,"['MEDVL']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","","Research",2013,0
"147",89581,1,1285,"['RUSST']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","","Research",2013,0
"148",89582,1,451,"['ENGL']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"149",89583,1,345,"['EDUC']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"150",89584,1,642,"['HIST']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"151",89585,1,236,"['CLASS']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"152",89586,1,530,"['GERM']","Independent Research. May be counted toward German major or German studies concentration.","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"153",89587,1,692,"['IS']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","","Research",2013,0
"154",89588,1,993,"['PHIL']","Prerequisite: one level III course in philosophy.","",NA,"","['Staff']",300,"","IR/","",398,"False","Prerequisite: one level III course in philosophy.","",2,"O",20132,"","Independent Research","Research",2013,0
"155",89589,1,866,"['MUSIC']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"158",89592,1,1280,"['RUSSN']","Independent Research is required for all students seeking credit for a senior project.","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"160",89594,1,75,"['ART']","Independent Research in studio art prerequisites: four foundation courses and three courses in area of study.\nIndependent Research in art history prerequisites: three courses in area of study.","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research: Art History","Research",2013,0
"162",89596,1,1401,"['THEAT']","Prerequisite: at least five previous courses in the department.","",NA,"","['Staff']",300,"","IR/","",398,"False","Prerequisite: at least five previous courses in the department.","",2,"O",20132,"","Independent Research","Research",2013,0
"163",89597,1,1257,"['REL']","","",NA,"","['Jason J. Ripley']",300,"","IR/Apocalypse & Dialogue","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,1
"165",89599,1,1320,"['SOAN']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"166",89600,1,467,"['ENVST']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"167",89601,1,26174,"['WMGST']","","",NA,"","['Staff']",300,"","IR/","",398,"False","False","",2,"O",20132,"","Independent Research","Research",2013,0
"169",89603,1,75,"['ART']","Independent Research in studio art prerequisites: four foundation courses and three courses in area of study.\nIndependent Research in art history prerequisites: three courses in area of study.","",NA,"","['Staff']",300,"","IR/","",398,"False","False","C",2,"O",20132,"","Independent Research: Art History","Research",2013,0
"171",89605,1,75,"['ART']","Independent Research in studio art prerequisites: four foundation courses and three courses in area of study.\nIndependent Research in art history prerequisites: three courses in area of study.","",NA,"","['John Saurer']",300,"","IR/Art Apprenticeship 2","",398,"False","False","A",2,"C",20132,"","Independent Research: Art History","Research",2013,5
"173",89607,1,75,"['ART']","Independent Research in studio art prerequisites: four foundation courses and three courses in area of study.\nIndependent Research in art history prerequisites: three courses in area of study.","",NA,"","['Staff']",300,"","IR/","",398,"False","False","B",2,"O",20132,"","Independent Research: Art History","Research",2013,0
"174",89608,1,75,"['ART']","Independent Research in studio art prerequisites: four foundation courses and three courses in area of study.\nIndependent Research in art history prerequisites: three courses in area of study.","",NA,"","['Staff']",300,"","IR/","",398,"False","False","D",2,"O",20132,"","Independent Research: Art History","Research",2013,0
"175",89609,1,1068,"['ESTH']","Research","",NA,"","['Staff']",300,"","IR/","",398,"False","False","A",2,"O",20132,"","Independent Research","Research",2013,0
