"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"277",102950,1,24137,"['HIST']","How do Cubans view their past, and how does this shape their understanding of the present? This course focuses on the 1959 Revolution and historical memory. Students explore through visits to museums, memorials, and monuments how the government has sought to influence the ways Cubans remember the revolution and the later turn toward socialism. Students also study present-day Cuba through visits to health clinics, cooperatives, and schools, as well as lectures from local experts. Offered in alternate years during Interim. Counts toward Latin American studies major and concentration.","['MCG']",NA,"","['Jeane DeLaney']",200,"","Collective Memory in Cuba","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",244,"False","False","",2,"C",20152,"","Collective Memory in Revolutionary Cuba","Research",2015,22
"292",103017,1,29248,"['ASIAN', 'ENVST']","","",NA,"","['Paul T. Jackson']",300,"","Research: Env Research in Asia","This is an off-campus course. You will find this course listed in Studio Abroad under its course title. This course includes an academic civic engagement (ACE) component.",396,"False","False","",2,"C",20152,"","","Research",2015,7
"296",103140,1,1294,"['SOAN']","How do anthropologists study other cultures? Peoples around the world create different realities through the ways they conceptualize experience (cultures) and how they organize themselves to do what they need to do (societies). Anthropologists describe and compare cultures and societies, focusing on different aspects such as family and kinship, inequality and power, religion and values, economy and technology, cultural and social change. This course is open to first-year students or students in certain accredited programs. Offered each semester. Counts toward race and ethnic studies and women's and gender studies majors; and women's and gender studies concentrations.","['HBS', 'MCG']",NA,"","['Marc David']",100,"['TOH 114']","Intro to Cultural Anthropology","Open to first-year students only, others by permission of instructor.",128,"False","False","",2,"C",20152,"['M-F 1040-1240PM']","Introduction to Cultural Anthropology","Research",2015,27
"298",103203,1,367,"['DANCE']","An introduction to world dance traditions, this course examines dance forms, functions, contexts, and differing aesthetics found in selected cultures of Africa, Asia, Europe, the Middle East, the South Pacific, and Latin America. The course includes lectures, discussion, video-viewing, and required field-trips to dance events, in addition to studio experiences where students learn dances from the cultures studied. No previous dance experience required. Ticket/transportation fee required. Offered in alternate years.","['ALS-A', 'MCG']",NA,"","['Anne von Bibra']",100,"['DC 202', 'DC Studio 1']","World Dance Tradition","",124,"False","False","",2,"C",20152,"['MTThF 1040-1200PM', 'MTThF 0100-0300PM']","World Dance Traditions","Research",2015,22
"299",103204,1,1232,"['REL']","This course examines the ethical teachings of Jesus as found in the canonical Gospels (with special focus on the Sermon on the Mount), explores how these teachings have been understood at some major moments in Western history, and brings them to bear on the task of contemporary ethical reflection. Issues examined include, for example, non-violence, social and economic justice, sexuality, and ethnic conflict. Counts toward ancient studies major. Prerequisites: completion of BTS-T or permission of instructor.","['EIN']",NA,"","['Peder J. Jothen']",200,"['OM 340']","The Ethics of Jesus","Prerequisite: Completion of BTS-T or permission of instructor. Open to Seniors and limited number of Juniors during web registration.",276,"False","Prerequisites: completion of BTS-T or permission of instructor.","",2,"C",20152,"['M-F 0800-1000']","","Research",2015,27
"305",103313,1,27929,"['ASIAN', 'ENVST']","Students investigate community-based approaches to environmental sustainability during this Interim course taught at the Asian Rural Institute (ARI) in northern Japan. Students explore how ARI builds on local Japanese resources to support its mission of training rural leaders from developing countries in organic agricultural practices. Activities include field trips, discussions, and symposia with Japanese students, as well as hands-on participation in the daily food life at ARI. Counts toward Asian studies and Environmental studies majors and concentrations and Japan studies concentration. Offered during Interim. Prerequisites: preference given to students with prior coursework in either Asian Studies or Environmental Studies.","['MCG']",NA,"","['Katherine S. Tegtmeyer Pak']",200,"","Environmental Sustainability Japan","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",277,"False","Prerequisites: preference given to students with prior coursework in either Asian Studies or Environmental Studies.","",2,"C",20152,"","Environmental Sustainability in Japan","Research",2015,21
"322",104941,1,979,"['PHIL']","This course examines the main Western ethical theories and their application to contemporary moral concerns. Theoretical issues may include rights, duties, virtue, hedonism, egoism, the relation between ethics and theology, the fact-value distinction, relativism, and pluralism. Students discuss current topics such as global economic justice, euthanasia, the death penalty, animal rights, censorship, racism, privacy rights versus public safety, reproductive ethics, and environmental ethics. Offered annually. Counts toward biomedical studies concentration (for students through class of 2016) and management studies concentration. Prerequisite: completion of BTS-T or permission of instructor.","['EIN']",NA,"","['Anthony J. Rudd']",200,"['TB 227']","Ethics and the Good Life","Prerequisite: Completion of BTS-T or permission of instructor. Open to seniors and juniors during web registration.",252,"False","Prerequisite: completion of BTS-T or permission of instructor.","",2,"C",20152,"['M-F 1040-1240PM']","","Research",2015,24
"323",104943,1,626,"['HIST']","This course offers selected surveys in historical studies. Topics depend on instructor. Recent topics have included ""Women in Early America,"" ""U.S.-Latin American Relations,"" and ""Doing Public History."" May be repeated if topic is different. Offered periodically.","['HWC']",NA,"","['Kevin Mummey']",200,"['TOH 182']","Top: Arthur's Britain","Open to first-year students.",299,"False","False","",2,"C",20152,"['M-F 1040-1240PM']","Topics in History","Topic",2015,27
"327",104966,1,27324,"['RACE']","This course provides an introduction to the cultural and historical background of four groups in the United States: African Americans, Native Americans, Latinos, and Asian Americans. Emphasis is on race relations and the distinguishing characteristics of these cultures as reflected in the academic disciplines of the creative and performing arts, the humanities, the social and behavioral sciences, and the general area of popular culture. Contributions to cultural pluralism are accentuated as well as the special issues of identity faced by these Americans. This course emphasizes literary texts. Counts toward American studies Latin American studies majors and Africa and the Americas and Latin American studies concentrations.","['ALS-L', 'MCD']",NA,"R","['Janna Knittel']",100,"['RML 421']","Intro to Race & Ethnic St","",121,"False","False","",2,"C",20152,"['M-F 0800-1000']","Introduction to Race and Ethnic Studies","Research",2015,24
"335",104986,1,154,"['BIO']","Independent study allows students to study in an area not covered in the regular biology course offerings. The student undertakes substantial independent study in a defined biological field, meets regularly with faculty supervisor, and prepares some form of presentation of the material learned. The student must obtain permission of supervisor and complete an independent study form available from the Registrar's Office or its Web site.","",NA,"","['Kimberly A. Kandl']",200,"","IS/ Oceans Research: South Africa","",298,"False","False","B",2,"C",20152,"","Independent Study","Research",2015,1
