"","clbid","credits","crsid","departments","description","gereqs","groupid","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"255",57428,1,308,"['EDUC']","Through lectures, readings and field placements in Minneapolis, students gain an understanding of how race, class, ethnicity, national origin, gender, sexual orientation and religion, shape the character of urban youth and communities. Students spend the first week on campus in preparation for their placements and the last week reflecting upon their experiences. During weeks two and three students live in Minneapolis, tutor in the schools and participate in various after-school activities. Counts toward the major: American Racial and Multicultural Studies. Fulfills Education 382. P/N only. Offered annually during Interim.","",NA,"['Heather Campbell']",100,"","Schools & Communities","Open to First-Year Students and Sophomores only. Admission by interview.",170,"True","False","",2,"C",20072,"","Urban Schools and Communities","Research",2007,18
"265",57472,1,382,"['ENGL']","Students examine various heroic and trickster figures as manifested in post-colonial literature from Africa, Asia, and the Caribbean, both oral and written, and seek to understand what basic human needs and realities these figures express and fulfill.","",NA,"['Joseph L. Mbele']",100,"['RML 421']","Trickstr/Post-Col Lit","",108,"False","False","",2,"C",20072,"['M-F 0100-0300PM']","The Hero and the Trickster in Post-Colonial Literature","Research",2007,31
"266",57479,1,339,"['EDUC']","Students work full-time as tutors and teacher aides in Minneapolis and St. Paul public schools. They are expected to participate in the co-curricular life of the school and surrounding community. This course is designed to heighten students' sensitivities to the complexities of educating urban youth in a multicultural setting. Prerequisite: Education 290, 2.5 GPA, meeting all off-campus study requirements. The course fulfills Education 382 and partially fulfills field experience requirements. Counts toward the major: American racial and multicultural studies. Applications due by Oct. 15. P/N only. Offered annually during Interim.","",NA,"['Rosemary A. Pfarr-Baker']",300,"","Urban Sem & Practicum","Admission by interview.",379,"True","Prerequisite: Education 290, 2.5 GPA, meeting all off-campus study requirements. The course fulfills Education 382 and partially fulfills field experience requirements. Counts toward the major: American racial and multicultural studies. Applications due by Oct. 15. P/N only. Offered annually during Interim.","",2,"C",20072,"","Urban Education Practicum and Seminar","Research",2007,20
"268",57490,1,606,"['HIST']","This course examines the history of 20th-century Cuba, especially the 1959 revolution and its aftermath. Students study the transformation of Cuban political culture, the obstacles to economic and agrarian reform, education, the role of women, human rights, U.S. policies toward Cuba, and the future of Cuba after the breakup of the Soviet Union. The role of charismatic leadership in Latin America and the possibilities for revolutionary changes in the Americas are also examined. Offered periodically during Interim.","",NA,"['Jeane DeLaney']",200,"['HH 317']","20th Century Cuba","",243,"False","False","",2,"C",20072,"['M-F 0100-0300PM']","20th-Century Cuba","Research",2007,31
"273",58824,1,367,"['DANCE']","An introduction to world dance traditions, this course examines dance forms, functions, contexts, and differing aesthetics found in selected cultures of Africa, Asia, Europe, the Near and Middle East, the South Pacific, and Latin America. The course includes lectures, discussions, video-viewing, and required field-trips to dance events, in addition to studio experiences where students learn dances from the cultures studied. No previous dance experience required. Offered during Interim 2008 and alternate years.","",NA,"['Anne von Bibra']",100,"['DC Studio 1', 'DC 204']","World Dance Tradition","",124,"False","False","",2,"C",20072,"['MTThF 0100-0300PM', 'MTThF 1040-1200PM']","World Dance Traditions","Research",2007,22
"282",58873,1,16366,"['PSYCH']","Students reflect on their own culture as they explore childhood and family life in China and Japan. Developmental and cross-cultural research, memoirs, works of fiction, and films are used to study parents' beliefs and childrearing practices as well as the development of the self, peer relationships, school achievement, and role changes during adulthood. With life expectancy increasing around the world, students also discover how China and Japan are responding to the graying of their populations. Prerequisites: Psychology 125 or Asian Studies 121, 211, or 212. Offered during Interim.","",NA,"['Dana Gross']",200,"['HH 317']","Human Dev/China and Japan","Open to all students who have fulfilled the prerequisite.",226,"False","Prerequisites: Psychology 125 or Asian Studies 121, 211, or 212. Offered during Interim.","",2,"C",20072,"['M-F 1040-1240PM']","Human Development in East Asia: Perspectives from China and Japan","Research",2007,27
"293",59140,1,924,"['NORW']","This film course focuses on the increasingly non-traditional ways of forming relationships in the Nordic countries. Rejecting the values of previous generations, young people from different backgrounds and ethnicities form relationships according to their own integrity and sexual preferences. Students attain an understanding of these cultural trends and the technical terminology to watch, read, think, talk, and write critically and intelligently about films as text. Taught in English.","",NA,"['Anne G. Sabo']",100,"['HH 501']","Nordic Film Today","",130,"False","False","",2,"O",20072,"['M-F 0100-0400PM']","Nordic Film Today: Love, Sex, and Family","Research",2007,17
"294",59141,1,1219,"['REL']","Through visits to the area around Cape Town and Johannesburg/Pretoria, this course examines cultural diversity in South Africa and the important role religion has played in shaping and sustaining the identity of various ethnic and racial groups. Study of the way religious ideas were used to defend the apartheid system and also to justify protest against it. Analysis of organizations, post-apartheid, to build a multi-racial democracy and a just social order. Prerequisite: BTS-B. Offered Interim 2007-08","",NA,"['Eric Lund']",200,"","Rel of South Africa","",251,"False","Prerequisite: BTS-B. Offered Interim 2007-08","",2,"C",20072,"","Religion and Cultural Diversity in South Africa","Research",2007,24
"298",59571,1,559,"['HIST']","This seminar examines the Vietnam War in the larger context of Vietnamese history and focusing on the Vietnamese side of history. Themes include the heritage of Vietnamese civilization, French conquest and colonial rule, nationalism and its relationship to Communism, the emergence of two Vietnamese states, and the causes and consequences of the Vietnam War. This course also addresses questions about ideology, the role of the United States in Asia, and the historical processes of nationalism and Communism. Offered during Interim.","",NA,"['Robert Entenmann']",100,"['HH 302']","Vietnam","Open to first-year students only.",135,"False","False","",2,"C",20072,"['M-F 0100-0300PM']","Nationalism and Revolution in Vietnam","Research",2007,19
"303",60464,1,18758,"['EDUC']","Students spend sixteen days working as teaching assistants in a New York City school and four days observing various innovative Manhattan schools. Through readings, guest speakers, and hands-on experience, students will learn about the challenges and rewards of working in a diverse school environment. Prerequisites: Education 290, 2.50 GPA, and satisfactory field placement experience. Fulfills Education 382 and partially fulfills field experience requirement. Students apply in the Spring Semester. Counts toward the major: American Racial and Multicultural Studies. P/N only. Offered during alternate Interims.","",NA,"['Daniel R. Forstner']",300,"","NYC Education Practicum","",377,"True","Prerequisites: Education 290, 2.50 GPA, and satisfactory field placement experience. Fulfills Education 382 and partially fulfills field experience requirement. Students apply in the Spring Semester. Counts toward the major: American Racial and Multicultural Studies. P/N only. Offered during alternate Interims.","",2,"C",20072,"","New York City Education Seminar and Practicum","Research",2007,24
"312",60892,1,1681,"['ENGL']","The history of British colonization of America, Africa, Asia, and Australia coincides with the history of the novel's emergence as the major literary genre in English. This course examines this parallel history by considering the ways in which the colonial experience has been represented in novels from the 18th century to the present. We will read six novels, tracing this development in America, Africa, and Asia, and discuss the novels both in relationship to the development of the novel in general, and to their place in colonial or postcolonial history. Offered during Interim.","",NA,"['Colin Wells']",200,"['RML 577']","Colonialism and the Novel","Open to all students who have completed FYW or equivalent.",209,"False","False","",2,"O",20072,"['M-F 1040-1240PM']","Colonialism and the Novel.","Research",2007,16
