"","clbid","credits","crsid","departments","description","gereqs","groupid","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"18",11321,1,96,"['ASIAN']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20052,"","","Research",2005,0
"19",11322,1,97,"['ASIAN']","","",NA,"['Staff']",300,"","IR/","",398,"False","False","",2,"O",20052,"","Independent Research","Research",2005,0
"40",11345,1,232,"['CLASS']","This course introduces students to the history and art of ancient Greece, from the Bronze Age through the archaic, classical and Hellenistic periods. Students visit every major region of Greece, with extended stays in Athens, Heraklion and Thessaloniki. When not visiting museums and archaeological sites and learning about ancient Greek civilization, students experience modern Greek culture. GE: HWC, ALS-A. Offered annually in Interim.","",NA,"['Timothy R. Howe']",200,"","Class Studies Greece","",251,"False","False","",2,"C",20052,"","Classical Studies in Greece","Research",2005,30
"41",11346,1,233,"['CLASS']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20052,"","","Research",2005,0
"42",11347,1,234,"['CLASS']","","",NA,"['Staff']",200,"","IS/","",298,"False","False","",2,"O",20052,"","Independent Study","Research",2005,0
"43",11348,1,235,"['CLASS']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20052,"","","Research",2005,0
"44",11349,1,236,"['CLASS']","","",NA,"['Staff']",300,"","IR/","",398,"False","False","",2,"O",20052,"","Independent Research","Research",2005,0
"45",11350,1,248,"['CHIN']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20052,"","","Research",2005,0
"46",11351,1,249,"['CHIN']","","",NA,"['Staff']",200,"","IS/","",298,"False","False","",2,"O",20052,"","Independent Study","Research",2005,0
"47",11352,1,251,"['CHIN']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20052,"","","Research",2005,0
"48",11353,1,252,"['CHIN']","Students who have completed Chinese 371 are encouraged to continue their Chinese language study with faculty through individual and small group tutorials by registering for Chinese 298 or Chinese 398. Through individual tutorials students may pursue readings and projects in their area of interest.","",NA,"['Staff']",300,"","IR/","",398,"False","False","",2,"O",20052,"","Independent Research","Research",2005,0
"49",11354,1,258,"['ECON']","Consumers, families, and community are intertwining elements of the social economy, each depending on the others for success. This course focuses on the triad, highlighting economic roles and principles. Among the topics of interest are the ""rational consumer,"" saving and investing, momentous decisions, prodigal behavior, consumer protection, group dynamics, nurturing manipulation, collective purchases, budgeting, voting, and social welfare.","",NA,"['Steve Soderlind']",100,"['HH 413']","Consum/Familes/Commun","",116,"False","False","",2,"O",20052,"['M-F 1040-1240PM']","Consumers in Families and Communities","Research",2005,18
"50",11355,1,261,"['ECON']","This international travel course tracks economic development in China with emphasis on Shanghai. The course examines the emergence and evolution of markets in rural, urban, commercial and financial centers and how the changes affect culture, attitudes, customs and life of the people. Shanghai will be compared with other Chinese cities, including Nanjing, Suzhou, Hangzhou and Hong Kong. The role of Hong Kong in China's reform and its integration since 1997 is also discussed.","",NA,"['Xun Pomponio']",200,"","Econ Progress China","",218,"False","False","",2,"C",20052,"","Economic Progress in China","Research",2005,22
"51",11356,1,262,"['ECON']","This course examines Christian ethics along with major frameworks in philosophical ethics (Utilitarianism, Liberalism and Marxism) in addressing economic issues. Some introductory analysis will be presented and utilized. Economics 220 cannot be taken after taking Economics 293. Does not count toward the economics major. Prerequisites: BST-T Course.","",NA,"['Mark Pernecky']",200,"['OM 035', 'OM 035']","Economic Justice","",220,"False","Prerequisites: BST-T Course.","",2,"C",20052,"['MWF 0830-1000', 'MWF 1040-1210PM']","","Research",2005,17
"52",11357,1,273,"['ECON']","This international travel course examines economic change in Britain from the Industrial Revolution to the current European Union membership. The course focuses on the process of change and how economic factors interact with values and culture. Prerequisite: one of Economics 110-122, or consent of instructor. Offered alternate Interims.","",NA,"['Bruce Dalgaard']",200,"","Britain in Transition","",253,"False","Prerequisite: one of Economics 110-122, or consent of instructor. Offered alternate Interims.","",2,"C",20052,"","Britain in Transition -- Economic Leader to European Union","Research",2005,20
"53",11358,1,276,"['ECON']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20052,"","","Research",2005,0
"54",11359,1,277,"['ECON']","","",NA,"['Staff']",200,"","IS/","",298,"False","False","",2,"O",20052,"","Independent Study","Research",2005,0
"55",11360,1,284,"['ECON']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20052,"","Internship","Research",2005,0
"56",11361,1,285,"['ECON']","","",NA,"['Staff']",300,"","IR/","",398,"False","False","",2,"O",20052,"","Independent Research","Research",2005,0
"62",11367,1,308,"['EDUC']","Through lectures, readings and field placements in Minneapolis, students gain an understanding of how race, class, ethnicity, national origin, gender, sexual orientation and religion shape the character of urban youth and communities. Students spend the first week on campus in preparation for their placements and the last week reflecting upon their experiences. During weeks two and three students live in Minneapolis and tutor in the schools and participate in various after-school activities. Counts toward the major: American Racial and Multicultural Studies.","",NA,"['Daniel R. Forstner']",100,"","Schools & Communities","",170,"True","False","",2,"C",20052,"","Urban Schools and Communities","Research",2005,22
"63",11368,1,310,"['EDUC']","This course provides practical experiences and insights for students desiring to explore career opportunities in the many facets of education. Students, primarily sophomores, live off-campus, participating in different observational and practical experiences in schools of their choice. First-year students with special circumstances should consult Education Department chair. Applications due early in Fall Semester. Offered during Interim.","",NA,"['Elizabeth A. Leer']",200,"","Perspectives On Tchg","",260,"True","False","",2,"C",20052,"","Perspectives on Teaching","Research",2005,12
"64",11369,1,313,"['EDUC']","","",NA,"['Robert W. McClure']",200,"","Academic Internship","",294,"True","False","",2,"O",20052,"","","Research",2005,2
"65",11370,1,314,"['EDUC']","","",NA,"['Staff']",200,"","IS/","",298,"False","False","",2,"O",20052,"","Independent Study","Research",2005,0
"66",11371,1,338,"['EDUC']","Students examine the influence of race, class and multiculturalism in American schools by participating as teachers' assistants and tutors in two distinctly different K-12 settings. Through guest lectures, readings, field trips and seminars, students explore the unique geography and culture of the Hawaiian Islands and develop a framework for examining diversity on the mainland. Prerequisite: Education 290, 2.7 GPA, meeting all off-campus study requirements and satisfactory portfolio progress. Fulfills Education 382 and partially fulfills clinical practicum requirements. Students apply in the Spring Semester. Counts toward the major: American Racial and Multicultural Studies.","",NA,"['Mark Schelske']",300,"","Multi-Cult Ed Hawaii","",378,"True","Prerequisite: Education 290, 2.7 GPA, meeting all off-campus study requirements and satisfactory portfolio progress. Fulfills Education 382 and partially fulfills clinical practicum requirements. Students apply in the Spring Semester. Counts toward the major: American Racial and Multicultural Studies.","",2,"C",20052,"","Multicultural Education in Hawaii: Seminar and Practicum","Research",2005,21
"67",11372,1,339,"['EDUC']","Students working as tutors and teacher aides gain direct teaching experience in urban schools. This course is designed to heighten students' sensitivities to the complexities of the education of urban youth in a multicultural setting. Prerequisite: Education 290, 2.7 GPA, meeting all off-campus study requirements and satisfactory portfolio progress. The course fulfills Education 382 and partially fulfills clinical practicum requirements. Counts toward the major: American Racial and Multicultural Studies.","",NA,"['Rosemary A. Pfarr-Baker']",300,"","Urban Alternative Ed","",379,"True","Prerequisite: Education 290, 2.7 GPA, meeting all off-campus study requirements and satisfactory portfolio progress. The course fulfills Education 382 and partially fulfills clinical practicum requirements. Counts toward the major: American Racial and Multicultural Studies.","",2,"C",20052,"","Urban Education Seminar & Practicum","Research",2005,39
"68",11373,1,344,"['EDUC']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20052,"","Internship","Research",2005,0
"69",11374,1,345,"['EDUC']","","",NA,"['Staff']",300,"","IR/","",398,"False","False","",2,"O",20052,"","Independent Research","Research",2005,0
"76",11381,1,382,"['ENGL']","Students examine various heroic and trickster figures as manifested in post-colonial literature from Africa, Asia and the Caribbean, both oral and written, and seek to understand what basic human needs and realities these figures express and fulfill.","",NA,"['Joseph L. Mbele']",100,"['RML 421']","Trickstr/Post-Col Lit","",108,"False","False","",2,"O",20052,"['M-F 0100-0300PM']","The Hero and the Trickster in Post-Colonial Literature","Research",2005,24
"77",11382,1,409,"['ENGL']","These courses treat specific periods in American literature and examine the relationship between literary texts and movements and their unique cultural, political and historical contexts. Each offering of this course examines a different literary era and emphasizes specific literary and historical issues. Students may register for the course more than once provided a different era is studied. Offerings include:","",NA,"['Colin Wells']",200,"['RML 525']","Lit Eras: Am:Beats","",240,"False","False","",2,"C",20052,"['M-F 1040-1240PM']","Literary Eras: American","Research",2005,30
"78",11383,1,414,"['ENGL']","Students study modern Irish short stories in four distinct Irish settings (ancient city, coastal village, urban capital, lake-country town) where these stories were written. Reading, discussion and cultural experiences (including theater, museums and excursions by van) provide the basis for daily journal entries and several short papers. Offered alternate years during Interim.","",NA,"['Richard DuRocher']",200,"","Modern Irish Lit","",252,"False","False","",2,"C",20052,"","Modern Irish Short Stories","Research",2005,23
"79",11385,1,433,"['ENGL']","","",NA,"['Jan C. Hill']",200,"","Academic Internship","",294,"True","False","",2,"O",20052,"","Internship","Research",2005,1
"80",11386,1,434,"['ENGL']","","",NA,"['Staff']",200,"","IS/","",298,"False","False","",2,"O",20052,"","Independent Study","Research",2005,0
"81",11387,1,436,"['ENGL']","Students explore specific periods in American literature and examine the relationship between literary texts and movements and their particular cultural, political and historical contexts. Each offering of this course examines a different literary era and emphasizes specific literary and historical issues.","",NA,"['Carol Holly']",300,"['RML 520']","Adv Lit Era: 19th C Am","",340,"False","False","",2,"C",20052,"['M-F 1040-1240PM']","Advanced Studies in Literary Eras: American","Topic",2005,15
"82",11388,1,449,"['ENGL']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20052,"","Internship","Research",2005,0
"83",11389,1,451,"['ENGL']","","",NA,"['Mary V. Winstead']",300,"","IR/Families and Memoir","",398,"False","False","",2,"O",20052,"","Independent Research","Research",2005,1
"84",11390,1,455,"['ENVST']","This interdisciplinary seminar uses basic concepts of environmental science to explore global environmental issues. Topics are drawn from recent texts and current periodic literature, and participants will recognize many of the seminar issues from coverage in the media. Because most environmental problems involve issues beyond the science, the seminar examines the economic, political and ethical dimensions of environmental questions and environmental decision-making. Offered every semester.","",NA,"['David R. Narum']",100,"['SC 129']","Intro: Env Studies","",137,"False","False","",2,"O",20052,"['M-F 1040-1240PM']","Introduction to Environmental Studies","Research",2005,26
"85",11391,1,464,"['ENVST']","","",NA,"['Eugene Bakko']",200,"","Academic Internship","",294,"True","False","",2,"O",20052,"","Internship","Research",2005,1
"86",11392,1,465,"['ENVST']","","",NA,"['James Farrell']",200,"","IS/Ecological Design","",298,"False","False","",2,"O",20052,"","Independent Study","Research",2005,1
"87",11393,1,466,"['ENVST']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20052,"","Internship","Research",2005,0
"88",11394,1,467,"['ENVST']","","",NA,"['Staff']",300,"","IR/","",398,"False","False","",2,"O",20052,"","Independent Research","Research",2005,0
"89",11395,1,479,"['FREN']","Students expand their ability to communicate in French, understand French texts and interpret French and U.S. cultures through study and discussion of specific social and cultural topics that are relevant (eg. stereotypes, the family, education, immigration). Explicit focus on cross-cultural comparison/contract and analysis. Students develop their ability to listen, speak, read and write, while paying particular attention to listening and reading strategies. Prerequisite: French 112 or placement.","",NA,"['Jolene Barjasteh']",200,"['OM 004', 'OM 011']","Intermed French I","",231,"False","Prerequisite: French 112 or placement.","",2,"O",20052,"['M-F 1040-1240PM', 'M-F 0200-0300PM']","Intermediate French I","Research",2005,17
"90",11396,1,481,"['FREN']","Students travel to the Caribbean island of Martinique to study French language and French-Caribbean culture at the upper-intermediate level. An immersion experience that includes home stays with local families, the course emphasizes the multicultural aspects of this region and facilitates student interaction with the local population. Field trips, events, lectures and language instruction are conducted by experts on the campus of the Universitè des Antilles. Prerequisite: French 231 or higher (or equivalent) or placement in French 232 or higher. Open to first-year students.","",NA,"['Herve Pensec']",200,"","Lang/Cul Fr Caribbean","",233,"False","Prerequisite: French 231 or higher (or equivalent) or placement in French 232 or higher. Open to first-year students.","",2,"C",20052,"","Language and Culture Studies in Martinique","Research",2005,14
"91",11397,1,482,"['FREN']","This course provides an on-campus immersion experience for students interested in improving their oral language proficiency. Students engage in small and large group discussion, give individual and group oral presentations and review grammar and registers of language. They also explore the notions of communicative competence and oral proficiency in order to become more effective speakers. Taught in French. Prerequisite: French 232, 233, or equivalent.","",NA,"['Scott Homler']",200,"['OM 026']","Speaking of French","",250,"False","Prerequisite: French 232, 233, or equivalent.","",2,"C",20052,"['M-F 1040-0300PM']","Speaking","Research",2005,18
"92",11398,1,489,"['FREN']","This course provides advanced language work and on-the-spot investigation of French culture, past and present, including theater, film, visual arts, the French court, the medieval cathedral, etc., through background readings and visits to important monuments. Students read, discuss, see and critique plays ranging from the classical to the contemporary. Prerequisite: One French 250-level course.","",NA,"['M. Clare Mather']",200,"","ID French St--Paris","",275,"False","Prerequisite: One French 250-level course.","",2,"C",20052,"","Interdisciplinary French Studies in Paris","Research",2005,11
"93",11399,1,490,"['FREN']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20052,"","","Research",2005,0
"94",11400,1,491,"['FREN']","","",NA,"['Staff']",200,"","IS/","",298,"False","False","",2,"O",20052,"","","Research",2005,0
"95",11401,1,494,"['FREN']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20052,"","","Research",2005,0
"96",11402,1,496,"['FREN']","","",NA,"['Staff']",300,"","IR/","",398,"False","False","",2,"O",20052,"","","Research",2005,0
"97",11403,1,506,"['GERM']","Reading and discussion of works stemming from the oral tradition, including chapbooks such as Till Eulenspiegel and Faust, fables modeled on antiquity during the 18th century, fairy tales collected by the Brothers Grimm during the 19th century and Kunstmarchen (literary fairy tales) by well-known writers of the Romantic and modern periods, from Geothe to Hermann Hesse. Emphasis on literary aspects and historical contexts. Taught in English. GE: HWC, ALS-L. Offered every Interim.","",NA,"['Lavern Rippley']",100,"['RML 515']","Folk/Fairy/Fables-Tr","",147,"False","False","",2,"O",20052,"['M-F 0100-0300PM']","Fairy Tales, Folktales and Fables","Research",2005,64
"98",11404,1,510,"['GERM']","A total immersion experience and capstone course for students completing the language requirement. Integrates listening, speaking, reading, writing and cultural competency. Exploration of city culture, recent history and contemporary aspects of three major German cities: Cologne, Bonn and Berlin. Meetings with German students and professors, museum visits, performances, intensive daily classes and exploration of individually chosen topics. Taught in German. Prerequisite: German 232, B grade or higher in 231, or equivalent. Open to first-year students. Fulfills the language requirement and can be counted toward the German major. GE: FOL-G. Offered every Interim.","",NA,"['Karl Fink']",200,"","Lang/Culture Studies","",233,"False","Prerequisite: German 232, B grade or higher in 231, or equivalent. Open to first-year students. Fulfills the language requirement and can be counted toward the German major. GE: FOL-G. Offered every Interim.","",2,"C",20052,"","Language and Culture Studies in Germany","Research",2005,18
"99",11405,1,511,"['GERM']","Explores Viennas cultural traditions as revealed in museums, theaters, operas, operettas, concerts and the citys architectural masterpieces. Focus on turn-of-the-century Vienna and the shift from the late-19th-century romanticism of the declining Habsburg Empire to an unprecedented modernism in all the arts, including architecture (Loos) and music (Schonberg), as well as psychology (Freud), science (Mach) and philosophy (Wittgenstein). Taught in English. GE: ALS-A, HWC. Offered alternate Interims.","",NA,"['Karen R. Achberger']",200,"","Arts in Vienna","",245,"False","False","",2,"C",20052,"","","Research",2005,24
"100",11407,1,522,"['GERM']","GE: FOL-G.","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20052,"","Internship","Research",2005,0
"101",11408,1,523,"['GERM']","","",NA,"['Staff']",200,"","IS/","",298,"False","False","",2,"O",20052,"","Independent Study","Research",2005,0
"102",11409,1,529,"['GERM']","GE: FOL-G.","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20052,"","Internship","Research",2005,0
"103",11410,1,530,"['GERM']","","",NA,"['Staff']",300,"","IR/","",398,"False","False","",2,"O",20052,"","Independent Research","Research",2005,0
"104",11411,1,532,"['GCON']","Students explore the Greek and Hebrew legacies in Roman society and in the New Testament, discussing various attempts to find personal fulfillment in political life, in stoicism and epicureanism and in the teachings of Christ and St. Paul. Students read works by Cicero, Horace, Virgil, Epictetus, the writers of the New Testament and study the artistry of Roman sculpture. Offered only in Interim.","",NA,"['Elizabeth C. Galbraith']",100,"['SH 001']","Romans & Christians","",115,"False","False","A",2,"C",20052,"['M-F 0100-0300PM']","The Tradition Continuing: The Romans and the Christians","Research",2005,20
"105",11412,1,532,"['GCON']","Students explore the Greek and Hebrew legacies in Roman society and in the New Testament, discussing various attempts to find personal fulfillment in political life, in stoicism and epicureanism and in the teachings of Christ and St. Paul. Students read works by Cicero, Horace, Virgil, Epictetus, the writers of the New Testament and study the artistry of Roman sculpture. Offered only in Interim.","",NA,"['Jeanine Grenberg']",100,"['SH 002']","Romans & Christians","",115,"False","False","B",2,"C",20052,"['M-F 0100-0300PM']","The Tradition Continuing: The Romans and the Christians","Research",2005,19
"106",11413,1,532,"['GCON']","Students explore the Greek and Hebrew legacies in Roman society and in the New Testament, discussing various attempts to find personal fulfillment in political life, in stoicism and epicureanism and in the teachings of Christ and St. Paul. Students read works by Cicero, Horace, Virgil, Epictetus, the writers of the New Testament and study the artistry of Roman sculpture. Offered only in Interim.","",NA,"['Anthony J. Rudd']",100,"['SH 003']","Romans & Christians","",115,"False","False","C",2,"C",20052,"['M-F 0100-0300PM']","The Tradition Continuing: The Romans and the Christians","Research",2005,19
"107",11414,1,532,"['GCON']","Students explore the Greek and Hebrew legacies in Roman society and in the New Testament, discussing various attempts to find personal fulfillment in political life, in stoicism and epicureanism and in the teachings of Christ and St. Paul. Students read works by Cicero, Horace, Virgil, Epictetus, the writers of the New Testament and study the artistry of Roman sculpture. Offered only in Interim.","",NA,"['Karen Cherewatuk']",100,"['SH 001']","Romans & Christians","",115,"False","False","D",2,"C",20052,"['M-F 1040-1240PM']","The Tradition Continuing: The Romans and the Christians","Research",2005,19
"108",11415,1,532,"['GCON']","Students explore the Greek and Hebrew legacies in Roman society and in the New Testament, discussing various attempts to find personal fulfillment in political life, in stoicism and epicureanism and in the teachings of Christ and St. Paul. Students read works by Cicero, Horace, Virgil, Epictetus, the writers of the New Testament and study the artistry of Roman sculpture. Offered only in Interim.","",NA,"['Bryn Geffert']",100,"['SH 002']","Romans & Christians","",115,"False","False","E",2,"C",20052,"['M-F 1040-1240PM']","The Tradition Continuing: The Romans and the Christians","Research",2005,18
"109",11416,1,532,"['GCON']","Students explore the Greek and Hebrew legacies in Roman society and in the New Testament, discussing various attempts to find personal fulfillment in political life, in stoicism and epicureanism and in the teachings of Christ and St. Paul. Students read works by Cicero, Horace, Virgil, Epictetus, the writers of the New Testament and study the artistry of Roman sculpture. Offered only in Interim.","",NA,"['Margaret Odell']",100,"['SH 003']","Romans & Christians","",115,"False","False","F",2,"C",20052,"['M-F 1040-1240PM']","The Tradition Continuing: The Romans and the Christians","Research",2005,21
"110",11417,1,543,"['GREEK']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20052,"","","Research",2005,0
"111",11418,1,544,"['GREEK']","","",NA,"['Staff']",200,"","IS/","",298,"False","False","",2,"O",20052,"","Independent Study","Research",2005,0
"112",11419,1,550,"['GREEK']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20052,"","","Research",2005,0
"113",11420,1,551,"['GREEK']","","",NA,"['Staff']",300,"","IR/","",398,"False","False","",2,"O",20052,"","Independent Research","Research",2005,0
"114",11421,1,566,"['HIST']","","",NA,"['Todd W. Nichol']",100,"['OM 015']","Norwegian/Am Exper","First-Year students only",169,"False","False","",2,"X",20052,"['M-F 1040-1240PM']","","Research",2005,0
"115",11423,1,601,"['HIST']","","",NA,"['J. L. Carrington']",200,"['HH 307']","Wmn/Early Mod Europe","",238,"False","False","",2,"O",20052,"['M-F 0100-0300PM']","","Research",2005,26
"116",11424,1,606,"['HIST']","This course examines the history of 20th-century Cuba, especially the 1959 revolution and its aftermath. We will study the transformation of Cuban political culture, the obstacles to economic and agrarian reform, education, the role of women, human rights, U.S. policies toward Cuba and the future of Cuba after the breakup of the Soviet Union. The role of charismatic leadership in Latin America and the possibilities for revolutionary changes in the Americas are also examined. Offered periodically during Interim.","",NA,"['Jeane DeLaney']",200,"['HH 301']","20th Century Cuba","",243,"False","False","",2,"O",20052,"['M-F 0100-0300PM']","20th-Century Cuba","Research",2005,31
"117",11426,1,622,"['HIST']","","",NA,"['Steven C. Hahn']",200,"['HH 501']","Reel Am/History/Film","",290,"False","False","",2,"C",20052,"['M-F 0100-0300PM']","","Research",2005,35
"118",11427,1,624,"['HIST']","","",NA,"['Robert Entenmann']",200,"","Academic Internship","",294,"True","False","",2,"O",20052,"","Internship","Research",2005,1
"119",11428,1,625,"['HIST']","","",NA,"['Christopher L. Chiappari']",200,"","IS/Mexican Religions","",298,"False","False","",2,"O",20052,"","Independent Study","Research",2005,1
"120",11429,1,640,"['HIST']","","",NA,"['Steven C. Hahn']",300,"","Academic Internship","",394,"True","False","",2,"O",20052,"","Internship","Research",2005,2
"121",11430,1,642,"['HIST']","","",NA,"['Eric J. Fure-Slocum']",300,"","IR/Public Health - Mpls","",398,"False","False","",2,"O",20052,"","Independent Research","Research",2005,1
"126",11435,1,653,"['FAMST']","","",NA,"['Jumi Hayaki']",200,"","Academic Internship","",294,"True","False","",2,"O",20052,"","Internship","Research",2005,1
"127",11436,1,654,"['FAMST']","","",NA,"['Staff']",200,"","IS/","",298,"False","False","",2,"O",20052,"","Independent Study","Research",2005,0
"128",11437,1,656,"['FAMST']","","",NA,"['Naurine Lennox']",300,"","Academic Internship","",394,"True","False","",2,"O",20052,"","","Research",2005,1
"129",11438,1,657,"['FAMST']","","",NA,"['Staff']",300,"","IR/","",398,"False","False","",2,"O",20052,"","","Research",2005,0
"130",11439,1,686,"['IS']","","",NA,"['James Farrell']",200,"","Academic Internship","",294,"True","False","",2,"O",20052,"","","Research",2005,1
"131",11440,1,687,"['IS']","","",NA,"['Staff']",200,"","IS/","",298,"False","False","",2,"O",20052,"","","Research",2005,0
