"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"249",106700,1,532,"['GCON']","Students explore the Greek and Hebrew legacies in Roman society and in the New Testament, discussing various attempts to find personal fulfillment in political life, in stoicism and Epicureanism, and in the teachings of Christ and St. Paul. Students read works by Cicero, Horace, Virgil, Epictetus, the writers of Christian scripture and study the artistry of Roman portraiture. Offered during Interim. Counts toward ancient studies major. Prerequisite: GCON 113.","['BTS-B', 'WRI']",NA,"","['Douglas J. Casson']",100,"['OM 310']","Romans & Christians","Open to Great Conversations students only.",115,"False","Prerequisite: GCON 113.","F",2,"C",20162,"['M-F 1040-1240PM']","The Tradition Continuing: The Romans and the Christians","Research",2016,0
"253",106718,1,104,"['BIO']","Issues of women's biology including views of the evolving female and biological determinism are examined. Core material covers anatomy, development, the biological basis of gender, reproduction, sexual response, the menstrual cycle and aging, and aspects of women's health such as eating disorders, cancers, and hormonal treatments. Students participate in significant amounts of group work and oral presentation. The course is open to both men and women. Offered during Interim. Counts toward women's and gender studies major and concentration.","['IST']",NA,"","['Lisa M. Bowers']",100,"['RNS 410', 'RNS 410']","The Biology of Women","This course has class-year limits.",124,"False","False","",2,"O",20162,"['M-Th 1040-1200PM', 'M-Th 0100-0300PM']","","Research",2016,0
"261",106736,1,382,"['ENGL']","Students examine various heroic and trickster figures as manifested in post-colonial literature from Africa, Asia, and the Caribbean, both oral and written, and seek to understand what basic human needs and realities these figures express and fulfill. Counts toward race and ethnic studies major and concentration and Africa and the Americas concentration.","['ALS-L', 'MCG']",NA,"","['Joseph L. Mbele']",100,"['RML 515']","Trickstr/Post-Col Lit","Open to all first-year students. This course has a class-year limit.",108,"False","False","",2,"C",20162,"['M-F 1040-1240PM']","The Hero and the Trickster in Post-Colonial Literature","Research",2016,0
"262",106739,1,339,"['EDUC']","This program provides an opportunity for students to gain direct teaching experience by serving as an intern/paraprofessional for a teacher in a Minneapolis/St. Paul public school. The Interim will heighten students' sensitivities to the complexities of multicultural, urban education and provide exposure to models used to foster educational and personal success in diverse student populations. On/off-campus orientation will be followed by four weeks of full-time work in a classroom with a host teacher and participation in weekly seminars with the college instructor. Reading assignments, journals, and guest speakers will complement the experience. Fulfills EDUC 382: Human Relations requirement. P/N only. Apply through Education Department by Oct.15. Offered during Interim. Counts toward race and ethnic studies major and concentration and American studies major. Prerequisites: EDUC 260 and EDUC 290 or EDUC 330 or permission of instructor.","['MCD']",NA,"","['Rosemary A. Pfarr-Baker']",300,"","Urban Education Practicum & Seminar","Admission by application. Prerequisite: EDUC 330. Only open to seniors and juniors.",379,"True","Prerequisites: EDUC 260 and EDUC 290 or EDUC 330 or permission of instructor.","",2,"C",20162,"","Urban Education Practicum and Seminar","Research",2016,0
"263",106740,1,308,"['EDUC']","In this course, students examine how schools and communities in the Twin Cities interact to provide support and developmental opportunities for school-age children. Through lectures, readings, discussions, field trips, and in-school and co-curricular placements, students gain an understanding and awareness of how race, class, ethnicity, national origin, and gender shape the complex character of urban youth and schools. Students spend one week in orientation activities on campus and two weeks in the Twin Cities. During the time in the Twin Cities, St. Olaf students participate as tutors and classroom assistants during the school day and then assist in various after-school and community programs. The last week of Interim is spent back on campus discussing the experience. Fulfills EDUC 382: Human Relations requirement. P/N only. Open to first-year students. Offered during Interim. Counts toward race and ethnic studies and American studies majors and race and ethnic studies concentration.","['MCD']",NA,"","['Heather Campbell']",100,"","Urban Schools and Communities","Open to first-year students and sophomores only. Admission by interview.",170,"True","False","",2,"C",20162,"","","Research",2016,0
"270",109581,1,30087,"['ASIAN']","This interdisciplinary course explores principles and approaches in second language learning and teaching with the focus on Asian languages. Through debunking myths in second language learning, students will learn key factors affecting second language learning and effective language learning strategies. Skills in teaching a second language in Asian context are also discussed. However, this course focuses on the research and theoretical understanding of language acquisition rather than on pedagogical methods of language teaching. Counts toward Asian studies major and Asian studies, China studies, Japan studies, and linguistic studies concentrations. Prerequisite: one year of foreign language learning or equivalent.","['HBS', 'ORC']",NA,"","['Ying Zhou']",200,"['TOH 316']","Second Lang Learning/Asian Context","",282,"False","Prerequisite: one year of foreign language learning or equivalent.","",2,"C",20162,"['M-F 1040-1240PM']","Second Language Acquisition and Pedagogy in an Asian Context","Research",2016,0
"271",109582,1,78,"['ASIAN']","This course examines major cultures of Asia from interdisciplinary and comparative perspectives with attention to theories of human behavior. Themes vary from year to year.","['MCG']",NA,"","['Eric R. Becklin']",100,"['TOH 114']","Asian Cultures","",121,"False","False","",2,"O",20162,"['M-F 0800-1000']","Asian Cultures in Comparative Perspectives","Research",2016,0
"274",109585,1,150,"['BIO']","Intensive study of the biology that created the Bahamas and that now constitutes the living structure of these islands. Staying at the Gerace Research Center provides access to a diversity of marine and terrestrial habitats including coral reefs, seagrass beds, mangrove forests, hypersaline ponds, limestone caverns, and the ""blue-holes"" that connect inland waterways to the sea.The Gerace Research Center is located on San Salvador Island. Offered during Interim. Counts toward Biology major. Prerequisite: BIO 150, or BIO 126, or permission of instructor.","['SPM']",NA,"","['Jean C. Porterfield']",200,"","Island Biology in Bahamas","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",287,"False","Prerequisite: BIO 150, or BIO 126, or permission of instructor.","",2,"C",20162,"","Island Biology in the Bahamas","Research",2016,0
"279",109591,1,384,"['ENGL']","This course introduces students to poetry from a range of perspectives including, but not limited to the poet's life; the application of categories of analysis such as race, gender, and nationality; poetry as literary craft; and the aesthetic appreciation of poems. To experience the literary medium of poetry in the fullest sense, students are required to write about, memorize, orally interpret/recite, and compose their own poetry.","['ALS-L', 'ORC']",NA,"","['Juliet Patterson']",100,"['RML 421']","Intro to Poetry","Open to all first-year students. This course has class-year limits.",123,"False","False","",2,"C",20162,"['M-F 1040-1240PM']","Introduction to Poetry","Research",2016,0
"286",109600,1,606,"['HIST']","This course examines the history of modern Cuba, especially the 1959 revolution and its aftermath. Students study the transformation of Cuban political culture, the obstacles to economic and agrarian reform, education, the role of women, human rights, U.S. policies toward Cuba, and the future of Cuba after the breakup of the Soviet Union. The role of charismatic leadership in Latin America and the possibilities for revolutionary changes in the Americas are also examined. Offered periodically during Interim. Counts toward Latin American studies major and concentration.","['MCG']",NA,"","['Jeane DeLaney']",200,"['RML 421']","Revolutionary Cuba","",243,"False","False","",2,"O",20162,"['M-F 0100-0300PM']","20th-Century Cuba","Research",2016,0
"288",109602,1,27056,"['HIST']","The course explores how people view Africa and the contested discourse on the meaning of ""Africa"" with special emphasis on sub-Sarahan Africa. Through lectures, discussion, and analysis of primary sources, students examine Africa's past in terms of material and social change; how the ordinary and the privileged made their world; economic and religious revolutions; responses to colonial encroachment and rule; and independence. No prior study of Africa necessary. Offered annually. Counts toward Africa and the Americas concentration.","['MCG']",NA,"","['Abdulai Iddrisu']",200,"['CHM 239']","Intro to African History","",291,"False","False","",2,"O",20162,"['M-F 1040-1240PM']","Introduction to African History","Research",2016,0
"294",109610,1,27679,"['PHIL']","This course analyzes issues concerning race and social justice from the perspective of normative ethical frameworks and various theories of value. Students investigate, interpret, and critique both intellectual foundations and reasons for endorsement of the various approaches to study in grace and social justice. Students pay critical attention tohow the black intellectual tradition understands the meanings and moral implications of such ideas. Offered periodically during Interim. Counts toward race and ethnic studies major and concentration. Prerequisite: BTS-T or permission of instructor.","['EIN']",NA,"","['Kathryn R. Swanson']",200,"['CHM 224']","Race and Social Justice","Prerequisite: Completion of BTS-T or permission of instructor. Open only to seniors and juniors during web registration.",255,"False","Prerequisite: BTS-T or permission of instructor.","",2,"C",20162,"['M-F 1040-1240PM']","","Research",2016,0
"295",109612,1,1132,"['PSCI']","How do the peoples of Latin America participate politically? How do domestic politics interact with national and international economics? How do states treat challenges posed by migration and by desires for ""modernization"" and democracy in a context of authoritarian legacy and debt? Students examine how Latin American politics work, focusing on Mexico, parts of Central America, the Caribbean, the Andean Region, and the Southern Cone. Counts toward Latin American studies major and concentration and management studies concentration.","['MCG']",NA,"","['Anthony Pahnke']",200,"['TOH 312']","Latin American Politics","",264,"False","False","",2,"C",20162,"['M-F 0100-0300PM']","","Research",2016,0
"302",109626,1,1334,"['SPAN']","This topics course explores a Spanish peninsular cultural, literary, and/or linguistic theme from a base in Spain through analysis and discussion of texts, guest lectures, excursions to appropriate cultural sites, field research, and related experiential activities. Sample topics include: Christians, Jews and Muslims in Spain, and Spain's Autonomous Communities, Spain's Multilingual and Multicultural Landscape. Taught in Spanish. Counts toward Latin American studies major. Prerequisite: SPAN 250.","['ORC']",NA,"","['Maggie Broner']",200,"","Spain's Cult/Ling","Not open to first-year students. This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",270,"False","Prerequisite: SPAN 250.","",2,"C",20162,"","Spain's Cultural and Linguistic Legacy","Research",2016,0
"303",109627,1,25614,"['SWRK']","Students study historical and contemporary realities of race, social class, health, welfare,and human rights in South Africa. This dynamic society provides unique opportunities to study the challenges and successes of inclusion, respect, and reconciliation in the post-Apartheid era. Students travel to three regions and meet with public, private, and community-based organizations. Special emphasis is on the status of women and children. Offered periodically during Interim. Counts toward Africa and the Americas and family studies concentrations. Prerequisite: one course in political science, sociology/anthropology, social work, economics, psychology, family studies, or women's and gender studies.","['MCG']",NA,"R","['Mary Carlsen']",200,"","Social Realities S Africa","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",280,"False","Prerequisite: one course in political science, sociology/anthropology, social work, economics, psychology, family studies, or women's and gender studies.","",2,"C",20162,"","Social Realities in South Africa","Research",2016,0
"311",110087,1,26169,"['WMGST']","Required for the women's and gender studies major and concentration, this course introduces students to the concept of gender as a category of analysis. It is designed for students who seek a fuller understanding of themselves as women and men and a wider knowledge of the experiences and achievements of women. Offered each semester. Counts toward American studies major and educational studies concentration.","",NA,"","['Anna Kuxhausen']",100,"['TOH 108']","Intro Womens/Gender St","This course does NOT satisfy a WRI requirement. This course has class-year limits.",121,"False","False","",2,"C",20162,"['M-F 1040-1240PM']","Introduction to Women's and Gender Studies","Research",2016,0
