"","clbid","credits","crsid","departments","halfcredit","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","type","year","enrolled"
"20",24254,1,66,"['ART']",NA,"['Matthew Rohn']",200,"['FH SEM']","Topics in Art History",275,"False","False","",3,"O",19983,"['TTh 0120-0245PM']","Topic",1998,3
"21",24255,1,69,"['ART']",NA,"['Wendell Arneson']",200,"","IS/Color and Portrait",298,"False","False","",3,"O",19983,"","Research",1998,1
"22",24256,1,69,"['ART']",NA,"['Thomas Jacobsen']",200,"","IS/Computer Animation",298,"False","False","A",3,"O",19983,"","Research",1998,1
"23",24257,1,69,"['ART']",NA,"['Ron Gallas']",200,"","IS/Salt Fired Ceramic",298,"False","False","B",3,"O",19983,"","Research",1998,1
"24",24258,1,69,"['ART']",NA,"['Ron Gallas']",200,"","IS/Wheel Ceramics",298,"False","False","C",3,"O",19983,"","Research",1998,1
"25",24259,1,69,"['ART']",NA,"['Ron Gallas']",200,"","IS/Figurative Ceramic",298,"False","False","D",3,"O",19983,"","Research",1998,1
"26",24260,1,69,"['ART']",NA,"['Ron Gallas']",200,"","IS/Stoneware Pottery",298,"False","False","E",3,"O",19983,"","Research",1998,1
"27",24261,1,1513,"['ART']",NA,"['Irve Dell']",300,"['FH 18']","Sculpture II",333,"False","False","",3,"O",19983,"['Th 1145-0245PM']","Research",1998,3
"28",24262,1,1514,"['ART']",NA,"['John Saurer']",300,"['FH 40']","Figure Drawing II",342,"False","False","",3,"O",19983,"['MWF 0800-1000']","Research",1998,2
"29",24263,1,71,"['ART']",NA,"['Staff']",300,"['FH 01']","Senior Studies-Studio",393,"False","False","",3,"O",19983,"['Th 0700-1000PM']","Research",1998,42
"30",24264,1,74,"['ART']",NA,"['Matthew Rohn']",300,"['FH SEM']","Sr Studies-Art Hist",395,"False","False","",3,"O",19983,"['TTh 0120-0245PM']","Research",1998,7
"31",24265,1,75,"['ART']",NA,"['Ron Gallas']",300,"","IR/Japanese Ceramic V",398,"False","False","",3,"O",19983,"","Research",1998,1
"32",24266,1,75,"['ART']",NA,"['Irve Dell']",300,"","IR/Video/Install/Docu",398,"False","False","A",3,"O",19983,"","Research",1998,1
"33",24267,1,75,"['ART']",NA,"['Irve Dell']",300,"","IR/Steam Bending",398,"False","False","B",3,"O",19983,"","Research",1998,1
"34",24268,1,78,"['ASIAN']",NA,"['Bruce Dalgaard']",100,"['L 577']","Asian Cultures",121,"False","False","",3,"O",19983,"['TTh 0935-1100']","Research",1998,27
"35",24269,1,94,"['ASIAN']",NA,"['Phyllis Hyland Larson']",200,"","IS/Asia: Gendr & Media",298,"False","False","",3,"O",19983,"","Research",1998,1
"36",24270,1,97,"['ASIAN']",NA,"['Robert Entenmann']",300,"","IR/Japanese Americans",398,"False","False","",3,"O",19983,"","Research",1998,1
"37",24271,1,97,"['ASIAN']",NA,"['Phyllis Hyland Larson']",300,"","IR/Comp in Japn IDiom",398,"False","False","A",3,"O",19983,"","Research",1998,1
"38",24272,1,100,"['BIO']",NA,"['David Van Wylen']",100,"['SC 280', 'SC 273']","Biological Science",121,"False","False","A",3,"O",19983,"['MWF 0905-1000', 'T 0800-1000']","Research",1998,23
"39",24273,1,100,"['BIO']",NA,"['David Van Wylen']",100,"['SC 280', 'SC 273']","Biological Science",121,"False","False","B",3,"C",19983,"['MWF 0905-1000', 'T 1145-0145PM']","Research",1998,24
"40",24274,1,100,"['BIO']",NA,"['David Van Wylen']",100,"['SC 280', 'SC 273']","Biological Science",121,"False","False","C",3,"O",19983,"['MWF 0905-1000', 'T 0300-0500PM']","Research",1998,23
"41",24275,1,108,"['BIO']",NA,"['Charles Jr. Umbanhowar']",100,"['SC 278', 'SC 211']","Organismic Biology",126,"False","False","A",3,"O",19983,"['MWF 0800-0855', 'M 1255-0325PM']","Research",1998,22
"42",24276,1,108,"['BIO']",NA,"['Charles Jr. Umbanhowar']",100,"['SC 278', 'SC 211']","Organismic Biology",126,"False","False","B",3,"O",19983,"['MWF 0800-0855', 'T 0300-0530PM']","Research",1998,22
"43",24277,1,108,"['BIO']",NA,"['Charles Jr. Umbanhowar']",100,"['SC 278', 'SC 211']","Organismic Biology",126,"False","False","C",3,"O",19983,"['MWF 0800-0855', 'Th 0300-0530PM']","Research",1998,20
"44",24278,1,108,"['BIO']",NA,"['Michael Swift']",100,"['SC 278', 'SC 211']","Organismic Biology",126,"False","False","D",3,"C",19983,"['MWF 1045-1140', 'T 0800-1030']","Research",1998,25
"45",24279,1,108,"['BIO']",NA,"['Michael Swift']",100,"['SC 278', 'SC 211']","Organismic Biology",126,"False","False","E",3,"C",19983,"['MWF 1045-1140', 'T 1145-0215PM']","Research",1998,24
"46",24280,1,108,"['BIO']",NA,"['Michael Swift']",100,"['SC 278', 'SC 211']","Organismic Biology",126,"False","False","F",3,"O",19983,"['MWF 1045-1140', 'Th 0800-1030']","Research",1998,22
"47",24281,1,108,"['BIO']",NA,"['Diane K. Angell']",100,"['SC 278', 'SC 211']","Organismic Biology",126,"False","False","G",3,"O",19983,"['MWF 1150-1245PM', 'W 1255-0325PM']","Research",1998,19
"48",24282,1,108,"['BIO']",NA,"['Diane K. Angell']",100,"['SC 278', 'SC 211']","Organismic Biology",126,"False","False","H",3,"C",19983,"['MWF 1150-1245PM', 'Th 1145-0215PM']","Research",1998,25
"49",24283,1,108,"['BIO']",NA,"['Diane K. Angell']",100,"['SC 278', 'SC 211']","Organismic Biology",126,"False","False","I",3,"O",19983,"['MWF 1150-1245PM', 'F 0200-0430PM']","Research",1998,23
"50",24284,1,119,"['BIO']",NA,"['Kristen Pritchard']",200,"['SC 280', 'SC 263']","Microbiology",231,"False","False","A",3,"O",19983,"['MWF 1150-1245PM', 'T 1200-0300PM']","Research",1998,18
"51",24285,1,119,"['BIO']",NA,"['Kristen Pritchard']",200,"['SC 280', 'SC 263']","Microbiology",231,"False","False","B",3,"C",19983,"['MWF 1150-1245PM', 'W 0200-0500PM']","Research",1998,27
"52",24286,1,119,"['BIO']",NA,"['Kristen Pritchard']",200,"['SC 280', 'SC 263']","Microbiology",231,"False","False","C",3,"C",19983,"['MWF 1150-1245PM', 'Th 0120-0420PM']","Research",1998,26
"53",24287,1,122,"['BIO']",NA,"['Paul Cabe']",200,"['SC 280', 'SC 229']","Intermediate Genetics",233,"False","False","A",3,"O",19983,"['MWF 1045-1140', 'W 1255-0355PM']","Research",1998,12
"54",24288,1,122,"['BIO']",NA,"['Paul Cabe']",200,"['SC 280', 'SC 229']","Intermediate Genetics",233,"False","False","B",3,"O",19983,"['MWF 1045-1140', 'Th 0800-1100']","Research",1998,22
"55",24289,1,122,"['BIO']",NA,"['Paul Cabe']",200,"['SC 280', 'SC 229']","Intermediate Genetics",233,"False","False","C",3,"O",19983,"['MWF 1045-1140', 'Th 0200-0500PM']","Research",1998,18
"56",24290,1,134,"['BIO']",NA,"['John Giannini']",200,"['SC 274', 'SC 227']","Plant Physiology",251,"False","False","A",3,"O",19983,"['MWF 1045-1140', 'M 1255-0355PM']","Research",1998,8
"57",24291,1,134,"['BIO']",NA,"['John Giannini']",200,"['SC 274', 'SC 227']","Plant Physiology",251,"False","False","B",3,"O",19983,"['MWF 1045-1140', 'T 0120-0420PM']","Research",1998,10
"58",24292,1,139,"['BIO']",NA,"['Kathleen L. Shea']",200,"['SC 278', 'SC 248']","Ecological Principles",261,"False","False","A",3,"C",19983,"['MWF 0905-1000', 'T 0800-1030']","Research",1998,19
"59",24293,1,139,"['BIO']",NA,"['Kathleen L. Shea']",200,"['SC 278', 'SC 248']","Ecological Principles",261,"False","False","B",3,"C",19983,"['MWF 0905-1000', 'T 0120-0350PM']","Research",1998,18
"60",24294,1,139,"['BIO']",NA,"['Kathleen L. Shea']",200,"['SC 278', 'SC 248']","Ecological Principles",261,"False","False","C",3,"C",19983,"['MWF 0905-1000', 'W 0200-0430PM']","Research",1998,18
"61",24295,1,142,"['BIO']",NA,"['Louis Henry Kermott']",200,"['SC 278', 'SC 253']","Comp Vertebrate Anat",266,"False","False","A",3,"O",19983,"['TTh 0800-0925', 'T 0120-0420PM']","Research",1998,21
"62",24296,1,142,"['BIO']",NA,"['Louis Henry Kermott']",200,"['SC 278', 'SC 253']","Comp Vertebrate Anat",266,"False","False","B",3,"O",19983,"['TTh 0800-0925', 'W 0200-0500PM']","Research",1998,19
"63",24297,1,142,"['BIO']",NA,"['Louis Henry Kermott']",200,"['SC 278', 'SC 253']","Comp Vertebrate Anat",266,"False","False","C",3,"O",19983,"['TTh 0800-0925', 'Th 0120-0420PM']","Research",1998,22
"66",24300,1,153,"['BIO']",NA,"['Lauri Sammartano']",200,"","Academic Internship",294,"True","False","",3,"O",19983,"","Research",1998,1
"67",24301,1,154,"['BIO']",NA,"['Kristen Pritchard']",200,"","IS/Viruses and Cancer",298,"False","False","",3,"O",19983,"","Research",1998,1
"68",24302,1,154,"['BIO']",NA,"['Lauri Sammartano']",200,"","IS/Wmn Aids & Policy",298,"False","False","A",3,"O",19983,"","Research",1998,1
"69",24303,1,159,"['BIO']",NA,"['Lauri Sammartano']",300,"['SC 274', 'SC 229']","Molecular Biology",364,"False","False","",3,"C",19983,"['TTh 0935-1100', 'T 0120-0420PM']","Research",1998,14
"70",24304,1,164,"['BIO']",NA,"['Eric Cole']",300,"['SC 274', 'SC 269']","Developmental Biology",372,"False","False","A",3,"O",19983,"['TTh 1145-0110PM', 'W 1255-0355PM']","Research",1998,10
"71",24305,1,164,"['BIO']",NA,"['Eric Cole']",300,"['SC 274', 'SC 269']","Developmental Biology",372,"False","False","B",3,"O",19983,"['TTh 1145-0110PM', 'Th 0200-0500PM']","Research",1998,11
"72",24306,1,170,"['BIO']",NA,"['Anne Walter']",300,"['SC 130']","Neuroscience Seminar",385,"False","False","",3,"C",19983,"['MW 0200-0400PM']","Research",1998,14
"73",24307,1,174,"['BIO']",NA,"['Louis Henry Kermott']",300,"","Academic Internship",394,"True","False","",3,"O",19983,"","Research",1998,1
"74",24308,1,175,"['BIO']",NA,"['Charles Jr. Umbanhowar']",300,"","IR/P-Testing Lk Seds",398,"False","False","",3,"O",19983,"","Research",1998,1
"75",24309,1,175,"['BIO']",NA,"['Louis Henry Kermott']",300,"","IR/Avian Song Behavr",398,"False","False","A",3,"O",19983,"","Research",1998,1
"76",24310,1,175,"['BIO']",NA,"['Lauri Sammartano']",300,"","IR/Uvaintetrahymena",398,"False","False","B",3,"O",19983,"","Research",1998,1
"77",24311,1,175,"['BIO']",NA,"['John Giannini']",300,"","IR/Fermentation",398,"False","False","C",3,"O",19983,"","Research",1998,1
"78",24312,1,175,"['BIO']",NA,"['Paul Cabe']",300,"","IR/Adv Molec Tech",398,"False","False","D",3,"O",19983,"","Research",1998,1
"79",24313,1,175,"['BIO']",NA,"['Kathleen L. Shea']",300,"","IR/Forest Ecology",398,"False","False","E",3,"O",19983,"","Research",1998,1
"80",24314,1,175,"['BIO']",NA,"['Anne Walter']",300,"","IR/Surfaces Study",398,"False","False","F",3,"O",19983,"","Research",1998,1
"81",24315,1,175,"['BIO']",NA,"['Eric Cole']",300,"","IR/Cytokenetics",398,"False","False","G",3,"O",19983,"","Research",1998,1
"82",24316,1,175,"['BIO']",NA,"['Eric Cole']",300,"","IR/The Bcd Mutation",398,"False","False","H",3,"O",19983,"","Research",1998,1
"83",24317,1,175,"['BIO']",NA,"['John Giannini']",300,"","IR/Stem Cell Charac",398,"False","False","I",3,"O",19983,"","Research",1998,1
"84",24318,1,182,"['CHEM']",NA,"['George L. Hardgrove']",100,"['SC 378']","Fundamentls of Chem",111,"False","False","",3,"C",19983,"['TTh 0935-1100']","Research",1998,24
"86",24320,1,194,"['CHEM']",NA,"['Susan Green']",100,"['SC 378']","Chemical Reactions",126,"False","False","A",3,"O",19983,"['MWF 0800-0855']","Research",1998,51
"88",24322,1,194,"['CHEM']",NA,"['Beth Abdella']",100,"['SC 378']","Chemical Reactions",126,"False","False","B",3,"O",19983,"['MWF 0905-1000']","Research",1998,51
"90",24324,1,194,"['CHEM']",NA,"['Robert Hanson']",100,"['SC 378']","Chemical Reactions",126,"False","False","C",3,"O",19983,"['MWF 1045-1140']","Research",1998,55
"92",24326,1,194,"['CHEM']",NA,"['Robert Hanson']",100,"['SC 378']","Chemical Reactions",126,"False","False","D",3,"O",19983,"['MWF 1150-1245PM']","Research",1998,41
"98",24332,1,197,"['CHEM']",NA,"['Wesley Pearson']",200,"['SC 282']","Organic Chemistry",248,"False","False","A",3,"O",19983,"['MWF 0800-0855']","Research",1998,61
"99",24333,1,197,"['CHEM']",NA,"['Gary O. Spessard']",200,"['SC 282']","Organic Chemistry",248,"False","False","B",3,"O",19983,"['MWF 0905-1000']","Research",1998,37
"105",24339,1,201,"['CHEM']",NA,"['John Walters']",200,"['SC 374']","Analytical Chem",255,"False","False","",3,"C",19983,"['TTh 0935-1100']","Research",1998,32
"110",24344,1,207,"['CHEM']",NA,"['George L. Hardgrove']",300,"['SC 374']","Physical Chemistry",371,"False","False","",3,"O",19983,"['MWF 1045-1140']","Research",1998,21
"114",24348,1,218,"['CHEM']",NA,"['Jeffrey Dahlseid']",300,"['SC 374']","Biochemistry II",385,"False","False","",3,"O",19983,"['MWF 0905-1000']","Research",1998,9
"115",24349,1,219,"['CHEM']",NA,"['Paul Fischer']",300,"['SC 374']","Adv Inorganic Chem",386,"False","False","",3,"O",19983,"['MWF 1150-1245PM']","Research",1998,15
"116",24350,1,220,"['CHEM']",NA,"['Gary O. Spessard']",300,"['SC 310']","Adv Organic Chemistry",388,"False","False","",3,"O",19983,"['TTh 0800-0925']","Research",1998,8
"117",24351,1,223,"['CHEM']",NA,"['Jeffrey Dahlseid']",300,"","IR/Biochemistry",398,"False","False","",3,"O",19983,"","Research",1998,1
"118",24352,1,230,"['CLASS']",NA,"['Gwendolyn Compton-Engle']",200,"['M 31']","Golden Age Greece-Tr",243,"False","False","",3,"O",19983,"['TTh 1145-0110PM']","Research",1998,23
"119",24353,1,239,"['CHIN']",NA,"['Richard Bodman']",100,"['M 1']","Beginning Chinese II",112,"False","False","A",3,"O",19983,"['MWF 0905-1000']","Research",1998,14
"121",24355,1,239,"['CHIN']",NA,"['Pin Pin Wan']",100,"['M 30']","Beginning Chinese II",112,"False","False","B",3,"O",19983,"['MWF 0905-1000']","Research",1998,6
"123",24357,1,243,"['CHIN']",NA,"['Pin Pin Wan']",200,"['M 2']","Intermed Chinese II",232,"False","False","",3,"O",19983,"['MWF 1045-1140']","Research",1998,8
"125",24359,1,247,"['CHIN']",NA,"['Pin Pin Wan']",200,"['M 36']","Chinese Drama & Film",256,"False","False","",3,"O",19983,"['MWF 1150-1245PM']","Research",1998,4
"126",24360,1,252,"['CHIN']",NA,"['Pin Pin Wan']",300,"","IR/Modern Chinese Lit",398,"False","False","",3,"O",19983,"","Research",1998,1
"127",24361,1,259,"['ECON']",NA,"['Edward David Emery']",100,"['H 301']","Principles of Econ",121,"False","False","A",3,"C",19983,"['MWF 1150-1245PM']","Research",1998,30
"128",24362,1,259,"['ECON']",NA,"['Mary Ann Emery']",100,"['SC 182']","Principles of Econ",121,"False","False","B",3,"C",19983,"['TTh 0935-1100']","Research",1998,32
"129",24364,1,259,"['ECON']",NA,"['Mark Pernecky']",100,"['H 317']","Principles of Econ",121,"False","False","D",3,"O",19983,"['MWF 0200-0255PM']","Research",1998,23
"130",24365,1,265,"['ECON']",NA,"['Bruce Dalgaard']",200,"['H 317']","Econ & Business Hist",234,"False","False","",3,"C",19983,"['TTh 1145-0110PM']","Research",1998,31
"131",24367,1,271,"['ECON']",NA,"['Paul Wojick']",200,"['L 421']","History Econ Thought",247,"False","False","",3,"C",19983,"['MWF 1150-1245PM']","Research",1998,37
"132",24368,1,272,"['ECON']",NA,"['Steve Soderlind']",200,"['H 301']","Urban Economics",249,"False","False","",3,"C",19983,"['TTh 0120-0245PM']","Research",1998,36
"133",24369,1,274,"['ECON']",NA,"['Mark Pernecky']",200,"['H 317']","Macroeconomic Theory",261,"False","False","A",3,"C",19983,"['MWF 0905-1000']","Research",1998,26
"134",24370,1,274,"['ECON']",NA,"['Mark Pernecky']",200,"['H 413']","Macroeconomic Theory",261,"False","False","B",3,"C",19983,"['MWF 1045-1140']","Research",1998,29
"135",24371,1,275,"['ECON']",NA,"['Edward David Emery']",200,"['H 302']","Microeconomic Theory",262,"False","False","A",3,"O",19983,"['MWF 0800-0855']","Research",1998,22
"136",24372,1,275,"['ECON']",NA,"['Edward David Emery']",200,"['H 302']","Microeconomic Theory",262,"False","False","B",3,"C",19983,"['MWF 0905-1000']","Research",1998,25
"137",24373,1,276,"['ECON']",NA,"['Kathy C. Thomforde']",200,"","Academic Internship",294,"True","False","",3,"O",19983,"","Research",1998,1
"138",24374,1,277,"['ECON']",NA,"['Bruce Dalgaard']",200,"","IS/Entrepreneurship",298,"False","False","",3,"O",19983,"","Research",1998,3
"139",24375,1,277,"['ECON']",NA,"['Mary Ann Emery']",200,"","IS/Business Ventures",298,"False","False","A",3,"O",19983,"","Research",1998,1
"140",24376,1,277,"['ECON']",NA,"['Bruce Dalgaard']",200,"","IS/Entrepreneurial",298,"False","False","B",3,"O",19983,"","Research",1998,1
"141",24377,1,277,"['ECON']",NA,"['Steve Soderlind']",200,"","IS/Non-Profit Orgs",298,"False","False","C",3,"O",19983,"","Research",1998,1
"142",24378,1,277,"['ECON']",NA,"['Steve Soderlind']",200,"","IS/Entrepreneur Study",298,"False","False","D",3,"O",19983,"","Research",1998,1
"143",24379,1,277,"['ECON']",NA,"['Paul Wojick']",200,"","IS/Entrepreneur Symp",298,"False","False","E",3,"O",19983,"","Research",1998,1
"144",24380,1,277,"['ECON']",NA,"['Paul Wojick']",200,"","IS/Ind Econ",298,"False","False","F",3,"O",19983,"","Research",1998,1
"145",24382,1,283,"['ECON']",NA,"['Staff']",300,"","Senior Project",389,"False","False","",3,"O",19983,"['M 0600-0655PM']","Research",1998,7
"146",24383,1,285,"['ECON']",NA,"['Steve Soderlind']",300,"","IR/Entrepreneur Study",398,"False","False","",3,"O",19983,"","Research",1998,1
"147",24384,1,286,"['ECON']",NA,"['Steve Soderlind']",300,"['M 30']","Seminar",399,"False","False","",3,"C",19983,"['TTh 0935-1100']","Seminar",1998,24
"148",24385,1,1612,"['CSCI']",NA,"['Matthew Richey']",100,"['SC 182']","Principles Comp Sci",172,"False","False","A",3,"O",19983,"['MWF 1150-1245PM']","Research",1998,24
"149",24386,1,1612,"['CSCI']",NA,"['Steven McKelvey']",100,"['SC 182']","Principles Comp Sci",172,"False","False","B",3,"C",19983,"['MWF 0200-0255PM']","Research",1998,27
"150",24387,1,1615,"['CSCI']",NA,"['Richard Brown']",200,"['SC 170']","Software Design & Impl",272,"False","False","",3,"C",19983,"['MWF 1255-0150PM']","Research",1998,37
"154",24391,1,299,"['CSCI']",NA,"['Matthew Richey']",200,"","Academic Internship",294,"True","False","",3,"O",19983,"","Research",1998,1
"155",24392,1,297,"['CSCI']",NA,"['Steven McKelvey']",300,"['SC 310']","Programming Languages",376,"False","False","",3,"O",19983,"['TTh 0935-1100']","Research",1998,17
"156",24393,1,307,"['CSCI']",NA,"['Steven McKelvey']",300,"","IR/Database Design",398,"False","False","",3,"O",19983,"","Research",1998,1
"157",24394,1,307,"['CSCI']",NA,"['Matthew Richey']",300,"","IR/Algorithms in Java",398,"False","False","A",3,"O",19983,"","Research",1998,1
"159",24396,1,311,"['EDUC']",NA,"['Mark Schelske']",200,"['FH 10']","Educ Psychology",290,"False","False","A",3,"C",19983,"['MWF 1045-1140']","Research",1998,31
"160",24397,1,311,"['EDUC']",NA,"['Debra E. Anderson']",200,"['FH 10']","Educ Psychology",290,"False","False","B",3,"O",19983,"['TTh 0800-0925']","Research",1998,22
"161",24398,1,311,"['EDUC']",NA,"['Larry Zimmerman']",200,"['FH 10']","Educ Psychology",290,"False","False","C",3,"O",19983,"['MWF 0905-1000']","Research",1998,24
"162",24399,1,311,"['EDUC']",NA,"['Mark Schelske']",200,"['FH 10']","Educ Psychology",290,"False","False","D",3,"C",19983,"['MWF 1150-1245PM']","Research",1998,35
"163",24400,1,313,"['EDUC']",NA,"['Jim Holden']",200,"","Academic Internship",294,"True","False","",3,"O",19983,"","Research",1998,1
"164",24401,1,314,"['EDUC']",NA,"['Myron L. Solid']",200,"","IS/Esl Teaching",298,"False","False","",3,"O",19983,"","Research",1998,1
"165",24402,1,321,"['EDUC']",NA,"['Myron L. Solid']",300,"['FH 10L']","Principles of Educ",330,"False","False","A",3,"C",19983,"['MWF 0905-1000']","Research",1998,26
"166",24403,1,321,"['EDUC']",NA,"['Jim Holden']",300,"['FH 10']","Principles of Educ",330,"False","False","B",3,"C",19983,"['TTh 0935-1100']","Research",1998,22
"167",24404,1,322,"['EDUC']",NA,"['John Welckle']",300,"['FH 10']","Social Studies Persp",334,"False","False","",3,"O",19983,"['TTh 1145-0110PM']","Research",1998,9
"169",24408,1,325,"['EDUC']",NA,"['Jim Holden']",300,"['FH 10']","Teaching of English",345,"False","False","",3,"O",19983,"['TTh 0120-0245PM']","Research",1998,16
"171",24410,1,327,"['EDUC']",NA,"['Martha Wallace']",300,"['SC 188']","Tchg of Mathematics",350,"False","False","",3,"O",19983,"['TTh 0800-0925']","Research",1998,7
"172",24411,1,329,"['EDUC']",NA,"['Linda Berger']",300,"['CHM 233']","Tchg Music-Elem Schls",355,"False","False","",3,"O",19983,"['TTh 0120-0245PM']","Research",1998,27
"180",24419,1,337,"['EDUC']",2,"['Ann A. Leming']",300,"['FH 10']","The Exceptional Child",376,"False","False","A",3,"C",19983,"['MWF 1255-0150PM']","Research",1998,1
"181",24420,1,337,"['EDUC']",2,"['Ann A. Leming']",300,"['FH 10']","The Exceptional Child",376,"False","False","B",3,"C",19983,"['MWF 0200-0255PM']","Research",1998,1
"186",24425,1,344,"['EDUC']",NA,"['Myron L. Solid']",300,"","Academic Internship",394,"True","False","",3,"O",19983,"","Research",1998,1
"187",24426,1,345,"['EDUC']",NA,"['Mark Schelske']",300,"","IR/Urban Education",398,"False","False","",3,"O",19983,"","Research",1998,1
"217",24456,1,1669,"['ENGL']",NA,"['Colin Wells']",100,"['L 525']","Intr/Literary Studies",125,"False","False","A",3,"C",19983,"['MWF 0200-0255PM']","Research",1998,26
"218",24457,1,1669,"['ENGL']",NA,"['Joan Hepburn']",100,"['L 525']","Intr/Literary Studies",125,"False","False","B",3,"C",19983,"['TTh 0935-1100']","Research",1998,26
"219",24458,1,1669,"['ENGL']",NA,"['Jonathan Hill']",100,"['L 515']","Intr/Literary Studies",125,"False","False","C",3,"C",19983,"['TTh 1145-0110PM']","Research",1998,26
"220",24459,1,1683,"['ENGL']",NA,"['Abby Werlock']",200,"['L 515']","Immigrant Literature",212,"False","False","",3,"C",19983,"['TTh 0120-0245PM']","Research",1998,25
"221",24460,1,397,"['ENGL']",NA,"['Karen Cherewatuk', 'John T. Day']",200,"['L 525']","Lit in Engl to 1650",221,"False","False","",3,"C",19983,"['MW 0905-1000']","Research",1998,50
"226",24465,1,399,"['ENGL']",NA,"['Jonathan Hill', 'Colin Wells']",200,"['L 525']","Lit in Engl 1650-1850",222,"False","False","",3,"C",19983,"['MW 1045-1140']","Research",1998,42
"231",24470,1,401,"['ENGL']",NA,"['Olivia Frey', 'Joan Hepburn']",200,"['L 525']","Lit in Engl 1850-Pres",223,"False","False","",3,"C",19983,"['MF 1255-0150PM']","Research",1998,53
"235",24474,1,388,"['ENGL']",NA,"['David Wee']",200,"['L 515']","Victorian Era",230,"False","False","",3,"C",19983,"['MWF 0200-0255PM']","Research",1998,21
"236",24475,1,407,"['ENGL']",NA,"['Abby Werlock']",200,"['L 515']","50's Beat Generation",238,"False","False","",3,"C",19983,"['TTh 0935-1100']","Topic",1998,30
"237",24476,1,409,"['ENGL']",NA,"['Richard Buckstead']",200,"['L 515']","Amer Lit 1915-1945",240,"False","False","",3,"C",19983,"['MWF 1255-0150PM']","Research",1998,35
"238",24477,1,413,"['ENGL']",NA,"['Jan C. Hill']",200,"['L 420']","Creative Nonfiction",251,"False","False","",3,"C",19983,"['TTh 0935-1100']","Research",1998,18
"239",24478,1,417,"['ENGL']",NA,"['Jan C. Hill']",200,"['L 420']","Journalistic Writing",255,"False","False","",3,"C",19983,"['TTh 0120-0245PM']","Research",1998,16
"240",24479,1,418,"['ENGL']",NA,"['David Wee']",200,"['L 420']","Creative Writing I",257,"False","False","A",3,"C",19983,"['MWF 1045-1140']","Research",1998,18
"241",24480,1,418,"['ENGL']",NA,"['Richard Buckstead']",200,"['L 520']","Creative Writing I",257,"False","False","B",3,"C",19983,"['MWF 0200-0255PM']","Research",1998,18
"242",24481,1,1706,"['ENGL']",NA,"['Jon Eric Nelson']",200,"['L 515']","Detective Fiction",269,"False","False","",3,"C",19983,"['MWF 1045-1140']","Research",1998,26
"243",24483,1,428,"['ENGL']",NA,"['Joan Hepburn']",200,"['L 525']","Studies in Drama",282,"False","False","",3,"C",19983,"['TTh 1145-0110PM']","Research",1998,19
"244",24484,1,432,"['ENGL']",NA,"['Richard DuRocher']",200,"['L 515']","Milton",290,"False","False","",3,"C",19983,"['MWF 0905-1000']","Research",1998,15
"245",24486,1,433,"['ENGL']",NA,"['Mary Titus']",200,"","Academic Internship",294,"True","False","A",3,"O",19983,"","Research",1998,1
"246",24487,1,434,"['ENGL']",NA,"['Joan Hepburn']",200,"","IS/Women of Color Lit",298,"False","False","",3,"O",19983,"","Research",1998,1
"247",24489,1,434,"['ENGL']",NA,"['Carol Holly']",200,"","IS/Toni Morrison",298,"False","False","B",3,"O",19983,"","Research",1998,1
