"","clbid","credits","crsid","departments","description","gereqs","groupid","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"26",57080,1,464,"['ENVST']","","",NA,"['Brett A. Werner']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,4
"27",57081,1,466,"['ENVST']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"28",57082,1,490,"['FREN']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,0
"29",57083,1,494,"['FREN']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"30",57084,1,522,"['GERM']","Students spend four weeks during Interim or summer break interning in Germany. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. Prerequisite: at least one 250-level course.","",NA,"['Staff']",200,"","Academic Internship","",294,"True","Prerequisite: at least one 250-level course.","",2,"O",20072,"","Internship","Research",2007,0
"31",57085,1,529,"['GERM']","Students spend four weeks during Interim or summer break interning in Germany. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. Prerequisite: at least one 270-level course.","",NA,"['Staff']",300,"","Academic Internship","",394,"True","Prerequisite: at least one 270-level course.","",2,"O",20072,"","Internship","Research",2007,0
"32",57086,1,543,"['GREEK']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,0
"33",57087,1,550,"['GREEK']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"34",57088,1,624,"['HIST']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"35",57089,1,640,"['HIST']","","",NA,"['Eric J. Fure-Slocum']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internship","Research",2007,1
"36",57090,1,643,"['HSPST']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,0
"37",57091,1,646,"['HSPST']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"38",57092,1,653,"['FAMST']","","",NA,"['Sharon Powell']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,2
"39",57093,1,656,"['FAMST']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"40",57094,1,686,"['IS']","","",NA,"['Bryn Geffert']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,1
"41",57095,1,691,"['IS']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"42",57096,1,707,"['ID']","","",NA,"['Susan Bauer']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,1
"43",57097,1,709,"['ID']","","",NA,"['Kevin M. Crisp']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,8
"44",57098,1,716,"['LATIN']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,0
"45",57099,1,725,"['LATIN']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"46",57100,1,751,"['MATH']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"47",57101,1,784,"['MGMT']","","",NA,"['Richard Goedde']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,3
"48",57102,1,788,"['MGMT']","","",NA,"['Sian E. Muir']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internship","Research",2007,3
"49",57103,1,795,"['MEDIA']","","",NA,"['Judy Kutulas']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,1
"50",57104,1,797,"['MEDIA']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"51",57105,1,846,"['MUSIC']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"52",57106,1,865,"['MUSIC']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"53",57107,1,917,"['NEURO']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,0
"54",57108,1,919,"['NEURO']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"55",57109,1,931,"['NORW']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"56",57110,1,936,"['NORW']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"57",57111,1,942,"['NURS']","Does not count toward the major.","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"58",57112,1,961,"['NURS']","Does not count toward the major.","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"59",57113,1,985,"['PHIL']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,0
"60",57114,1,992,"['PHIL']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"61",57115,1,1057,"['ESTH']","","",NA,"['William Sean Goldsworthy']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,2
"62",57116,1,1067,"['ESTH']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"63",57117,1,1090,"['PHYS']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"64",57118,1,1100,"['PHYS']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"65",57119,1,1139,"['PSCI']","Internships are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs, and executive agencies.","",NA,"['Anthony Lott']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,2
"66",57120,1,1151,"['PSCI']","Students with ideas for internships are encouraged to approach instructors within the department in order to arrange supervision for credit. For Level III credit students must have successfully completed a Level II internship in the same area. Prerequisite: Political Science 294.","",NA,"['Staff']",300,"","Academic Internship","",394,"True","Prerequisite: Political Science 294.","",2,"O",20072,"","Internship","Research",2007,0
"67",57121,1,1178,"['PSYCH']","","",NA,"['Dana Gross']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,3
"68",57122,1,1188,"['PSYCH']","Internship","",NA,"['Dana Gross']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,1
"69",57123,1,1236,"['REL']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,0
"70",57124,1,1253,"['REL']","","",NA,"['James Hanson']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internship","Research",2007,1
"71",57125,1,1275,"['RUSSN']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,0
"72",57126,1,1279,"['RUSSN']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"73",57127,1,1315,"['SOAN']","","",NA,"['Thomas A. Williamson']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,4
"74",57128,1,1319,"['SOAN']","","",NA,"['Thomas A. Williamson']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"75",57129,1,1341,"['SPAN']","","",NA,"['Luis Guadano Jimenez']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,1
"76",57130,1,1354,"['SPAN']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"77",57131,1,1366,"['SWRK']","","",NA,"['Mary Carlsen']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,4
"78",57132,1,1372,"['SWRK']","","",NA,"['Valerie Thomas']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,1
"79",57133,1,1394,"['THEAT']","Prerequisite: at least three previous courses in department.","",NA,"['Staff']",200,"","Academic Internship","",294,"True","Prerequisite: at least three previous courses in department.","",2,"O",20072,"","Internships","Research",2007,0
"80",57134,1,1400,"['THEAT']","Prerequisite: at least five previous courses in department.","",NA,"['Staff']",300,"","Academic Internship","",394,"True","Prerequisite: at least five previous courses in department.","",2,"O",20072,"","Internship","Research",2007,0
"81",57135,1,1409,"['STAT']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"82",57136,1,1413,"['STAT']","","",NA,"['Julie M. Legler']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internship","Research",2007,1
"83",57137,1,1477,"['WMNST']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","Internships","Research",2007,0
"84",57138,1,1479,"['WMNST']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internships","Research",2007,0
"86",57140,1,1486,"['ARMS']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,0
"87",57141,1,1488,"['ARMS']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"88",57142,1,14,"['AMST']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"90",57144,1,766,"['MATH']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","Internship","Research",2007,0
"91",57145,1,18612,"['AFAM']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,0
"92",57146,1,18614,"['AFAM']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"93",57147,1,18616,"['BMOLS']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,0
"94",57148,1,18618,"['BMOLS']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"95",57149,1,670,"['JAPAN']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"96",57150,1,668,"['JAPAN']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,0
"97",57151,1,18620,"['MEDVL']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,0
"98",57152,1,18622,"['MEDVL']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"99",57153,1,1282,"['RUSST']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20072,"","","Research",2007,0
"100",57154,1,1284,"['RUSST']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20072,"","","Research",2007,0
"101",57160,1,436,"['ENGL']","Students explore specific periods in American literature and examine the relationship between literary texts and movements and their particular cultural, political, and historical contexts. Each offering of this course examines a different literary era and emphasizes specific literary and historical issues. Prerequisites: English 185 plus one additional course of relevant background.","",NA,"['Carol Holly']",300,"['RML 520']","Adv Lit Era: America","",340,"False","Prerequisites: English 185 plus one additional course of relevant background.","",2,"O",20072,"['M-F 1040-1240PM']","Advanced Studies in Literary Eras: American","Topic",2007,13
"102",57161,1,44,"['ART']","This course, designed for students who want to heighten their drawing skills, emphasizes using expressive qualities of drawing by investigating various media, techniques and content. Assignments are both traditional and nontraditional within historical contemporary perspectives. Experimentation is encouraged. Developing a personal visual language is stressed, culminating in the production of a series of drawings that relate thematically. Critical thinking and discussion skills are important. Prerequisites: Art 111 and 112 (or 110), and 113. Materials fee. Offered annually.","",NA,"['Wendell Arneson']",200,"['DC 216', 'DC 216', 'DC 216']","Advanced Drawing","Open to all students.",233,"False","Prerequisites: Art 111 and 112 (or 110), and 113. Materials fee. Offered annually.","",2,"O",20072,"['M-F 0900-1000', 'M-F 1040-1200PM', 'M-F 0100-0300PM']","","Research",2007,19
"103",57166,1,189,"['CHEM']","This course, a continuation of Chemistry 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. Chemistry 121 and 123 together are equivalent in content to Chemistry 125 and are designed to prepare students for Chemistry 126. Prerequisite: Chemistry 121. Offered during Interim.","",NA,"['Beth Abdella']",100,"['SC 378']","Atom/Molec Structure","",123,"False","Prerequisite: Chemistry 121. Offered during Interim.","A",2,"C",20072,"['M-F 1040-1240PM']","Atomic and Molecular Structure","Research",2007,28
"104",57167,1,189,"['CHEM']","This course, a continuation of Chemistry 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. Chemistry 121 and 123 together are equivalent in content to Chemistry 125 and are designed to prepare students for Chemistry 126. Prerequisite: Chemistry 121. Offered during Interim.","",NA,"['Nathaniel J. Schaefle']",100,"['SC 378']","Atom/Molec Structure","",123,"False","Prerequisite: Chemistry 121. Offered during Interim.","B",2,"O",20072,"['M-F 0100-0300PM']","Atomic and Molecular Structure","Research",2007,24
"105",57171,1,1324,"['SPAN']","Students begin learning Spanish through listening, speaking, reading, and writing about topics familiar to them, including family, academic, and social life, in an intercultural context. They reinforce these skills through complementary exercises in the Language Lab. Open only to students with no prior experience in Spanish or who have placed into Spanish 111. Offered only during Interim.","",NA,"['Ariel Strichartz']",100,"['OM 021', 'OM 021']","Beginning Spanish I","This course has class year limits.",111,"False","False","",2,"C",20072,"['M-F 0900-1000', 'M-F 1040-1240PM']","","Research",2007,23
"106",57177,1,106,"['BIO']","This foundation course explores major principles of cellular and molecular biology and is a prerequisite for all Level II biology courses. Emphases include the structural and chemical composition of cells, crucial metabolic pathways, fundamentals of cell division, basic genetics, and the scientific method. Materials integrate concepts with problem-solving. Students are introduced to state-of-the-art library search technologies and scientific writing. Students attend lectures plus one 2.5-hour laboratory per week. Offered Fall Semester and during Interim.","",106,"['Sara E. Fruehling', 'Paul A. Rupp']",100,"['SC 278']","Cell Bio & Genetics","Students in Bio 125 must also register for one lab Bio 125 AL or BL.",125,"False","False","",2,"O",20072,"['M-F 0100-0300PM']","Cellular Biology and Genetics","Research",2007,36
"108",57186,1,232,"['CLASS']","This course introduces students to the history and art of ancient Greece, from the Bronze Age through the archaic, classical and Hellenistic periods. Students visit every major region of Greece, with extended stays in Athens, Heraklion, and Thessaloniki. When not visiting museums and archaeological sites and learning about ancient Greek civilization, students experience modern Greek culture. Offered annually during Interim.","",NA,"['Timothy R. Howe']",200,"","Class Studies Greece","",251,"False","False","",2,"C",20072,"","Classical Studies in Greece","Research",2007,30
"109",57187,1,1338,"['SPAN']","Students analyze patterns of continuity and change in Spain, Latin America, and/or the Hispanic U.S. Using readings from the press, academic sources, and governmental as well as non-governmental documents, students read, discuss, and write about issues at an advanced level of linguistic and analytical sophistication. The course includes study of at least one substantive literary work. Possible themes include love, family and marriage, or crossing borders and the challenges of migration. Taught in Spanish. Prerequisite: Spanish 250.","",NA,"['Gwendolyn Barnes-Karol']",200,"['OM 020']","Contemporary Issues","Open to all students who meet the requirements.",274,"False","Prerequisite: Spanish 250.","",2,"C",20072,"['M-F 1040-0300PM']","Contemporary Issues in the Spanish-Speaking World","Research",2007,15
"110",57200,1,16967,"['FAMST']","This course introduces students to family studies using selected depictions in film and literature as models. Students learn about family functioning and the dynamics that occur inside families that result from outside influences, such as economic and political environments and natural events. Offered during Interim.","",NA,"['Sharon Powell']",100,"['OM 004', 'OM 004']","Families in Film and Lit","",130,"False","False","",2,"C",20072,"['MWF 1040-1240PM', 'MWF 0100-0300PM']","Families in Film and Literature","Research",2007,26
"111",57201,1,17587,"['NURS']","Violence between family members and intimates is recognized as a significant social and public health problem. This course explores the magnitude, causes, and consequences of family violence in America. Students examine the factors predisposing individuals to violence and the institutional and societal responses to the problem. The issue is addressed from health care, legal, religious, and public policy perspectives. Offered during Interim.","",NA,"['Judith Sateren']",100,"['SC 130', 'SC 130']","Family Violence","",130,"False","False","",2,"C",20072,"['MWF 1040-1240PM', 'MW 0100-0300PM']","","Research",2007,27
"112",57215,1,758,"['MATH']","Properties of axiomatic systems are illustrated with finite geometries and applied in a synthetic examination of Euclid's original postulates, well-known Euclidean theorems and non-Euclidean geometries. Euclidean, similarity and affine transformations are studied analytically. These transformations are generalized to obtain results in projective geometry or used to generate fractals in an exploration of fractal geometry. Dynamic geometry software and hands-on labs are used to explore both the transformations and properties of these geometries. Prerequisite: Mathematics 220 and 244 or 252. Offered during Interim.","",NA,"['Kay E. Smith']",300,"['SC 184', 'SC 184']","Geometry","",356,"False","Prerequisite: Mathematics 220 and 244 or 252. Offered during Interim.","",2,"O",20072,"['M-F 1040-1200PM', 'M-F 0100-0300PM']","","Research",2007,17
"113",57223,1,18485,"['SOAN']","This course explores the lives of gay, lesbian, bisexual, and transgender people from several social science perspectives. We'll look at whether gender and sexual orientation (both heterosexual and homosexual) are socially constructed or biologically natural, and what cross-cultural and historical examples can tell us. We'll look at controversies over the family and religious status of GLBT people, why homosexuality has become such a political issue, and movements for change. Offered during Interim.","",NA,"['Bruce Nordstrom-Loeb']",200,"['HH 307']","GLBT Lives and Issues","",246,"False","False","",2,"C",20072,"['M-F 1040-1240PM']","","Research",2007,30
"114",57231,1,1231,"['REL']","This course concentrates on the historical and geographical background of the Bible. Visits to archaeological sites in Galilee, Judea and Jerusalem especially enable students to understand the religious pluralism of ancient Palestine as well as the Jewish roots of Christianity. A secondary emphasis of the course is on the current diversity of worship and piety in Jerusalem. May be repeated if topics are different. Offered during Interim. Offered Interim, 2007-08. Prerequisite: BTS-B.","",NA,"['W. Bruce Benson']",200,"","Histor Geograph Bible","",275,"False","Prerequisite: BTS-B.","",2,"C",20072,"","Historical Geography and the Bible","Research",2007,28
"115",57232,1,704,"['ID']","Students explore health care at a major metropolitan hospital (Lutheran General Hospital, Park Ridge, Ill.), investigating the variety of services designed to treat patients as whole beings -- including pastoral patient care, day care for preschool and elderly, and treatment for substance abuse. Students meet weekly in group seminars in addition to their observations at the hospital and conversations with health care professionals. Prerequisite: apply through instructor before registration. P/N grading only. Offered during Interim.","",NA,"['Wesley Pearson']",200,"","Hospital Health Care","",255,"True","Prerequisite: apply through instructor before registration. P/N grading only. Offered during Interim.","",2,"C",20072,"","Hospital Health Care and the Physician","Research",2007,11
"116",57235,1,1357,"['SWRK']","Students explore service to human beings as a profession, a vocation, and a volunteer commitment. Who needs help? Who helps? Where? How? What motivates people to help? Using the liberal arts as a foundation for helping people, students study career opportunities in areas such as health care, social services, ministry, youth work, and the arts. The class includes lectures, discussions, speakers, and field visits; additional fee. Offered during Interim.","",NA,"['Mary Carlsen']",100,"['BMC 110', 'BMC 110', 'BMC 110']","I Want to Help People","Open to First-Year Students and Sophomores only.",120,"False","False","",2,"C",20072,"['M-Th 0800-1000', 'MTh 1040-1240PM', 'MTh 0100-0300PM']","","Research",2007,21
"117",57236,1,489,"['FREN']","This course provides advanced language work and on-the-spot investigation of French culture, past and present, including theater, film, visual arts, the French court, the medieval cathedral, etc., through background readings and visits to important monuments. Students read, discuss, see and critique plays ranging from the classical to the contemporary. Taught in French Prerequisite: One French 250-level course (two recommended). Offered only during Interim.","",NA,"['Wendy Allen']",200,"","ID French St--Paris","Open to all students who meet the requirements.",275,"False","Prerequisite: One French 250-level course (two recommended). Offered only during Interim.","",2,"C",20072,"","Interdisciplinary French Studies in Paris","Research",2007,10
"118",57237,1,1329,"['SPAN']","Students explore geographic, economic, political and ethnic dimensions of life in Costa Rica by combining intensive course work with such cross-cultural experiences as a homestay in San Jose, field work, visits to sites of cultural interest, and excursions to the Atlantic and Pacific coasts. They consolidate their language skills and continue to develop their skills for analyzing and communicating in Spanish through compositions, oral presentations, and interviews of Costa Ricans. Prerequisite: Spanish 231 or placement. Offered only during Interim.","",NA,"['Maggie Broner']",200,"","Inter Span II-C Rica","",234,"False","Prerequisite: Spanish 231 or placement. Offered only during Interim.","",2,"C",20072,"","Intermediate Spanish II in Costa Rica","Research",2007,22
"119",57238,1,1328,"['SPAN']","Students explore geographic, economic, political, and ethnic dimensions of life in present-day Ecuador by combining intensive course work with such cross-cultural experiences as a homestay in Quito, interactions with students, and field trips to indigenous communities in Otavalo and the Amazon region east of Tena. They consolidate their language skills and continue to develop their skills for analyzing and communicating in Spanish through compositions, oral presentations, and interviews of Ecuadorians. Prerequisite: Spanish 231or placement. Offered only during Interim.","['MCG']",NA,"['Kris A. Cropsey']",200,"","Inter Span II-Ecuador","",233,"False","Prerequisite: Spanish 231or placement. Offered only during Interim.","",2,"C",20072,"","Intermediate Spanish II in Ecuador","Research",2007,22
"120",57243,1,1326,"['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered Fall, Interim, and Spring Semesters.","",NA,"['Barbara Olson']",200,"['OM 031', 'OM 031']","Intermed Spanish I","Open to all students who meet the requirements.",231,"False","Prerequisite: Spanish 112 or placement. Offered Fall, Interim, and Spring Semesters.","",2,"O",20072,"['M-F 1040-1140', 'M-F 0100-0300PM']","Intermediate Spanish I","Research",2007,13
"121",57244,1,455,"['ENVST']","This interdisciplinary seminar uses basic concepts of environmental science to explore global environmental issues. Topics are drawn from recent texts and current periodic literature, and participants will recognize many of the seminar issues from coverage in the media. Because most environmental problems involve issues beyond the science, the seminar examines the economic, political and ethical dimensions of environmental questions and environmental decision-making. Offered every semester.","",NA,"['Michael Swift']",100,"['SC 129', 'SC 130']","Intro: Env Studies","",137,"False","False","",2,"C",20072,"['M-F 1040-1240PM', 'F 0100-0400PM']","Introduction to Environmental Studies","Research",2007,29
"122",57245,1,75,"['ART']","Prerequisites: three courses in area of study.","",NA,"['Nancy M. Thompson']",300,"","IR/Christine de Pizan","",398,"False","Prerequisites: three courses in area of study.","",2,"O",20072,"","Independent Research: Art History","Research",2007,1
"123",57246,1,97,"['ASIAN']","","",NA,"['Staff']",300,"","IR/","",398,"False","False","",2,"O",20072,"","Independent Research","Research",2007,0
"124",57247,1,175,"['BIO']","Independent Research is offered for students dedicated to an in-depth research experience. In conjunction with a faculty supervisor, a student conceives and performs a research project leading to the writng of a major research paper and a poster presentation. Independent research requires permission of a supervisor, a secondary faculty reader of the paper, and completion of an independent research form available at the Registrar's Office or its website.","",NA,"['Staff']",300,"","IR/","",398,"False","False","",2,"O",20072,"","Independent Research","Research",2007,0
