"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"306",97031,1,606,"['HIST']","This course examines the history of modern Cuba, especially the 1959 revolution and its aftermath. Students study the transformation of Cuban political culture, the obstacles to economic and agrarian reform, education, the role of women, human rights, U.S. policies toward Cuba, and the future of Cuba after the breakup of the Soviet Union. The role of charismatic leadership in Latin America and the possibilities for revolutionary changes in the Americas are also examined. Offered periodically in Interim. Counts toward Latin American studies major and concentration.","['MCG']",NA,"","['Jeane DeLaney']",200,"['HH 403']","Revolutionary Cuba","",243,"False","False","",2,"C",20142,"['M-F 0100-0300PM']","20th-Century Cuba","Research",2014,19
"307",97032,1,26720,"['HIST']","Students explore the history and culture of Ghana and examine how people recall slavery and the implications of a constructed concept of slavery. Through primary sources and visits to historic sites, students examine how Africans view slavery; why descendants of slavers and the enslaved rarely discuss slavery; how to transform slave artifacts into storehouses of memory, silences, and fragmentations in history; and how descendants of slaves respond to the burden of such knowledge. Offered during Interim. Counts toward Africa and the Americas and ARMS concentrations.","['MCG', 'ORC']",NA,"","['Staff']",200,"","Slavery in W Africa:Ghana","This is an off-campus course. You will find this course listed in Studio Abroad under its course title. This course has been canceled.",256,"False","False","",2,"X",20142,"","Slavery in West Africa: Ghana","Research",2014,0
"308",97033,1,27931,"['HIST']","This off-campus course examines historical memory through a charged set of public anniversaries in 2015. Students travel to the deep South to explore the public response to the region's history, particularly the civil rights movement, but also slavery and the Civil War. The course interrogates the public commemoration and museum displays dealing with anniversaries, specifically the Selma march of 1965. Students also examine contemporary recollections of eyewitnesses, and the discourse surrounding them now. Prerequisites: one course in sociology/anthropology, women's and gender studies, social work, family studies, economics, political science, environmental studies, or nursing. Counts toward history and American studies majors and race and ethnic studies major and concentration. Offered during Interim.","['HWC', 'MCD']",NA,"","['Michael Fitzgerald']",200,"","Civil War to Civil Rights","This is an off-campus course. You will find this course listed in Studio Abroad under its course title. This course has been canceled.",278,"False","Prerequisites: one course in sociology/anthropology, women's and gender studies, social work, family studies, economics, political science, environmental studies, or nursing. Counts toward history and American studies majors and race and ethnic studies major and concentration. Offered during Interim.","",2,"X",20142,"","Civil War and Civil Rights in History and Memory","Research",2014,0
"309",97046,1,1303,"['ASIAN', 'SOAN']","Southeast Asia is a diverse region, stretching from the sleek high-rises of Singapore to hermetic Rangoon; from Islam to Buddhism; from computer chip manufacture to swidden agriculture. Students read ethnographies, novels, and local histories to better understand Southeast Asian family life, religion, language, and education. Through focusing on the experience of modernity, students examine how Southeast Asians make sense of their group affiliations, their pasts and their futures. The course aims to challenge contemporary understandings of place, entitlement, and home both in Southeast Asia and beyond. Offered annually in the fall or spring semester or during Interim.","['HBS', 'MCG']",NA,"","['Thomas A. Williamson']",200,"['HH 302']","Modern Southeast Asia","This course is open to a limited number of first-year students.",239,"False","False","",2,"C",20142,"['M-F 1040-0100PM']","","Research",2014,20
"320",97176,1,308,"['EDUC']","In this course, students examine how schools and communities in the Twin Cities interact to provide support and developmental opportunities for school-age children. Through lectures, readings, discussions, field trips, and in-school and co-curricular placements, students gain an understanding and awareness of how race, class, ethnicity, national origin, and gender shape the complex character of urban youth and schools. Students spend one week in orientation activities on campus and two weeks in the Twin Cities. During the time in the Twin Cities, St. Olaf students participate as tutors and classroom assistants during the school day and then assist in various after-school and community programs. The last week of Interim is spent back on campus discussing the experience. Fulfills EDUC 382: Human Relations requirement. Open to first-year students. P/N only. Offered during Interim. Counts toward race and ethnic studies and American studies majors and race and ethnic studies concentration.","['MCD']",NA,"","['Maurella Cunningham']",100,"","Urban Schools/Communities","Open to First-Year Students and Sophomores only. Admission by interview.",170,"True","False","",2,"C",20142,"","Urban Schools and Communities","Research",2014,18
"321",97178,1,384,"['ENGL']","This course introduces students to poetry from a range of perspectives including, but not limited to the poet's life; the application of categories of analysis such as race, gender, and nationality; poetry as literary craft; and the aesthetic appreciation of poems. To experience the literary medium of poetry in the fullest sense, students are required to write about, memorize, orally interpret/recite, and compose their own poetry.","['ALS-L', 'ORC']",NA,"","['Colin Wells']",100,"['RML 515']","Intro to Poetry","",123,"False","False","",2,"C",20142,"['M-F 0100-0300PM']","Introduction to Poetry","Research",2014,27
"326",97185,1,21512,"['MATH']","Islamic art is decorative and based on geometry. Students study this art, its origins, and its significance, along with cultural topics related to Moroccan life, in the imperial city of Fes. Field work includes identification and analysis of distinct geometrical patterns found on buildings, monuments, and artifacts. Students also use geometry to create their own art. Mosaic designs are still created in Fes, a center for Islamic geometric patterns. Students stay with Moroccan families while in Fes. Field trips visit sites in and around Fes, with day-long visits to Meknès, Moulay Idriss, and Volubis, and a longer excursion to Marrakech and Casablanca. Offered periodically during Interim.","['AQR', 'MCG', 'ORC']",NA,"","['Richard Allen']",200,"","Geometry/Art in Morocco","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",218,"False","False","",2,"C",20142,"","Geometry and Decorative Art in Morocco","Research",2014,18
"338",97203,1,1334,"['SPAN']","This topics course explores a Spanish peninsular cultural, literary, and/or linguistic theme from a base in Spain through analysis and discussion of texts, guest lectures, excursions to appropriate cultural sites, field research, and related experiential activities. Sample topics include: Christians, Jews and Muslims in Spain, and Spain's Autonomous Communities, Spain's Multilingual and Multicultural Landscape. Taught in Spanish. Prerequisite: SPAN 250.","['ORC']",NA,"","['Maggie Broner']",200,"","Spain's Cult/Ling","Not open to first-year students. This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",270,"False","Prerequisite: SPAN 250.","",2,"C",20142,"","Spain's Cultural and Linguistic Legacy","Research",2014,18
"339",97204,1,25614,"['SWRK']","Students study historical and contemporary realities of race, social class, health, welfare, and human rights in South Africa. This dynamic society provides unique opportunities to study the challenges and successes of inclusion, respect, and reconciliation in the post-Apartheid era. Students travel to three regions and meet with public, private, and community-based organizations. Special emphasis is on the status of women and children. Prerequisite: one course in political science, sociology/anthropology, social work, economics, psychology, family studies, or women's and gender studies. Offered occasionally during Interim. Counts toward Africa and the Americas and family studies concentrations.","['MCG']",NA,"","['Mary Carlsen']",200,"","Social Realities S Africa","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",280,"False","Prerequisite: one course in political science, sociology/anthropology, social work, economics, psychology, family studies, or women's and gender studies. Offered occasionally during Interim. Counts toward Africa and the Americas and family studies concentrations.","",2,"C",20142,"","Social Realities in South Africa","Research",2014,24
"340",97261,1,27929,"['ASIAN', 'ENVST']","Students investigate community-based approaches to environmental sustainability during thisInterim course taught at the Asian Rural Institute (ARI) in northern Japan. Students explore howARI builds on local Japanese resources to support its mission of training rural leaders fromdeveloping countries in organic agricultural practices. Activities include field trips, discussions,and symposia with Japanese students, as well as hands-on participation in the daily food life atARI. Prerequisites: preference given to students with prior coursework in either Asian Studies orEnvironmental Studies. Counts toward Asian studies and Environmental studies majors andconcentrations and Japan studies concentration. Offered during Interim.","['MCG']",NA,"","['Katherine S. Tegtmeyer Pak']",200,"","Env Sustainability Japan","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",277,"False","Prerequisites: preference given to students with prior coursework in either Asian Studies orEnvironmental Studies. Counts toward Asian studies and Environmental studies majors andconcentrations and Japan studies concentration. Offered during Interim.","",2,"C",20142,"","Environmental Sustainability in Japan","Research",2014,20
"346",97529,1,27998,"['GERM']","An immersion experience for students at the intermediate level or above, this course combines morning language classes with afternoon excursions, work with Austrian language partners, and service learning. Each week, students study a different topic of everyday Austrian culture, such as immigration and multiculturalism, social and religious groups, political parties, and Vienna as a music capital. Taught in German. Prerequisite: GERM 231 or equivalent. Counts toward German major and German studies concentration. Offered during Interim.","['FOL-G']",NA,"","['Staff']",200,"","German in Vienna","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.",234,"False","Prerequisite: GERM 231 or equivalent. Counts toward German major and German studies concentration. Offered during Interim.","",2,"C",20142,"","","Research",2014,0
"353",98760,1,26500,"['ID']","This course examines multicultural health concepts and health care systems from biological, social, psychological and practical points of view. Students examine critical global health issues, including globalization, emerging infectious diseases, women's health and economic development, food and nutrition, trends in global environmental health, chronic disease, cultural considerations, and health policy and advocacy. Students explore the course material through readings, films, case studies, debates, and expert guest speakers. Prerequisites: sophomore standing or above, and completion of at least one of the following courses: any level I biology course, ECON 121, ENVST 137, PSCI 117, PSCI 121, PSYCH 125, SOAN 121, SOAN 128. Offered occasionally in Interim.","['IST']",NA,"","['Sarah M. Sevcik']",200,"['RNS 204']","Issues in Global Health","This course has class-year lilmits. Not open to first-year students.",256,"False","Prerequisites: sophomore standing or above, and completion of at least one of the following courses: any level I biology course, ECON 121, ENVST 137, PSCI 117, PSCI 121, PSYCH 125, SOAN 121, SOAN 128. Offered occasionally in Interim.","",2,"C",20142,"['M-F 0800-1000']","","Research",2014,23
"357",99207,1,1294,"['SOAN']","How do anthropologists study other cultures? Peoples around the world create different realities through the ways they conceptualize experience (cultures) and how they organize themselves to do what they need to do (societies). Anthropologists describe and compare cultures and societies, focusing on different aspects such as family and kinship, inequality and power, religion and values, economy and technology, cultural and social change. This course is open to first-year students or students in certain accredited programs. Offered each semester. Counts toward race and ethnic studies and women's and gender studies majors; and Africa and the Americas, race and ethnic studies, and women's and gender studies concentrations.","['HBS', 'MCG']",NA,"","['Marc David']",100,"['HH 319']","Int/Cult Anthropology","Open only to first-year students.",128,"False","False","",2,"C",20142,"['M-F 1040-1240PM']","Introduction to Cultural Anthropology","Research",2014,20
"360",99273,1,19742,"['ASIAN']","Students pursue guided fieldwork experience in the United States. Activities and readings in this course build on the topics from ASIAN 210 and three semesters of language study. Students reflect on the experience of Asians in America through readings, site visits, and local interviews. Students develop projects and follow a process of inquiry that will help them understand how ordinary people construct ""Asian"" culture and society today. Prerequisite: ASIAN 210. Offered during Interim.","",NA,"","['Barbara Reed']",200,"","AsianCon2:Asia in America","",216,"False","Prerequisite: ASIAN 210. Offered during Interim.","",2,"C",20142,"","Asian Conversations II: Encountering Asia in America","Research",2014,2
"361",99283,1,21545,"['HIST']","Gender in Africa - This seminar examines the contradictory images on gender in Africa promoted by colonial notions of man as the breadwinner and the woman jettisoned to a dependent position that defined metropolitan career trajectories. It examines differing gender norms and the resulting tensions as we interrogate the social, economic, and historical roles of women in Africa. Through lectures, discussions, films, and a varied list of intriguing sources and readings the course introduces students to ""doing history,"" as students appreciate and reconstruct the lived experiences of African women and explore themes such as slavery, religious and political roles, production, distribution and reproduction, domesticity, marriage and kingship, social change, and motherhood. The course pays particular attention to how women in Africa coped with society and not how society coped with them. No prior study of African history required.","['MCG']",NA,"","['Abdulai Iddrisu']",200,"['TOH 212']","Topics: Gender in Africa","",289,"False","False","",2,"C",20142,"['M-F 1040-1240PM']","Topics in History","Topic",2014,26
"364",99300,1,27324,"['RACE']","This course provides an introduction to the cultural and historical background of four groups in the United States: African Americans, Native Americans, Latinos, and Asian Americans. Emphasis is on race relations and the distinguishing characteristics of these cultures as reflected in the academic disciplines of the creative and performing arts, the humanities, the social and behavioral sciences, and the general area of popular culture. Contributions to cultural pluralism are accentuated as well as the special issues of identity faced by these Americans. This course emphasizes literary texts. Counts toward American studies major and Africa and the Americas concentration.","['ALS-L', 'MCD']",NA,"","['Janna Knittel']",100,"['TOH 214']","Intro to Race & Ethnic St","",121,"False","False","",2,"C",20142,"['M-F 0100-0300PM']","Introduction to Race and Ethnic Studies","Research",2014,23
